system:time_start,B1,B2
2001-07-14,0.1361,0.1871
2001-07-15,0.077,0.1554
2001-07-16,0.119,0.2299
2001-07-17,0.0798,0.1811
2001-07-18,0.0688,0.1695
2001-07-19,0.0637,0.1702
2001-07-20,0.1153,0.2403
2001-07-21,0.1283,0.248
2001-07-22,0.2605,0.2941
2001-07-23,0.0729,0.1466
2001-07-24,0.0701,0.1822
2001-07-25,0.0698,0.2059
2001-07-27,0.0694,0.2153
2001-07-29,0.0773,0.1857
2001-07-30,0.0623,0.1987
2001-08-04,0.0599,0.153
2001-08-05,0.045,0.1589
2001-08-06,0.0928,0.1799
2001-08-11,0.0437,0.1111
2001-08-13,0.1399,0.1782
2001-08-17,0.1285,0.2415
2001-08-18,0.1747,0.2267
2001-08-20,0.0681,0.1783
2001-08-21,0.0606,0.1518
2001-08-22,0.1598,0.2479
2001-08-23,0.0552,0.1641
2001-08-24,0.0553,0.1709
2001-08-27,0.1295,0.2494
2001-08-31,0.0638,0.1712
2001-09-01,0.0618,0.1613
2001-09-02,0.0718,0.178
2001-09-05,0.0416,0.061
2001-09-08,0.0335,0.1095
2001-09-11,0.0417,0.0759
2001-09-12,0.0556,0.1344
2001-09-13,0.0588,0.1183
2001-09-16,0.1254,0.1546
2001-09-25,0.056,0.1307
2001-09-26,0.057,0.1212
2001-10-14,0.338,0.289
2001-10-17,0.2682,0.2318
2001-10-20,0.5098,0.47
2001-10-21,0.5907,0.5481
2001-10-22,0.6153,0.5734
2001-10-23,0.6025,0.5487
2001-10-28,0.7238,0.7066
2001-10-30,0.5763,0.493
2001-11-01,0.6254,0.5301
2001-11-02,0.673,0.5407
2002-02-04,0.7906,1.1957
2002-02-05,0.6732,0.4782
2002-02-07,0.7113,0.5613
2002-02-10,0.7297,0.6094
2002-02-11,0.708,0.5855
2002-02-12,0.6609,0.5443
2002-02-13,0.7078,0.5937
2002-02-15,0.6862,0.5752
2002-02-19,0.5005,0.4011
2002-02-21,0.5741,0.4692
2002-02-23,0.7031,0.6296
2002-02-26,0.6965,0.6214
2002-03-01,0.7731,0.7047
2002-03-03,0.6392,0.5791
2002-03-04,0.7123,0.6503
2002-03-07,0.6979,0.6237
2002-03-13,0.782,0.7095
2002-03-16,0.6064,0.5513
2002-03-17,0.5201,0.4469
2002-03-18,0.8285,0.7682
2002-03-29,0.8451,0.7869
2002-04-01,0.8298,0.7672
2002-04-03,0.8564,0.7833
2002-04-04,0.8378,0.7755
2002-04-16,0.8433,0.7696
2002-04-17,0.8576,0.7879
2002-04-18,0.8747,0.8133
2002-04-20,0.8693,0.7973
2002-04-21,0.8913,0.8236
2002-04-22,0.8726,0.8008
2002-04-23,0.8577,0.7862
2002-04-24,0.8799,0.8111
2002-04-25,0.8671,0.7976
2002-04-26,0.8704,0.7884
2002-05-02,0.8601,0.794
2002-05-04,0.8624,0.7933
2002-05-06,0.6969,0.607
2002-05-11,0.8954,0.8246
2002-05-14,0.8635,0.7855
2002-05-15,0.6583,0.5367
2002-05-22,0.8468,0.7828
2002-05-23,1.0215,0.9363
2002-05-31,0.489,0.3975
2002-06-03,0.9294,0.8491
2002-06-04,0.7626,0.6436
2002-06-05,0.6974,0.6356
2002-06-10,0.3073,0.3013
2002-06-11,0.269,0.2723
2002-06-17,0.1142,0.094
2002-06-22,0.1243,0.1794
2002-06-23,0.113,0.1829
2002-06-26,0.0806,0.1412
2002-06-27,0.1082,0.0833
2002-06-29,0.1212,0.1836
2002-07-02,0.1285,0.2068
2002-07-03,0.1041,0.2171
2002-07-04,0.0899,0.187
2002-07-06,0.1573,0.0813
2002-07-11,0.0233,0.0352
2002-07-12,0.0866,0.2089
2002-07-13,0.0759,0.1895
2002-07-14,0.0537,0.1431
2002-07-15,0.1322,0.2247
2002-07-16,0.1381,0.1562
2002-07-17,0.1276,0.2312
2002-07-18,0.0405,0.1805
2002-07-20,0.0358,0.0441
2002-07-21,0.0963,0.1988
2002-07-23,0.0903,0.2341
2002-07-25,0.1205,0.1458
2002-07-26,0.0264,0.0718
2002-07-27,0.0786,0.1719
2002-07-28,0.0693,0.2068
2002-08-01,0.1219,0.2706
2002-08-02,0.0736,0.1873
2002-08-03,0.1253,0.2514
2002-08-07,0.0614,0.2039
2002-08-09,0.0992,0.1978
2002-08-13,0.0836,0.1901
2002-08-14,0.0584,0.1823
2002-08-16,0.1196,0.2104
2002-08-17,0.2107,0.2665
2002-08-18,0.0744,0.1868
2002-08-19,0.2779,0.297
2002-08-21,0.0494,0.1213
2002-08-22,0.0479,0.105
2002-08-23,0.0657,0.201
2002-08-24,0.0772,0.1632
2002-08-25,0.0451,0.0979
2002-08-26,0.0756,0.1908
2002-08-27,0.1406,0.2119
2002-08-28,0.0652,0.1425
2002-08-30,0.117,0.139
2002-09-03,0.103,0.1403
2002-09-06,0.1922,0.2692
2002-09-07,0.4229,0.4521
2002-09-12,0.0722,0.1446
2002-09-16,0.0283,0.0658
2002-09-18,0.0615,0.0967
2002-10-02,0.4657,0.4151
2002-10-03,0.3931,0.373
2002-10-07,0.2693,0.2373
2002-10-16,0.6378,0.6371
2002-10-21,0.5972,0.56
2002-10-22,0.6049,0.5741
2002-10-23,0.4701,0.4277
2002-10-25,0.5833,0.5244
2002-10-26,0.7466,0.6594
2002-11-02,0.4597,0.3738
2003-02-03,0.5898,0.7821
2003-02-06,0.7243,0.5619
2003-02-10,0.7093,0.5527
2003-02-16,0.6515,0.5796
2003-02-18,0.6901,0.6297
2003-02-19,0.7647,0.6769
2003-02-20,0.5318,0.3845
2003-02-23,0.566,0.4792
2003-02-25,0.7344,0.6584
2003-03-10,0.7796,0.7139
2003-03-21,0.7944,0.7232
2003-03-22,0.6839,0.6094
2003-03-23,0.8245,0.7674
2003-03-25,0.798,0.7271
2003-03-26,0.8418,0.763
2003-03-27,0.851,0.7946
2003-03-30,0.6896,0.6007
2003-04-03,0.8552,0.7962
2003-04-05,0.8572,0.7881
2003-04-06,0.8408,0.7771
2003-04-09,0.8641,0.8011
2003-04-10,0.838,0.7693
2003-04-11,0.8263,0.7634
2003-04-13,0.8369,0.7672
2003-04-18,0.8243,0.7613
2003-04-19,0.8485,0.7842
2003-04-26,0.849,0.7836
2003-04-28,0.839,0.7666
2003-04-29,0.8626,0.7892
2003-05-06,0.8498,0.7706
2003-05-10,0.8176,0.7531
2003-05-11,0.8488,0.7724
2003-05-12,0.8575,0.7937
2003-05-15,0.8033,0.7044
2003-05-16,0.8037,0.7222
2003-05-17,0.8253,0.7446
2003-05-20,0.8128,0.7314
2003-05-21,0.8222,0.7404
2003-05-22,0.7802,0.7142
2003-05-24,0.76,0.6828
2003-05-28,0.8231,0.7414
2003-05-29,0.8213,0.7328
2003-05-30,0.7296,0.6136
2003-05-31,0.6685,0.5728
2003-06-01,0.7209,0.6139
2003-06-02,0.6754,0.6154
2003-06-06,0.5036,0.4435
2003-06-16,0.2514,0.2049
2003-06-20,0.1222,0.129
2003-06-22,0.0972,0.146
2003-06-23,0.0909,0.102
2003-06-24,0.0932,0.1459
2003-06-25,0.1829,0.2266
2003-06-29,0.1078,0.1749
2003-06-30,0.2268,0.2352
2003-07-02,0.1577,0.1983
2003-07-07,0.1205,0.1909
2003-07-08,0.0984,0.14
2003-07-09,0.0894,0.1804
2003-07-12,0.0369,0.088
2003-07-13,0.0919,0.1828
2003-07-15,0.0909,0.2055
2003-07-16,0.1351,0.2173
2003-07-17,0.0814,0.1965
2003-07-22,0.0745,0.1997
2003-07-23,0.1397,0.2203
2003-07-24,0.2279,0.2365
2003-07-25,0.1019,0.2174
2003-07-26,0.141,0.2008
2003-07-31,0.1454,0.2315
2003-08-03,0.0614,0.1403
2003-08-05,0.0745,0.1722
2003-08-08,0.0541,0.0748
2003-08-12,0.0491,0.0955
2003-08-17,0.0491,0.1608
2003-08-21,0.0703,0.1565
2003-08-22,0.0953,0.231
2003-08-23,0.0546,0.1385
2003-08-25,0.0894,0.2076
2003-08-26,0.0652,0.1626
2003-08-27,0.0653,0.1482
2003-08-28,0.0674,0.1665
2003-08-31,0.0636,0.1482
2003-09-02,0.0675,0.1444
2003-09-05,0.0603,0.1262
2003-09-06,0.0673,0.1216
2003-09-11,0.0566,0.1334
2003-09-12,0.0565,0.1245
2003-09-14,0.1611,0.1731
2003-09-15,0.0717,0.1481
2003-09-18,0.0595,0.1279
2003-09-20,0.0719,0.1441
2003-09-23,0.0706,0.0892
2003-09-24,0.0457,0.0565
2003-10-04,0.064,0.1322
2003-10-07,0.0312,0.0705
2003-10-17,0.527,0.5148
2003-10-22,0.6019,0.6199
2003-11-05,0.6022,0.5144
2004-02-06,0.7521,0.6051
2004-02-08,0.4151,0.2255
2004-02-14,0.7,0.5907
2004-02-15,0.7033,0.6097
2004-02-20,0.6839,0.6117
2004-02-24,0.7194,0.6456
2004-03-11,0.814,0.7457
2004-03-15,0.8202,0.7605
2004-03-17,0.7846,0.7261
2004-03-18,0.4914,0.4057
2004-03-19,0.7845,0.7093
2004-04-05,0.833,0.7782
2004-04-07,0.8624,0.7961
2004-04-08,0.8468,0.7742
2004-04-09,0.8815,0.8105
2004-04-10,0.8172,0.7531
2004-04-13,0.9025,0.8553
2004-04-15,0.7316,0.6688
2004-04-18,0.8682,0.8197
2004-04-19,0.8555,0.7975
2004-04-21,0.8967,0.829
2004-04-23,0.8666,0.8025
2004-04-25,0.8731,0.817
2004-05-02,0.879,0.8085
2004-05-07,0.9078,0.8378
2004-05-10,0.9239,0.8671
2004-05-22,0.8702,0.7999
2004-05-23,0.9244,0.8601
2004-05-24,0.9362,0.8145
2004-05-27,0.8978,0.8099
2004-05-31,0.8772,0.7808
2004-06-06,0.6988,0.6279
2004-06-07,0.6651,0.5641
2004-06-08,0.4818,0.4115
2004-06-10,0.2598,0.2038
2004-06-11,0.4664,0.4272
2004-06-13,0.2605,0.2387
2004-06-17,0.165,0.187
2004-06-19,0.5215,0.4585
2004-06-24,0.1154,0.168
2004-06-28,0.1375,0.2029
2004-07-04,0.0506,0.0882
2004-07-11,0.1771,0.2103
2004-07-15,0.0888,0.1645
2004-07-16,0.1173,0.2089
2004-07-21,0.1037,0.2224
2004-07-24,0.0845,0.1727
2004-07-26,0.0446,0.1596
2004-07-28,0.0675,0.1727
2004-07-29,0.1028,0.2274
2004-07-31,0.0624,0.1803
2004-08-01,0.0628,0.1775
2004-08-03,0.2025,0.2645
2004-08-04,0.0365,0.0624
2004-08-10,0.0731,0.171
2004-08-12,0.113,0.1534
2004-08-13,0.0801,0.231
2004-08-14,0.1007,0.1549
2004-08-16,0.0485,0.1807
2004-08-19,0.0521,0.1391
2004-08-23,0.0637,0.1729
2004-08-24,0.0701,0.1793
2004-08-26,0.1399,0.1786
2004-08-27,0.1063,0.1349
2004-08-30,0.0905,0.1655
2004-09-02,0.0139,0.0867
2004-09-03,0.0771,0.1652
2004-09-08,0.0747,0.1494
2004-09-10,0.0706,0.1637
2004-10-03,0.6958,0.7032
2004-10-04,0.5942,0.5784
2004-10-11,0.315,0.2618
2004-10-16,0.6272,0.6071
2004-10-17,0.6417,0.6073
2004-10-26,0.594,0.5368
2004-10-27,0.4407,0.3693
2004-10-29,0.6934,0.6035
2004-11-02,0.6007,0.4593
2004-11-03,0.6428,0.4754
2005-02-04,0.6649,0.4614
2005-02-06,0.6616,0.5171
2005-02-07,0.3318,0.2196
2005-02-08,0.7119,0.5777
2005-02-09,0.7178,0.6154
2005-02-11,0.6582,0.5518
2005-02-12,0.7349,0.603
2005-02-13,0.6486,0.5443
2005-02-17,0.7332,0.666
2005-02-22,0.6827,0.5953
2005-02-23,0.4838,0.3634
2005-02-24,0.7002,0.6247
2005-03-08,0.7928,0.7178
2005-03-15,0.8388,0.7882
2005-03-18,0.8491,0.7843
2005-03-22,0.8288,0.7658
2005-04-06,0.8802,0.8177
2005-04-11,0.8458,0.7807
2005-04-12,0.868,0.8085
2005-04-15,0.8674,0.8077
2005-04-17,0.8827,0.8241
2005-04-18,0.8819,0.8288
2005-04-19,0.8785,0.8119
2005-04-21,0.8815,0.8182
2005-04-26,0.8578,0.8041
2005-04-27,0.8748,0.8077
2005-04-28,0.8978,0.8334
2005-04-29,0.8777,0.8081
2005-04-30,0.9439,0.876
2005-05-04,0.8896,0.8198
2005-05-05,0.8756,0.798
2005-05-06,0.9424,0.9273
2005-05-07,0.8768,0.8227
2005-05-09,0.6293,0.5374
2005-05-10,0.894,0.8304
2005-05-12,0.905,0.8339
2005-05-16,0.9045,0.8305
2005-05-17,0.9196,0.8393
2005-05-18,0.9012,0.8224
2005-05-22,0.8721,0.7906
2005-05-25,0.9077,0.8562
2005-05-26,0.8749,0.7879
2005-05-27,0.8684,0.7591
2005-05-28,1.0891,1.0006
2005-05-31,0.497,0.4479
2005-06-01,0.6271,0.5499
2005-06-02,0.4349,0.394
2005-06-04,0.4596,0.4576
2005-06-07,0.2883,0.2959
2005-06-08,0.2937,0.2967
2005-06-11,0.1436,0.1818
2005-06-12,0.1218,0.1562
2005-06-13,0.3253,0.3154
2005-06-14,0.1313,0.1634
2005-06-16,0.1646,0.2021
2005-06-18,0.099,0.1436
2005-06-21,0.09,0.136
2005-06-22,0.1211,0.1984
2005-06-23,0.1028,0.168
2005-06-30,0.1399,0.1884
2005-07-01,0.3356,0.2729
2005-07-03,0.0908,0.1653
2005-07-04,0.1194,0.2118
2005-07-05,0.2356,0.2736
2005-07-06,0.1071,0.1938
2005-07-07,0.0848,0.1672
2005-07-11,0.0954,0.1768
2005-07-13,0.1087,0.1938
2005-07-14,0.1719,0.2539
2005-07-15,0.0736,0.1663
2005-07-17,0.059,0.1615
2005-07-23,0.0364,0.0604
2005-07-25,0.0971,0.1961
2005-07-29,0.0188,0.1909
2005-07-30,0.115,0.1753
2005-08-03,0.043,0.1442
2005-08-04,0.2094,0.2632
2005-08-09,0.0839,0.2094
2005-08-10,0.0688,0.19
2005-08-11,0.0562,0.1659
2005-08-14,0.0556,0.17
2005-08-15,0.0585,0.131
2005-08-16,0.0986,0.1399
2005-08-17,0.1435,0.2293
2005-08-19,0.0437,0.1505
2005-08-21,0.0915,0.2103
2005-08-31,0.2556,0.2706
2005-09-04,0.0726,0.1536
2005-09-06,0.0457,0.1151
2005-09-12,0.0542,0.1328
2005-09-20,0.102,0.164
2005-10-06,0.3545,0.3808
2005-10-11,0.4685,0.4793
2005-10-12,0.4584,0.4573
2005-10-14,0.3973,0.298
2005-10-15,0.624,0.5808
2005-10-17,0.4613,0.4326
2005-10-19,0.4999,0.4101
2005-10-23,0.3035,0.2245
2005-10-26,0.4559,0.3328
2005-10-29,0.7547,0.6248
2005-10-30,0.3178,0.2496
2005-10-31,0.5426,0.4081
2005-11-05,0.5932,0.4779
2006-02-04,0.4707,0.5297
2006-02-05,0.7504,0.5749
2006-02-10,0.694,0.5643
2006-02-11,0.7615,0.6314
2006-02-12,0.7079,0.5767
2006-02-13,0.7286,0.6329
2006-02-14,0.7119,0.5809
2006-02-15,0.7372,0.6441
2006-02-16,0.3502,0.2616
2006-02-18,0.5862,0.5061
2006-02-23,0.8552,0.7973
2006-02-28,0.7472,0.6831
2006-03-02,0.755,0.7053
2006-03-04,0.7712,0.7044
2006-03-05,0.7795,0.712
2006-03-07,0.8861,0.8468
2006-03-19,0.821,0.7546
2006-03-23,0.8396,0.7652
2006-03-24,0.8382,0.7633
2006-03-29,0.6571,0.5862
2006-03-30,0.7489,0.6851
2006-03-31,0.8539,0.7797
2006-04-01,0.7771,0.7081
2006-04-02,0.8306,0.7586
2006-04-03,0.8505,0.7725
2006-04-04,0.837,0.7724
2006-04-08,0.8481,0.7831
2006-04-09,0.8558,0.7871
2006-04-11,0.8728,0.81
2006-04-19,0.8828,0.8061
2006-04-20,0.7127,0.636
2006-04-21,0.9023,0.8505
2006-04-22,0.8869,0.8091
2006-04-23,0.7979,0.6564
2006-04-27,0.9199,0.8435
2006-04-28,0.5188,0.3626
2006-05-01,0.8936,0.8251
2006-05-09,0.8083,0.6842
2006-05-10,0.7817,0.6638
2006-05-13,0.7923,0.6916
2006-05-14,0.7622,0.6544
2006-05-15,0.7749,0.6596
2006-05-20,0.7421,0.6623
2006-05-23,0.5935,0.5221
2006-05-24,0.5335,0.4525
2006-05-25,0.5934,0.5305
2006-05-30,0.4466,0.3929
2006-05-31,0.2798,0.2692
2006-06-07,0.1344,0.1567
2006-06-08,0.188,0.1993
2006-06-11,0.1386,0.1474
2006-06-12,0.1035,0.1591
2006-06-13,0.0648,0.0867
2006-06-16,0.1329,0.2335
2006-06-17,0.1273,0.1898
2006-06-23,0.1514,0.2646
2006-06-26,0.121,0.2043
2006-06-28,0.1159,0.2057
2006-06-29,0.2625,0.2515
2006-06-30,0.1103,0.1656
2006-07-01,0.1084,0.1999
2006-07-02,0.0771,0.1718
2006-07-03,0.0915,0.1957
2006-07-05,0.1167,0.2174
2006-07-06,0.1303,0.3157
2006-07-07,0.149,0.2807
2006-07-12,0.0776,0.1888
2006-07-13,0.1233,0.2808
2006-07-15,0.1157,0.2121
2006-07-16,0.0413,0.142
2006-07-17,0.1203,0.2495
2006-07-18,0.0653,0.1557
2006-07-19,0.0623,0.1558
2006-07-20,0.0556,0.1839
2006-07-21,0.1562,0.2543
2006-07-24,0.0835,0.1851
2006-07-25,0.1367,0.1834
2006-07-29,0.0381,0.1128
2006-07-30,0.0615,0.1567
2006-07-31,0.0629,0.1699
2006-08-01,0.0777,0.2052
2006-08-02,0.0663,0.1818
2006-08-03,0.0599,0.1844
2006-08-04,0.0574,0.1768
2006-08-05,0.0627,0.1619
2006-08-07,0.0605,0.1723
2006-08-08,0.0773,0.1989
2006-08-09,0.0602,0.1783
2006-08-12,0.0545,0.1538
2006-08-13,0.0665,0.1642
2006-08-14,0.0586,0.1745
2006-08-15,0.0729,0.2033
2006-08-16,0.0619,0.174
2006-08-19,0.0494,0.1347
2006-08-20,0.0614,0.1852
2006-08-21,0.0536,0.1444
2006-08-23,0.1063,0.2127
2006-08-30,0.1394,0.2372
2006-09-03,0.0648,0.1547
2006-09-04,0.0827,0.2009
2006-09-06,0.0606,0.1432
2006-09-07,0.0706,0.1593
2006-09-10,0.2099,0.2396
2006-09-11,0.0428,0.1193
2006-09-16,0.0677,0.1453
2006-09-17,0.0566,0.1282
2006-09-18,0.0722,0.1563
2006-09-19,0.0619,0.1353
2006-09-21,0.0625,0.0777
2006-09-23,0.1502,0.1738
2006-09-25,0.1646,0.2128
2006-09-29,0.151,0.1819
2006-09-30,0.195,0.2257
2006-10-04,0.4795,0.4874
2006-10-08,0.2815,0.2374
2006-10-11,0.5811,0.5541
2006-10-13,0.7534,0.792
2006-10-20,0.2889,0.1996
2006-10-31,0.5199,0.3647
2006-11-04,0.5448,0.3719
2006-11-05,0.5273,0.3521
2007-02-05,0.7074,0.4828
2007-02-06,0.7475,0.5449
2007-02-08,0.7286,0.5681
2007-02-09,0.7333,0.6311
2007-02-10,0.6866,0.6115
2007-02-11,0.6972,0.5991
2007-02-13,0.607,0.5364
2007-02-14,0.7509,0.6613
2007-02-16,0.7213,0.6442
2007-02-18,0.7176,0.6462
2007-02-19,0.5015,0.3959
2007-03-12,0.8001,0.7202
2007-03-14,0.7073,0.658
2007-03-20,0.8441,0.7786
2007-03-22,0.8053,0.7357
2007-03-24,0.6604,0.5854
2007-03-30,0.8309,0.7675
2007-04-05,0.8246,0.7557
2007-04-06,0.8835,0.8244
2007-04-07,0.8651,0.7921
2007-04-09,0.8746,0.8103
2007-04-12,0.7658,0.6968
2007-04-14,0.9016,0.8482
2007-04-15,0.8763,0.8124
2007-04-16,0.8948,0.839
2007-04-17,0.9248,0.8753
2007-04-19,0.8863,0.8143
2007-04-21,0.8666,0.7983
2007-04-22,0.8966,0.8445
2007-04-23,0.9006,0.8205
2007-04-27,0.9453,0.9122
2007-04-29,0.8925,0.8223
2007-05-02,0.8886,0.8378
2007-05-04,0.9108,0.8514
2007-05-05,0.887,0.811
2007-05-09,0.873,0.7971
2007-05-10,0.9121,0.8583
2007-05-18,0.969,0.9211
2007-05-20,0.8982,0.8089
2007-05-21,0.8826,0.8046
2007-05-27,0.8834,0.8019
2007-05-28,0.8912,0.8443
2007-05-30,0.8161,0.7143
2007-05-31,0.7733,0.6863
2007-06-05,0.6877,0.5739
2007-06-13,0.5005,0.4517
2007-06-14,0.2962,0.211
2007-06-17,0.2381,0.2105
2007-06-20,0.3931,0.3589
2007-06-22,0.1137,0.1719
2007-06-23,0.1454,0.1771
2007-06-24,0.1145,0.1115
2007-06-25,0.1036,0.1443
2007-06-26,0.1307,0.1777
2007-06-28,0.187,0.1977
2007-06-29,0.1014,0.1583
2007-06-30,0.0834,0.1402
2007-07-01,0.1238,0.1733
2007-07-04,0.1131,0.1661
2007-07-06,0.092,0.1712
2007-07-08,0.1026,0.1798
2007-07-09,0.2736,0.2759
2007-07-11,0.1374,0.2064
2007-07-12,0.1204,0.2376
2007-07-13,0.1209,0.255
2007-07-14,0.0463,0.1777
2007-07-15,0.025,0.1919
2007-07-16,0.1154,0.2142
2007-07-17,0.0686,0.0888
2007-07-18,0.1498,0.2437
2007-07-19,0.1112,0.2766
2007-07-21,0.0594,0.178
2007-07-23,0.1009,0.243
2007-07-26,0.0627,0.208
2007-07-27,0.0611,0.173
2007-07-28,0.0548,0.1788
2007-07-30,0.0516,0.176
2007-07-31,0.0611,0.159
2007-08-09,0.0955,0.1596
2007-08-11,0.0937,0.2115
2007-08-20,0.2189,0.2419
2007-08-21,0.0533,0.1541
2007-08-26,0.0627,0.1492
2007-08-30,0.0583,0.1578
2007-09-02,0.0484,0.0995
2007-09-03,0.0579,0.1571
2007-09-04,0.2106,0.2466
2007-09-06,0.0618,0.092
2007-09-09,0.0624,0.1052
2007-09-11,0.0643,0.135
2007-09-13,0.1934,0.2946
2007-09-17,0.1375,0.2101
2007-09-18,0.0829,0.1497
2007-09-19,0.0854,0.1695
2007-09-20,0.0993,0.1309
2007-09-25,0.2436,0.2573
2007-09-26,0.2233,0.212
2007-09-27,0.2923,0.3137
2007-09-30,0.2881,0.3108
2007-10-01,0.3594,0.4146
2007-10-11,0.6516,0.5869
2007-10-15,0.7048,0.6369
2007-10-21,0.2439,0.1925
2007-11-04,0.5619,0.3834
2007-11-05,0.6152,0.4084
2007-11-06,0.837,0.6439
2008-02-03,0.4387,0.5092
2008-02-07,0.6756,0.5667
2008-02-08,0.7018,0.5829
2008-02-09,0.7487,0.6178
2008-02-13,0.5538,0.4219
2008-02-15,0.6895,0.5908
2008-02-16,0.7292,0.6276
2008-02-18,0.7472,0.6606
2008-02-21,0.6728,0.6003
2008-02-22,0.6726,0.5839
2008-02-23,0.7647,0.6747
2008-02-26,0.78,0.7091
2008-02-27,0.7713,0.7167
2008-02-28,0.7832,0.73
2008-03-08,0.4741,0.4068
2008-03-13,0.8579,0.7914
2008-03-22,0.8082,0.7546
2008-03-25,0.6669,0.5816
2008-03-27,0.7096,0.6365
2008-04-05,0.8663,0.8037
2008-04-07,0.8795,0.8206
2008-04-10,0.6988,0.5943
2008-04-11,0.8665,0.7996
