system:time_start,MO,OW,FO
2000,157,210,
2001,148,217,269.0
2002,156,218,
2003,160,218,292.0
2004,164,,272.0
2005,156,,262.0
2006,173,213,
2007,159,212,
2008,159,212,294.0
2009,163,230,280.0
2010,145,206,290.0
2011,156,213,288.0
2012,152,209,
2013,145,209,299.0
2014,159,219,261.0
2015,153,213,287.0
2016,149,198,298.0
2017,136,206,
2018,,212,288.0
2019,148,214,294.0
2020,162,213,280.0
2021,156,222,
