system:time_start,MO,OW,FO
2000,153,,
2002,152,,261.0
2004,152,,
2005,145,,
2006,140,,265.0
2007,152,241.0,
2008,128,,
2009,151,,263.0
2010,136,,
2011,157,,
2012,153,,273.0
2013,142,,280.0
2014,156,,
2016,147,256.0,197.0
2017,139,,239.0
2018,155,170.0,
2019,160,175.0,188.0
2021,157,,
