system:time_start,B1,B2
2000-02-26,0.6606,0.5744
2000-03-25,0.8197,0.7438
2000-03-27,0.8693,0.7857
2000-04-04,0.7691,0.6968
2000-04-10,0.9172,0.8474
2000-04-15,0.924,0.8511
2000-04-16,0.9674,0.8943
2000-04-18,0.8987,0.8318
2000-04-19,0.9187,0.8465
2000-04-20,0.9127,0.8481
2000-04-21,0.9215,0.8381
2000-04-22,0.6614,0.583
2000-04-30,0.9027,0.8106
2000-05-05,0.9345,0.8528
2000-05-06,0.8735,0.7094
2000-05-12,0.8778,0.7913
2000-05-16,0.9066,0.8247
2000-05-26,0.879,0.7522
2000-05-29,0.8862,0.8031
2000-05-30,0.8509,0.7173
2000-05-31,0.9043,0.8181
2000-06-10,0.7968,0.6217
2000-06-12,0.6377,0.495
2000-06-13,0.5527,0.3188
2000-06-15,0.4747,0.3008
2000-06-16,0.5185,0.3197
2000-06-17,0.4266,0.2703
2000-06-18,0.5015,0.3625
2000-06-19,0.3643,0.206
2000-06-20,0.4258,0.295
2000-06-21,0.2214,0.1348
2000-06-24,0.1861,0.1283
2000-06-26,0.4845,0.3971
2000-06-28,0.4806,0.3458
2000-06-29,0.4466,0.3119
2000-07-01,0.2654,0.194
2000-07-02,0.327,0.2162
2000-07-04,0.3147,0.2495
2000-07-05,0.4241,0.2961
2000-07-06,0.4176,0.2938
2000-07-07,0.3871,0.2594
2000-07-08,0.4007,0.2817
2000-07-09,0.3728,0.2554
2000-07-10,0.4243,0.3256
2000-07-13,0.4156,0.3022
2000-07-14,0.4417,0.3532
2000-07-15,0.4519,0.336
2000-07-16,0.4573,0.3634
2000-07-18,0.3733,0.26
2000-07-19,0.3442,0.2252
2000-07-20,0.3514,0.2424
2000-07-24,0.2011,0.148
2000-07-25,0.2051,0.1404
2000-07-28,0.1125,0.0627
2000-07-30,0.0023,-0.0007
2000-07-31,0.0051,-0.0003
2000-08-01,0.0079,-0.0009
2000-08-03,-0.0004,0.0006
2000-08-04,-0.0008,0.0004
2000-08-05,0.0075,0.0008
2000-08-19,0.1641,0.1587
2000-09-03,0.0036,0.0001
2000-10-12,0.1392,0.1162
2000-10-17,0.1016,0.0559
2000-10-18,0.4243,0.3455
2000-10-19,0.344,0.3189
