system:time_start,B1,B2,B1_interpolate,B2_interpolate
2000-10-04,0.0252,0.0133,0.0252,0.0133
2000-10-05,,,0.032,0.01465
2000-10-06,,,0.032,0.01465
2000-10-07,0.0388,0.016,0.0388,0.016
2000-10-08,,,0.063921875,0.04294427083333333
2000-10-09,,,0.0388,0.016
2000-10-10,,,0.08781666666666667,0.06320833333333332
2000-10-11,,,0.0388,0.016
2000-10-12,,,0.1128,0.08360000000000001
2000-10-13,,,0.1128,0.08360000000000001
2000-10-14,,,0.1498,0.1174
2000-10-15,,,0.1498,0.1174
2000-10-16,,,0.1498,0.1174
2000-10-17,0.1868,0.1512,0.1868,0.1512
2000-10-18,,,0.1561513616960591,0.14367628996741694
2000-10-19,,,0.1498,0.1174
2000-10-20,,,0.16717743055555556,0.15698773488562093
2000-10-21,,,0.1868,0.1512
2000-10-22,,,0.19279117647058824,0.18863676470588234
2000-10-23,,,0.22506666666666666,0.22943333333333335
2000-10-24,,,0.22071372549019608,0.22545686274509807
2000-10-25,,,0.1868,0.1512
2000-10-26,,,0.22506666666666666,0.22943333333333335
2000-10-27,,,0.2627,0.28545
2000-10-28,,,0.24822564102564101,0.26390512820512824
2000-10-29,,,0.2627,0.28545
2000-10-30,,,0.27545555555555556,0.3115277777777778
2000-10-31,,,0.2627,0.28545
2000-11-01,,,0.2754555555555555,0.3115277777777778
2000-11-02,,,0.2627,0.28545
2000-11-03,,,0.2754555555555555,0.3115277777777778
2000-11-04,,,0.2627,0.28545
2000-11-05,0.3386,0.4197,0.3386,0.4197
2000-11-06,,,,
2000-11-07,,,,
2000-11-08,,,,
2000-11-09,,,,
2000-11-10,,,,
2000-11-11,,,,
2000-11-12,,,,
2000-11-13,,,,
2000-11-14,,,,
2000-11-15,,,,
2000-11-16,,,,
2000-11-17,,,,
2000-11-18,,,,
2000-11-19,,,,
2000-11-20,,,,
2000-11-21,,,,
2000-11-22,,,,
2000-11-23,,,,
2000-11-24,,,,
2000-11-25,,,,
2000-11-26,,,,
2000-11-27,,,,
2000-11-28,,,,
2000-11-29,,,,
2000-11-30,,,,
2000-12-01,,,,
2000-12-02,,,,
2000-12-03,,,,
2000-12-04,,,,
2000-12-05,,,,
2000-12-06,,,,
2000-12-07,,,,
2000-12-08,,,,
2000-12-09,,,,
2000-12-10,,,,
2000-12-11,,,,
2000-12-12,,,,
2000-12-13,,,,
2000-12-14,,,,
2000-12-15,,,,
2000-12-16,,,,
2000-12-17,,,,
2000-12-18,,,,
2000-12-19,,,,
2000-12-20,,,,
2000-12-21,,,,
2000-12-22,,,,
2000-12-23,,,,
2000-12-24,,,,
2000-12-25,,,,
2000-12-26,,,,
2000-12-27,,,,
2000-12-28,,,,
2000-12-29,,,,
2000-12-30,,,,
2000-12-31,,,,
2001-01-01,,,,
2001-01-02,,,,
2001-01-03,,,,
2001-01-04,,,,
2001-01-05,,,,
2001-01-06,,,,
2001-01-07,,,,
2001-01-08,,,,
2001-01-09,,,,
2001-01-10,,,,
2001-01-11,,,,
2001-01-12,,,,
2001-01-13,,,,
2001-01-14,,,,
2001-01-15,,,,
2001-01-16,,,,
2001-01-17,,,,
2001-01-18,,,,
2001-01-19,,,,
2001-01-20,,,,
2001-01-21,,,,
2001-01-22,,,,
2001-01-23,,,,
2001-01-24,,,,
2001-01-25,,,,
2001-01-26,,,,
2001-01-27,,,,
2001-01-28,,,,
2001-01-29,,,,
2001-01-30,,,,
2001-01-31,,,,
2001-02-01,,,,
2001-02-02,,,,
2001-02-03,,,,
2001-02-04,,,,
2001-02-05,0.5587,0.7466,0.5587,0.7466
2001-02-06,,,0.5481,0.5352
2001-02-07,0.5375,0.3238,0.5375,0.3238
2001-02-08,,,0.71505,0.5412
2001-02-09,0.8926,0.7586,0.8926,0.7586
2001-02-10,,,0.8926,0.7586
2001-02-11,,,0.8159333333333333,0.7044333333333332
2001-02-12,0.898,0.7881,0.898,0.7881
2001-02-13,0.6572,0.5666,0.6572,0.5666
2001-02-14,,,0.6572,0.5666
2001-02-15,,,0.48075,0.37415
2001-02-16,0.3043,0.1817,0.3043,0.1817
2001-02-17,,,0.5765,0.4861
2001-02-18,,,0.5765,0.4861
2001-02-19,0.8487,0.7905,0.8487,0.7905
2001-02-20,,,0.79585,0.7362500000000001
2001-02-21,,,0.79585,0.7362500000000001
2001-02-22,0.743,0.682,0.743,0.682
2001-02-23,,,0.74269,0.68003
2001-02-24,,,0.7072499999999999,0.64255
2001-02-25,,,0.70054,0.6313599999999999
2001-02-26,0.6715,0.6031,0.6715,0.6031
2001-02-27,,,0.68415,0.6107499999999999
2001-02-28,0.6968,0.6184,0.6968,0.6184
2001-03-01,,,0.73215,0.6594833333333332
2001-03-02,,,0.6968,0.6184
2001-03-03,0.8155,0.7493,0.8155,0.7493
2001-03-04,0.4992,0.3899,0.4992,0.3899
2001-03-05,0.5156,0.4291,0.5156,0.4291
2001-03-06,,,0.5156,0.4291
2001-03-07,,,0.7510833333333332,0.6693666666666666
2001-03-08,0.8751,0.7905,0.8751,0.7905
2001-03-09,,,0.8625499999999999,0.7885
2001-03-10,0.85,0.7865,0.85,0.7865
2001-03-11,,,0.85825,0.7902666666666667
2001-03-12,,,0.8622,0.7954
2001-03-13,0.8622,0.7958,0.8622,0.7958
2001-03-14,0.8642,0.7954,0.8642,0.7954
2001-03-15,,,0.8635222222222222,0.7954085185185185
2001-03-16,,,0.8642,0.7958
2001-03-17,,,0.8650800000000001,0.79653
2001-03-18,,,0.867,0.79715
2001-03-19,,,0.8802200000000001,0.8131300000000001
2001-03-20,,,0.8802200000000001,0.8131300000000001
2001-03-21,,,0.8870814814814814,0.8242307407407408
2001-03-22,0.8698,0.7989,0.8698,0.7989
2001-03-23,0.898,0.8317,0.898,0.8317
2001-03-24,,,0.9021,0.8425
2001-03-25,0.9062,0.8533,0.9062,0.8533
2001-03-26,,,0.898,0.8424333333333333
2001-03-27,,,0.8973333333333334,0.8424333333333333
2001-03-28,,,0.9062,0.8533
2001-03-29,,,0.9167190476190477,0.8604547619047619
2001-03-30,0.8837,0.8315,0.8837,0.8315
2001-03-31,,,0.9367000000000001,0.88005
2001-04-01,0.9897,0.9286,0.9897,0.9286
2001-04-02,0.8972,0.834,0.8972,0.834
2001-04-03,,,0.9106,0.8532
2001-04-04,,,0.8962,0.8355666666666667
2001-04-05,0.9106,0.8532,0.9106,0.8532
2001-04-06,0.8808,0.8195,0.8808,0.8195
2001-04-07,0.5248,0.4347,0.5248,0.4347
2001-04-08,,,0.7173,0.63455
2001-04-09,0.9098,0.8344,0.9098,0.8344
2001-04-10,0.9124,0.8523,0.9124,0.8523
2001-04-11,0.9058,0.8361,0.9058,0.8361
2001-04-12,0.9282,0.8524,0.9282,0.8524
2001-04-13,,,0.9043000000000001,0.8344
2001-04-14,,,0.8518021645021645,0.7822963203463204
2001-04-15,,,0.9058,0.8361
2001-04-16,,,0.9043000000000001,0.8379666666666666
2001-04-17,,,0.8928,0.8326
2001-04-18,,,0.8897238095238097,0.8287428571428572
2001-04-19,,,0.8897238095238097,0.8287428571428572
2001-04-20,,,0.8729764069264069,0.8143629870129871
2001-04-21,0.8789,0.8254,0.8789,0.8254
2001-04-22,0.8928,0.8326,0.8928,0.8326
2001-04-23,,,0.879,0.8254
2001-04-24,,,0.8520666666666666,0.7948333333333334
2001-04-25,0.879,0.8127,0.879,0.8127
2001-04-26,0.7844,0.7392,0.7844,0.7392
2001-04-27,,,0.84395,0.79245
2001-04-28,0.9035,0.8457,0.9035,0.8457
2001-04-29,,,0.90195,0.84185
2001-04-30,0.9004,0.838,0.9004,0.838
2001-05-01,,,0.8807666666666667,0.8126523809523809
2001-05-02,,,0.8740926406926406,0.8043246753246752
2001-05-03,,,0.8852,0.8126047619047618
2001-05-04,,,0.8878190476190477,0.8126047619047618
2001-05-05,,,0.9004,0.838
2001-05-06,,,0.8793333333333333,0.7695333333333334
2001-05-07,,,0.8822,0.7627
2001-05-08,,,0.8837100649350649,0.7739731601731602
2001-05-09,,,0.8822,0.7627
2001-05-10,,,0.8759725198412699,0.7574853174603174
2001-05-11,0.8852,0.7627,0.8852,0.7627
2001-05-12,0.8524,0.7079,0.8524,0.7079
2001-05-13,,,0.8822,0.7512000000000001
2001-05-14,,,0.8764916666666667,0.7437333333333334
2001-05-15,,,0.8852,0.7627
2001-05-16,,,0.8891666666666667,0.7646333333333334
2001-05-17,,,0.8792,0.7397
2001-05-18,,,0.8120595238095237,0.6744190476190476
2001-05-19,,,0.8764916666666667,0.7397
2001-05-20,,,0.8218500915750915,0.6918604395604395
2001-05-21,0.9299,0.8233,0.9299,0.8233
2001-05-22,0.8792,0.7397,0.8792,0.7397
2001-05-23,,,0.7112499999999999,0.5618000000000001
2001-05-24,0.5433,0.3839,0.5433,0.3839
2001-05-25,,,0.8449,0.7397
2001-05-26,,,0.7062833333333334,0.5682
2001-05-27,,,0.8449,0.7412
2001-05-28,,,0.7267333333333333,0.5941714285714286
2001-05-29,0.8643,0.7589,0.8643,0.7589
2001-05-30,0.8449,0.7412,0.8449,0.7412
2001-05-31,,,0.7094499999999999,0.569
2001-06-01,0.574,0.3968,0.574,0.3968
2001-06-02,0.7533,0.6,0.7533,0.6
2001-06-03,0.7081,0.5799,0.7081,0.5799
2001-06-04,,,0.64015,0.4649
2001-06-05,0.5722,0.3499,0.5722,0.3499
2001-06-06,0.4483,0.2598,0.4483,0.2598
2001-06-07,,,0.45343333333333335,0.26809999999999995
2001-06-08,,,0.4112,0.2598
2001-06-09,0.3398,0.1946,0.3398,0.1946
2001-06-10,0.4112,0.3088,0.4112,0.3088
2001-06-11,0.2969,0.1867,0.2969,0.1867
2001-06-12,0.4314,0.3234,0.4314,0.3234
2001-06-13,,,0.33694999999999997,0.2178
2001-06-14,0.2425,0.1122,0.2425,0.1122
2001-06-15,0.2932,0.1781,0.2932,0.1781
2001-06-16,,,0.30319148148148145,0.19453592592592595
2001-06-17,,,0.32770662551440327,0.2031844032921811
2001-06-18,,,0.2969,0.1867
2001-06-19,,,0.3048887037037037,0.1904762037037037
2001-06-20,,,0.2932,0.1781
2001-06-21,,,0.30319148148148145,0.19453592592592595
2001-06-22,,,0.2613,0.15284999999999999
2001-06-23,,,0.2613,0.15284999999999999
2001-06-24,,,0.24235,0.14475
2001-06-25,,,0.21292333333333335,0.12622333333333333
2001-06-26,,,0.1915,0.1135
2001-06-27,,,0.18907111111111108,0.11341000000000001
2001-06-28,,,0.1915,0.1135
2001-06-29,,,0.18439599537037035,0.1081887037037037
2001-06-30,,,0.1895,0.1135
2001-07-01,,,0.1729686625514403,0.10045662551440329
2001-07-02,,,0.1895,0.11341000000000001
2001-07-03,0.1915,0.1114,0.1915,0.1114
2001-07-04,0.1895,0.1135,0.1895,0.1135
2001-07-05,,,0.14806666666666668,0.08336666666666666
2001-07-06,,,0.1895,0.1135
2001-07-07,0.0632,0.0252,0.0632,0.0252
2001-07-08,0.2033,0.1499,0.2033,0.1499
2001-07-09,,,0.11863333333333333,0.06753333333333333
2001-07-10,,,0.0956,0.041
2001-07-11,0.0894,0.0275,0.0894,0.0275
2001-07-12,0.0956,0.041,0.0956,0.041
2001-07-13,0.0675,0.0362,0.0675,0.0362
2001-07-14,0.0175,0.0001,0.0175,0.0001
2001-07-15,0.0191,-0.0016,0.0191,-0.0016
2001-07-16,0.0203,-0.0001,0.0203,-0.0001
2001-07-17,0.0176,-0.0014,0.0176,-0.0014
2001-07-18,0.0164,-0.0008,0.0164,-0.0008
2001-07-19,0.0173,-0.0002,0.0173,-0.0002
2001-07-20,0.0142,0.0,0.0142,0.0
2001-07-21,0.0098,-0.0009,0.0098,-0.0009
2001-07-22,0.007,-0.0015,0.007,-0.0015
2001-07-23,,,0.00715,-0.0008
2001-07-24,0.0073,-0.0001,0.0073,-0.0001
2001-07-25,,,0.0049299999999999995,0.0038000000000000004
2001-07-26,,,0.0035,0.0071
2001-07-27,,,0.0042250000000000005,0.0055
2001-07-28,-0.0003,0.0143,-0.0003,0.0143
2001-07-29,0.0064,0.0007,0.0064,0.0007
2001-07-30,,,0.001075,0.00012499999999999998
2001-07-31,,,0.00245,-0.00045000000000000004
2001-08-01,,,0.00245,-0.00045000000000000004
2001-08-02,-0.0015,-0.0016,-0.0015,-0.0016
2001-08-03,0.0014,-0.0014,0.0014,-0.0014
2001-08-04,,,0.06820000000000001,0.0427
2001-08-05,0.135,0.0868,0.135,0.0868
2001-08-06,,,0.06960000000000001,0.0425
2001-08-07,0.0042,-0.0018,0.0042,-0.0018
2001-08-08,,,0.04266,0.024210000000000002
2001-08-09,,,0.0029,-0.00275
2001-08-10,,,0.0029,-0.0027500000000000003
2001-08-11,0.0016,-0.0037,0.0016,-0.0037
2001-08-12,,,0.014586666666666668,0.00549888888888889
2001-08-13,,,0.0029,-0.0023
2001-08-14,,,0.00242,-0.00248
2001-08-15,,,0.0021,-0.0023
2001-08-16,,,0.0029,-0.0014399999999999999
2001-08-17,,,0.0029,-0.0009
2001-08-18,,,0.0034466666666666665,-0.0011744444444444443
2001-08-19,0.0026,-0.0009,0.0026,-0.0009
2001-08-20,0.0041,0.0001,0.0041,0.0001
2001-08-21,0.0041,-0.0004,0.0041,-0.0004
2001-08-22,0.0047,-0.0006,0.0047,-0.0006
2001-08-23,,,0.0041,-0.0006
2001-08-24,,,0.004,-0.00195
2001-08-25,,,0.0034,-0.00175
2001-08-26,0.0033,-0.0033,0.0033,-0.0033
2001-08-27,,,0.0033499999999999997,-0.00175
2001-08-28,0.0034,-0.0002,0.0034,-0.0002
2001-08-29,0.0023,-0.0003,0.0023,-0.0003
2001-08-30,0.0029,-0.0003,0.0029,-0.0003
2001-08-31,,,0.0033,-0.0002
2001-09-01,,,0.00315,0.00043999999999999996
2001-09-02,,,0.0033499999999999997,0.0009
2001-09-03,,,0.0032366666666666668,0.0010599999999999997
2001-09-04,,,0.0031333333333333335,0.0008999999999999998
2001-09-05,0.0038,0.0021,0.0038,0.0021
2001-09-06,0.003,0.0017,0.003,0.0017
2001-09-07,,,0.0031333333333333335,0.0008999999999999998
2001-09-08,,,0.0028,-0.0008500000000000001
2001-09-09,0.0026,-0.0011,0.0026,-0.0011
2001-09-10,,,0.0028,-0.0008500000000000001
2001-09-11,0.003,-0.0006,0.003,-0.0006
2001-09-12,0.0029,-0.0003,0.0029,-0.0003
2001-09-13,,,0.0023,0.0002
2001-09-14,0.0017,0.0007,0.0017,0.0007
2001-09-15,,,0.0028000000000000004,-1.4285714285714284e-05
2001-09-16,,,0.0023,0.0002
2001-09-17,,,0.0036000000000000003,9.999999999999999e-05
2001-09-18,,,0.0036000000000000003,0.0
2001-09-19,0.0038,-0.0004,0.0038,-0.0004
2001-09-20,0.0053,0.0,0.0053,0.0
2001-09-21,0.0036,-0.0012,0.0036,-0.0012
2001-09-22,,,0.0043,-0.0012
2001-09-23,,,0.005666666666666667,0.0002166666666666668
2001-09-24,0.0043,-0.0013,0.0043,-0.0013
2001-09-25,,,0.0091,0.00315
2001-09-26,0.0139,0.0076,0.0139,0.0076
2001-09-27,,,0.015241404942279943,0.006470765873015874
2001-09-28,,,0.007383333333333334,0.0016833333333333333
2001-09-29,,,0.01385887445887446,0.00551861471861472
2001-09-30,,,0.0139,0.0076
2001-10-01,,,0.02151428571428571,0.009904761904761904
2001-10-02,,,0.0139,0.0076
2001-10-03,,,0.03543333333333333,0.01796666666666667
2001-10-04,,,0.03543333333333333,0.01796666666666667
2001-10-05,,,0.03433735930735931,0.01768709956709957
2001-10-06,,,0.03543333333333333,0.01796666666666667
2001-10-07,,,0.03646757936507936,0.018554841269841273
2001-10-08,,,0.03543333333333333,0.01796666666666667
2001-10-09,0.0683,0.0341,0.0683,0.0341
2001-10-10,0.0241,0.0122,0.0241,0.0122
2001-10-11,,,0.04464666666666666,0.023653333333333332
2001-10-12,,,0.0491,0.028
2001-10-13,,,0.032633333333333334,0.015966666666666667
2001-10-14,,,0.03875,0.0196
2001-10-15,0.0491,0.028,0.0491,0.028
2001-10-16,0.0247,0.0077,0.0247,0.0077
2001-10-17,0.0439,0.0196,0.0439,0.0196
2001-10-18,,,0.03875,0.020900000000000002
2001-10-19,0.0336,0.0222,0.0336,0.0222
2001-10-20,,,0.04427333333333333,0.022926666666666665
2001-10-21,,,0.14313253968253972,0.1118531746031746
2001-10-22,,,0.0465,0.0251
2001-10-23,,,0.21176984126984127,0.17172658730158732
2001-10-24,,,0.0439,0.0222
2001-10-25,,,0.23701666666666668,0.19513333333333335
2001-10-26,,,0.33615,0.28225
2001-10-27,,,0.2808327777777778,0.23292722222222223
2001-10-28,,,0.33615,0.28225
2001-10-29,,,0.4039555555555556,0.3398944444444445
2001-10-30,,,0.33615,0.28225
2001-10-31,,,0.4039555555555556,0.3398944444444445
2001-11-01,0.6387,0.5423,0.6387,0.5423
2001-11-02,,,,
2001-11-03,,,,
2001-11-04,,,,
2001-11-05,,,,
2001-11-06,,,,
2001-11-07,,,,
2001-11-08,,,,
2001-11-09,,,,
2001-11-10,,,,
2001-11-11,,,,
2001-11-12,,,,
2001-11-13,,,,
2001-11-14,,,,
2001-11-15,,,,
2001-11-16,,,,
2001-11-17,,,,
2001-11-18,,,,
2001-11-19,,,,
2001-11-20,,,,
2001-11-21,,,,
2001-11-22,,,,
2001-11-23,,,,
2001-11-24,,,,
2001-11-25,,,,
2001-11-26,,,,
2001-11-27,,,,
2001-11-28,,,,
2001-11-29,,,,
2001-11-30,,,,
2001-12-01,,,,
2001-12-02,,,,
2001-12-03,,,,
2001-12-04,,,,
2001-12-05,,,,
2001-12-06,,,,
2001-12-07,,,,
2001-12-08,,,,
2001-12-09,,,,
2001-12-10,,,,
2001-12-11,,,,
2001-12-12,,,,
