system:time_start,MO,OW,FO
2001,124,163,
2002,121,157,268.0
2003,101,138,290.0
2004,113,156,264.0
2006,122,,266.0
2007,123,153,261.0
2008,126,155,261.0
2009,130,,266.0
2010,101,,294.0
2011,117,151,272.0
2012,118,157,294.0
2013,114,129,239.0
2014,140,158,280.0
2015,140,175,284.0
2016,106,,286.0
2017,125,161,280.0
2018,132,159,288.0
2019,,146,273.0
2020,105,156,292.0
2021,110,,241.0
