system:time_start,B1,B2
2000-02-29,0.84,0.7763
2000-03-03,0.8359,0.7714
2000-03-04,0.8892,0.8067
2000-03-09,0.8581,0.8016
2000-03-18,0.8462,0.7758
2000-03-23,0.8872,0.822
2000-03-25,0.8811,0.8099
2000-03-27,0.8501,0.77
2000-04-01,0.8894,0.8287
2000-04-03,0.9059,0.8423
2000-04-04,0.9012,0.834
2000-04-08,0.8841,0.8064
2000-04-10,0.903,0.8316
2000-04-14,0.9287,0.8601
2000-04-15,0.9076,0.8396
2000-04-18,0.9141,0.8427
2000-04-19,0.9227,0.8446
2000-04-20,0.9013,0.8248
2000-04-21,0.9141,0.8307
2000-04-29,0.9185,0.8508
2000-05-05,0.88,0.7963
2000-05-08,0.8904,0.7973
2000-05-11,0.8753,0.7546
2000-05-19,0.9292,0.847
2000-05-24,0.9585,0.8884
2000-05-26,0.9328,0.847
2000-05-27,0.8573,0.7904
2000-05-28,0.9181,0.8293
2000-05-31,0.9331,0.8427
2000-06-02,0.9263,0.8315
2000-06-04,0.8395,0.7184
2000-06-06,0.9146,0.7899
2000-06-07,0.8972,0.7464
2000-06-10,0.7674,0.6051
2000-06-11,0.6685,0.5086
2000-06-12,0.563,0.4101
2000-06-13,0.4533,0.3204
2000-06-14,0.3999,0.2009
2000-06-15,0.3325,0.17
2000-06-16,0.3728,0.2202
2000-06-17,0.3754,0.2374
2000-06-18,0.2904,0.1942
2000-06-19,0.1811,0.1017
2000-06-20,0.4043,0.3051
2000-06-21,0.2769,0.1638
2000-06-25,0.301,0.1901
2000-06-26,0.5052,0.4629
2000-06-29,0.3804,0.2916
2000-07-01,0.3147,0.2238
2000-07-02,0.2268,0.1644
2000-07-03,0.2558,0.1818
2000-07-05,0.2374,0.1738
2000-07-06,0.2179,0.1547
2000-07-07,-0.01,0.0298
2000-07-09,0.1677,0.1232
2000-07-10,0.0722,0.0377
2000-07-12,0.0154,0.0062
2000-07-13,0.0204,0.0058
2000-07-14,0.0233,0.0046
2000-07-15,0.0266,0.0156
2000-07-16,0.1909,0.1356
2000-07-17,0.2186,0.1691
2000-07-18,0.2059,0.1506
2000-07-19,0.272,0.1957
2000-07-20,0.2583,0.1952
2000-07-21,0.3631,0.2815
2000-07-24,0.2144,0.1644
2000-07-25,0.0029,-0.0029
2000-07-26,0.0023,-0.0031
2000-07-27,0.2531,0.1852
2000-07-28,0.2802,0.2099
2000-07-29,0.2805,0.1947
2000-07-30,0.3143,0.2426
2000-07-31,0.3789,0.274
2000-08-01,0.1773,0.1264
2000-08-03,-0.0049,-0.008
2000-08-05,0.1083,0.0731
2000-08-19,0.2345,0.2149
2000-08-27,0.0025,-0.0011
2000-08-31,0.0085,0.0024
2000-09-01,0.0011,-0.0007
2000-09-03,0.0046,0.0
2000-09-07,0.0001,0.0005
2000-09-16,0.0116,0.0082
2000-09-17,0.0048,-0.0002
2000-09-29,0.1442,0.1322
2000-09-30,0.0198,0.004
2000-10-14,0.1036,0.0642
2000-10-17,0.5916,0.5567
2000-10-23,0.5868,0.5226
2000-11-05,0.2791,0.3199
2001-02-11,0.8657,0.7472
2001-02-12,0.8046,0.7296
2001-02-17,0.6733,0.5847
2001-02-22,0.7509,0.6833
2001-03-03,0.341,0.2649
2001-03-08,0.7608,0.6983
2001-03-10,0.8712,0.8049
2001-03-12,0.879,0.8075
2001-03-16,0.8984,0.8324
2001-03-17,0.7688,0.7044
2001-03-21,0.6176,0.5474
2001-03-24,0.9103,0.8542
2001-03-30,0.8933,0.8384
2001-03-31,0.939,0.8939
2001-04-02,0.8925,0.8246
2001-04-09,0.9129,0.8388
2001-04-10,0.921,0.8515
2001-04-11,0.8945,0.831
2001-04-13,0.913,0.8377
2001-04-14,0.9455,0.8811
2001-04-21,0.787,0.6891
2001-04-23,0.9449,0.8907
2001-04-26,0.9323,0.86
2001-04-27,0.9035,0.8434
2001-04-28,0.9345,0.8537
2001-05-09,0.8435,0.7434
2001-05-22,0.2732,0.1901
2001-05-24,0.8433,0.7809
2001-05-25,1.058,0.9679
2001-05-30,0.9571,0.8583
2001-05-31,0.9334,0.8416
2001-06-01,0.742,0.6676
2001-06-06,0.8604,0.7247
2001-06-09,0.7615,0.6298
2001-06-11,0.7404,0.6239
2001-06-12,0.6932,0.5734
2001-06-13,0.5829,0.3571
2001-07-04,0.3247,0.2442
2001-07-05,0.3614,0.2827
2001-07-06,0.209,0.1691
2001-07-08,0.2369,0.1837
2001-07-09,0.2284,0.1813
2001-07-10,0.1755,0.1337
2001-07-14,0.199,0.1366
2001-07-15,0.2114,0.1617
2001-07-16,0.0067,-0.0035
2001-07-17,0.18,0.1395
2001-07-19,0.007,0.0003
2001-07-21,0.0635,0.0354
2001-07-23,0.2623,0.1761
2001-07-24,0.2812,0.2097
2001-07-25,0.4259,0.3225
2001-07-27,0.1977,0.1473
2001-07-28,0.2876,0.2082
2001-07-29,0.2004,0.1517
2001-07-30,-0.01,-0.0044
2001-08-04,-0.0002,-0.0033
2001-08-05,0.005,-0.0001
2001-08-11,-0.01,-0.01
2001-08-16,0.0049,-0.0046
2001-08-20,0.0049,-0.0012
2001-08-23,0.0015,-0.0001
2001-08-24,-0.0008,-0.0026
2001-08-29,0.0023,0.0028
2001-08-30,0.0012,-0.0009
2001-08-31,0.0015,-0.0016
2001-09-01,0.0008,-0.0011
2001-09-02,0.0011,-0.0015
2001-09-08,0.0044,-0.0013
2001-09-11,0.0057,-0.001
2001-09-12,-0.0042,-0.0061
2001-09-19,0.0143,0.0074
2001-09-25,0.0042,0.0001
2001-09-26,0.0041,0.0005
2001-10-03,0.0226,0.016
2001-10-28,0.686,0.6595
2001-10-29,0.7173,0.6938
2001-10-30,0.5104,0.4524
2001-11-01,0.5088,0.4362
2001-11-02,0.8068,0.7078
2002-02-04,0.6752,0.9648
2002-02-10,0.8755,0.749
2002-02-14,0.8312,0.7638
2002-02-16,0.8462,0.7699
2002-02-17,0.6793,0.5705
2002-02-23,0.7961,0.7347
2002-02-28,0.6446,0.5464
2002-03-01,0.8184,0.7485
2002-03-06,0.6468,0.5556
2002-03-10,0.7213,0.6533
2002-04-03,0.7652,0.6898
2002-04-04,0.8831,0.8245
2002-04-05,0.8286,0.7605
2002-04-10,0.9165,0.8395
2002-04-16,0.9154,0.8436
2002-04-17,0.9197,0.8427
2002-04-18,0.8953,0.8212
2002-04-20,0.932,0.8538
2002-04-21,0.9228,0.8406
2002-04-22,0.9328,0.8545
2002-04-23,0.9352,0.8589
2002-04-25,0.9352,0.8615
2002-04-26,0.938,0.8701
2002-05-02,0.9182,0.8452
2002-05-04,0.9449,0.8645
2002-05-11,0.9483,0.8638
2002-05-12,0.9386,0.8497
2002-05-14,0.9295,0.8328
2002-05-22,0.9609,0.8794
2002-05-31,0.4707,0.3225
2002-06-03,0.9258,0.8418
2002-06-04,0.9323,0.8027
2002-06-05,0.8032,0.7096
2002-06-08,0.7689,0.6325
2002-06-09,0.7406,0.5791
2002-06-10,0.683,0.5669
2002-06-11,0.5131,0.3295
2002-06-19,0.29,0.1622
2002-06-22,0.2821,0.1757
2002-06-23,0.2177,0.1003
2002-06-24,0.2367,0.1296
2002-06-25,0.1934,0.087
2002-06-26,0.218,0.1161
2002-06-29,0.1748,0.0972
2002-07-01,0.1925,0.1224
2002-07-02,0.1476,0.0861
2002-07-03,0.1671,0.1002
2002-07-04,0.1635,0.106
2002-07-07,0.1531,0.1008
2002-07-08,0.171,0.1124
2002-07-10,0.1097,0.0859
2002-07-11,0.2608,0.2211
2002-07-12,0.034,0.0184
2002-07-15,0.0675,0.0384
2002-07-17,0.0369,0.0208
2002-07-18,0.0405,0.0418
2002-07-20,0.2325,0.1721
2002-07-22,0.0247,0.0185
2002-07-23,0.0539,0.0314
2002-07-26,0.0235,0.0164
2002-07-28,-0.0009,-0.0017
2002-08-01,0.0284,0.017
2002-08-02,0.0026,-0.0007
2002-08-03,0.0442,0.0236
2002-08-06,0.0028,0.0007
2002-08-07,0.0023,-0.0001
2002-08-13,0.0007,-0.0029
2002-08-14,-0.0059,-0.0098
2002-08-18,0.0026,0.0
2002-08-21,0.002,-0.0012
2002-08-22,0.0033,0.0006
2002-08-24,-0.0016,0.0016
2002-08-25,0.0044,-0.0001
2002-08-26,0.0037,0.0
2002-08-28,0.0038,-0.0004
2002-09-12,-0.0024,-0.0023
2002-09-13,0.0581,0.0619
2002-09-17,-0.0012,-0.0061
2002-09-18,0.0026,0.0004
2002-10-03,0.0529,0.0299
2002-10-16,0.1226,0.0766
2002-10-21,0.0283,0.0122
2002-10-23,0.4116,0.3542
2002-10-31,0.3366,0.1643
2002-11-02,0.1153,0.0999
2003-02-08,0.6935,0.5329
2003-02-10,1.1879,1.0645
2003-02-11,0.6204,0.4474
2003-02-15,0.8217,0.7309
2003-02-18,0.8763,0.8111
2003-02-22,0.8405,0.7626
2003-03-21,0.8781,0.8073
2003-03-24,0.9392,0.8944
2003-03-25,0.869,0.8063
2003-03-27,0.914,0.8673
