system:time_start,B1,B2,B1_interpolate,B2_interpolate,B1_interpolate_phenology,B2_interpolate_phenology
2014-02-03,0.4755,0.5444,0.4755,0.5444,,
2014-02-04,,,0.49795,0.5875,,
2014-02-05,0.5204,0.6306,0.5204,0.6306,,
2014-02-06,,,0.6704833333333333,0.6916000000000001,,
2014-02-07,,,0.75675,0.74365,,
2014-02-08,0.9931,0.8567,0.9931,0.8567,,
2014-02-09,,,0.8199,0.74365,,
2014-02-10,,,0.9065,0.7988,,
2014-02-11,,,0.9065,0.7988,,
2014-02-12,0.8199,0.7409,0.8199,0.7409,,
2014-02-13,,,0.88354,0.7988,,
2014-02-14,,,0.8793799999999999,0.7889899999999999,,
2014-02-15,,,0.8613,0.78245,,
2014-02-16,,,0.88354,0.80915,,
2014-02-17,,,0.9027,0.824,,
2014-02-18,0.9027,0.824,0.9027,0.824,,
2014-02-19,,,0.9169,0.8492,,
2014-02-20,,,0.9169,0.8492,,
2014-02-21,,,0.9027,0.824,,
2014-02-22,0.9311,0.8744,0.9311,0.8744,,
2014-02-23,,,0.8042,0.7363,,
2014-02-24,0.6773,0.5982,0.6773,0.5982,,
2014-02-25,,,0.7936,0.7195,,
2014-02-26,,,0.7583666666666667,0.6846666666666666,,
2014-02-27,,,0.7936,0.7195,,
2014-02-28,,,0.7889380952380953,0.7205047619047619,,
2014-03-01,0.7936,0.7195,0.7936,0.7195,,
2014-03-02,0.875,0.8152,0.875,0.8152,,
2014-03-03,,,0.8344,0.7817,,
2014-03-04,,,0.7902999999999999,0.7247666666666666,,
2014-03-05,0.8344,0.7817,0.8344,0.7817,,
2014-03-06,,,0.6615,0.5773999999999999,,
2014-03-07,0.4886,0.3731,0.4886,0.3731,,
2014-03-08,,,0.7148857142857142,0.6341523809523809,,
2014-03-09,,,0.6615,0.5773999999999999,,
2014-03-10,,,0.6855,0.5926,,
2014-03-11,,,0.7936,0.7231261904761905,,
2014-03-12,0.8824,0.8121,0.8824,0.8121,,
2014-03-13,,,0.7936,0.7231261904761905,,
2014-03-14,,,0.8017266755004255,0.7326141825160791,,
2014-03-15,,,0.8115804563492064,0.7388339285714287,,
2014-03-16,,,0.8072694908196961,0.7390724683240039,,
2014-03-17,,,0.8115804563492064,0.7396541666666667,,
2014-03-18,,,0.784313664021164,0.7128624603174603,,
2014-03-19,,,0.8115804563492064,0.7396541666666667,,
2014-03-20,,,0.773484996947497,0.6996951465201465,,
2014-03-21,,,0.8115804563492064,0.7388339285714287,,
2014-03-22,,,0.7664186327561328,0.6899609307359307,,
2014-03-23,,,0.7986428571428571,0.7231261904761905,,
2014-03-24,,,0.8245180555555556,0.7545416666666668,,
2014-03-25,,,0.8988499999999999,0.8369,,
2014-03-26,,,0.9035583333333332,0.84655,,
2014-03-27,,,0.91065,0.8617,,
2014-03-28,,,0.8923045436507936,0.83721208994709,,
2014-03-29,,,0.91065,0.863775,,
2014-03-30,,,0.8962811172161173,0.843434236874237,,
2014-03-31,,,0.91065,0.863775,,
2014-04-01,,,0.90543882010582,0.8523844867724868,,
2014-04-02,,,0.91065,0.8523844867724868,,
2014-04-03,,,0.8863804162732108,0.8293906457616458,,
2014-04-04,,,0.91065,0.8523844867724868,,
2014-04-05,,,0.8913082066078876,0.8349922627934008,,
2014-04-06,,,0.91065,0.86055,,
2014-04-07,,,0.899688708218346,0.845337114062821,,
2014-04-08,0.9153,0.8617,0.9153,0.8617,,
2014-04-09,,,0.912975,0.86585,,
2014-04-10,,,0.91065,0.87,,
2014-04-11,,,0.91065,0.87,,
2014-04-12,,,0.9153,0.87,,
2014-04-13,,,0.924160277777778,0.8740772222222223,,
2014-04-14,0.906,0.8783,0.906,0.8783,,
2014-04-15,0.9204,0.8519,0.9204,0.8519,,
2014-04-16,0.9991,0.9447,0.9991,0.9447,,
2014-04-17,,,0.9308277777777776,0.8764222222222222,,
2014-04-18,,,0.9204,0.8519,,
2014-04-19,,,0.9375666666666668,0.8831333333333333,,
2014-04-20,,,0.9164,0.86055,,
2014-04-21,0.9015,0.8486,0.9015,0.8486,,
2014-04-22,0.9121,0.8561,0.9121,0.8561,,
2014-04-23,0.9164,0.8788,0.9164,0.8788,,
2014-04-24,,,0.9117,0.86055,,
2014-04-25,0.907,0.8423,0.907,0.8423,,
2014-04-26,,,0.9117,0.8564,,
2014-04-27,,,0.9193,0.84935,,
2014-04-28,0.9316,0.8564,0.9316,0.8564,,
2014-04-29,,,0.9195880952380951,0.8559595238095239,,
2014-04-30,,,0.9213,0.8564,,
2014-05-01,,,0.9249166666666668,0.8620666666666666,,
2014-05-02,,,0.9224,0.8564,,
2014-05-03,0.9213,0.8688,0.9213,0.8688,,
2014-05-04,,,0.92185,0.861,,
2014-05-05,0.9224,0.8532,0.9224,0.8532,,
2014-05-06,0.9275,0.8492,0.9275,0.8492,,
2014-05-07,0.9187,0.8515,0.9187,0.8515,,
2014-05-08,0.9025,0.8358,0.9025,0.8358,,
2014-05-09,0.8785,0.7967,0.8785,0.7967,,
2014-05-10,,,0.8785,0.7967,,
2014-05-11,,,0.8291,0.7558499999999999,,
2014-05-12,,,0.8785,0.7967,,
2014-05-13,0.7797,0.715,0.7797,0.715,,
2014-05-14,0.9225,0.8601,0.9225,0.8601,,
2014-05-15,,,0.93685,0.86775,,
2014-05-16,0.9512,0.8754,0.9512,0.8754,,
2014-05-17,,,0.8872982142857143,0.8023428571428571,,
2014-05-18,,,0.8786952380952381,0.7967,,
2014-05-19,,,0.8876162337662339,0.7984558441558441,,
2014-05-20,,,0.9204166666666668,0.8304833333333334,,
2014-05-21,,,0.9204166666666668,0.8304833333333334,,
2014-05-22,,,0.8732,0.7483,,
2014-05-23,,,0.8786952380952381,0.754647619047619,,
2014-05-24,,,0.8732,0.7483,,
2014-05-25,,,0.8510435064935066,0.7232058441558442,,
2014-05-26,,,0.8659,0.7295499999999999,,
2014-05-27,0.8732,0.7483,0.8732,0.7483,,
2014-05-28,,,0.84915,0.70585,,
2014-05-29,0.8251,0.6634,0.8251,0.6634,,
2014-05-30,,,0.8586,0.7108,,
2014-05-31,0.8921,0.7582,0.8921,0.7582,,
2014-06-01,,,0.8251,0.6634,,
2014-06-02,,,0.6455,0.5414,,
2014-06-03,,,0.6744,0.60335,,
2014-06-04,0.3989,0.3246,0.3989,0.3246,,
2014-06-05,,,0.6744,0.60335,,
2014-06-06,,,0.7366333333333334,0.6754000000000001,,
2014-06-07,0.9499,0.8821,0.9499,0.8821,,
2014-06-08,0.8611,0.8195,0.8611,0.8195,,
2014-06-09,,,0.8891,0.81325,,MO
2014-06-10,0.9171,0.807,0.9171,0.807,MO,
2014-06-11,,,0.89,0.7676499999999999,,
