system:time_start,B1,B2
2000-08-03,0.0213,0.0133
2000-08-19,-0.0018,-0.0041
2000-08-22,0.0032,0.0018
2000-08-26,0.0059,-0.002
2000-08-27,0.0041,0.0006
2000-08-31,0.0064,0.0016
2000-09-01,0.0026,0.0164
2000-09-02,0.0248,0.0318
2000-09-03,0.0058,0.0014
2000-09-07,0.0037,0.0015
2000-09-17,0.0023,-0.0024
2000-09-28,0.0252,0.0173
2000-09-30,0.0166,0.0043
2000-10-10,0.0508,0.0263
2000-10-12,0.1367,0.1094
2000-10-14,0.1633,0.1311
2000-10-17,0.1539,0.1081
2000-10-19,0.4607,0.4206
2000-10-22,0.1254,0.0767
2000-10-23,0.3102,0.2522
2000-10-31,0.4801,0.3329
2000-11-03,0.5231,0.3697
2001-02-07,0.8412,0.7165
2001-02-09,0.4741,0.3666
2001-02-12,0.8347,0.7543
2001-02-13,0.8313,0.7357
2001-02-17,0.8388,0.7859
2001-02-22,0.7711,0.6984
2001-03-02,0.8578,0.7973
2001-03-03,0.8829,0.8506
2001-03-10,0.9281,0.877
2001-03-13,0.8747,0.8104
2001-03-14,0.8726,0.8069
2001-03-24,0.9095,0.8351
2001-03-27,0.6036,0.522
2001-03-29,0.9188,0.8462
2001-03-31,0.8844,0.8155
2001-04-02,0.905,0.8318
2001-04-13,0.9186,0.8405
2001-04-14,0.9465,0.877
2001-04-18,0.7656,0.6799
2001-04-19,0.7536,0.6846
2001-04-22,0.8185,0.7479
2001-04-23,0.9299,0.8593
2001-04-26,0.931,0.8643
2001-04-27,0.9233,0.8494
2001-05-01,0.9661,0.9002
2001-05-04,0.8225,0.7569
2001-05-07,0.9262,0.8463
2001-05-09,0.9406,0.8547
2001-05-10,0.876,0.7979
2001-05-20,0.4094,0.3216
2001-05-24,0.8369,0.7719
2001-05-27,0.457,0.3492
2001-05-30,0.9553,0.8574
2001-05-31,0.9406,0.846
2001-06-01,0.6887,0.6407
2001-06-06,0.7958,0.5697
2001-06-09,0.6848,0.529
2001-06-12,0.6639,0.529
2001-06-14,0.1469,0.0465
2001-07-04,0.225,0.1041
2001-07-05,0.2246,0.1357
2001-07-06,0.1797,0.139
2001-07-07,0.5234,0.4714
2001-07-08,0.595,0.5474
2001-07-09,0.5391,0.4413
2001-07-10,0.4845,0.3899
2001-07-11,0.3807,0.3122
2001-07-14,0.361,0.2432
2001-07-15,0.3919,0.2895
2001-07-16,0.3951,0.2954
2001-07-17,0.5262,0.4502
2001-07-18,0.3974,0.2848
2001-07-19,0.388,0.2863
2001-07-22,0.2931,0.1941
2001-07-23,0.2035,0.1348
2001-07-24,0.1837,0.1386
2001-07-25,0.2327,0.1683
2001-07-26,0.2102,0.1508
2001-07-27,0.2648,0.1903
2001-07-28,0.3039,0.2429
2001-07-30,0.0367,0.0261
2001-08-01,0.6731,0.6588
2001-08-04,0.0011,-0.0008
2001-08-05,0.0034,-0.0002
2001-08-07,0.0849,0.0798
2001-08-09,0.0025,0.0
2001-08-11,0.0027,-0.0008
2001-08-18,0.0274,0.0206
2001-08-20,0.0253,0.0114
2001-08-23,0.0026,0.0002
2001-08-24,0.003,0.0001
2001-08-27,-0.0005,-0.0036
2001-08-29,-0.0012,-0.001
2001-08-30,0.0006,-0.0008
2001-08-31,0.0027,-0.0047
2001-09-01,-0.001,0.0042
2001-09-02,0.0032,-0.0002
2001-09-05,0.004,-0.0012
2001-09-11,0.6234,0.6204
2001-09-12,0.0035,-0.0004
2001-09-13,0.0022,0.0001
2001-09-19,0.0054,-0.0015
2001-09-24,0.0059,0.0009
2001-09-25,0.0109,-0.0004
2001-09-26,0.0049,0.0024
2001-10-03,0.0147,0.0063
2001-10-08,0.0344,0.019
2001-10-24,0.3611,0.2946
2001-10-28,0.7125,0.6736
2001-10-29,0.6658,0.6498
2001-10-30,0.4108,0.3412
2001-10-31,0.3549,0.2515
2001-11-02,0.8603,0.7879
2002-02-07,0.8568,0.7489
2002-02-09,0.8403,0.7042
2002-02-17,0.6722,0.564
2002-02-18,0.6016,0.4722
2002-02-23,0.7983,0.7433
2002-02-25,0.5248,0.4352
2002-02-26,0.5734,0.4667
2002-03-01,0.8264,0.7628
2002-03-04,0.7473,0.6761
2002-03-13,0.8727,0.7994
2002-03-17,0.572,0.4853
2002-04-03,1.0028,0.9258
2002-04-04,0.8608,0.7993
2002-04-05,0.8836,0.8244
2002-04-16,0.8919,0.8195
2002-04-18,0.8865,0.8164
2002-04-20,0.9345,0.8571
2002-04-21,0.9208,0.838
2002-04-22,0.9362,0.8533
2002-04-23,0.9272,0.8411
2002-04-25,0.9412,0.8648
2002-04-29,0.899,0.8369
2002-05-01,0.9399,0.8629
2002-05-02,0.9106,0.841
2002-05-04,0.924,0.8511
2002-05-07,0.9302,0.8573
2002-05-12,0.9377,0.8529
2002-05-14,0.9453,0.8556
2002-05-16,0.7387,0.6143
2002-05-22,0.9331,0.8523
2002-05-23,0.6337,0.4953
2002-05-26,0.4852,0.2871
2002-05-30,0.5882,0.4289
2002-06-04,0.9365,0.8181
2002-06-05,0.7915,0.6846
2002-06-06,0.3435,0.2447
2002-06-07,0.8091,0.6355
2002-06-08,0.7329,0.5999
2002-06-09,0.781,0.6548
2002-06-10,0.6939,0.5852
2002-06-11,0.7311,0.518
2002-06-14,0.1804,0.0724
2002-06-22,0.1715,0.0609
2002-06-23,0.1842,0.0648
2002-06-24,0.1951,0.0687
2002-06-25,0.195,0.0859
2002-06-26,0.155,0.0305
2002-06-28,0.0409,0.0087
2002-06-29,0.1937,0.0998
2002-07-01,0.1002,-0.0039
2002-07-02,0.09,-0.0049
2002-07-03,0.2336,0.1195
2002-07-06,0.1796,0.1098
2002-07-08,0.348,0.2434
2002-07-11,0.561,0.5252
2002-07-13,0.602,0.5713
2002-07-14,0.5463,0.4452
2002-07-15,0.5096,0.4107
2002-07-16,0.4779,0.4265
2002-07-17,0.4237,0.3307
2002-07-18,0.4468,0.3336
2002-07-20,0.1112,0.0728
2002-07-21,0.3662,0.2564
2002-07-22,0.3389,0.281
2002-07-23,0.229,0.1501
2002-07-26,0.0123,0.0078
2002-07-27,0.0439,0.027
2002-07-28,0.0024,-0.0001
2002-07-29,0.0658,0.0589
2002-07-30,-0.0042,-0.0067
2002-08-01,0.0328,0.02
2002-08-02,0.0368,0.0222
2002-08-03,0.0369,0.0219
2002-08-06,0.0021,0.0084
2002-08-07,0.0021,0.0002
2002-08-08,0.0748,0.0307
2002-08-13,-0.002,-0.0014
2002-08-14,0.0009,0.0002
2002-08-18,0.0011,-0.0004
2002-08-21,0.0036,0.0016
2002-08-23,0.0761,0.0733
2002-08-24,-0.0062,-0.006
2002-08-25,0.0033,-0.0012
2002-08-26,0.0048,-0.0008
2002-08-27,0.0015,-0.0004
2002-08-28,0.0048,-0.0005
2002-09-12,0.0033,0.0005
2002-09-13,0.0032,-0.002
2002-09-17,0.0051,-0.003
2002-09-18,-0.0017,-0.0017
2002-09-30,0.0256,0.0113
2002-10-07,0.1831,0.1806
2002-10-12,0.169,0.1478
2002-10-16,0.3046,0.2113
2002-10-21,0.0441,0.0214
2002-10-22,0.4205,0.3334
2002-10-23,0.3724,0.3217
2002-10-25,0.6312,0.5783
2002-10-26,0.6339,0.5863
2002-10-27,0.7007,0.6415
2002-10-29,0.4512,0.3208
2002-10-30,0.8251,0.7535
2002-11-02,0.7054,0.6405
2002-11-04,0.708,0.7053
2003-02-08,0.7013,0.5344
2003-02-15,0.8194,0.7207
2003-02-16,0.831,0.778
2003-02-18,0.8533,0.7937
2003-02-23,0.4165,0.281
2003-02-24,0.8159,0.7632
2003-03-22,0.7544,0.6928
2003-03-24,0.334,0.2513
2003-03-25,0.8764,0.8111
2003-03-29,0.9084,0.8564
2003-04-03,0.8949,0.8418
2003-04-05,0.9332,0.8647
2003-04-06,0.908,0.8363
2003-04-08,0.9013,0.8441
2003-04-11,0.6987,0.629
2003-04-19,0.9079,0.8427
2003-04-26,0.9534,0.8966
2003-04-27,0.9412,0.8677
2003-04-28,0.9472,0.8885
2003-04-29,0.9411,0.8675
2003-05-06,0.9403,0.8597
2003-05-07,0.9209,0.8594
2003-05-11,0.9448,0.8648
2003-05-12,0.9319,0.8546
2003-05-13,0.9045,0.8394
2003-05-15,0.8261,0.7234
2003-05-17,0.9205,0.8272
2003-05-18,0.9061,0.8084
2003-05-19,0.5146,0.3589
2003-05-20,0.921,0.8285
2003-05-21,0.9229,0.833
2003-05-22,0.8117,0.7695
2003-05-23,0.8993,0.8074
2003-05-24,0.9345,0.845
2003-05-29,0.9148,0.8293
2003-05-30,0.915,0.7797
2003-06-02,0.6919,0.5806
2003-06-09,0.4576,0.3451
2003-06-10,0.7432,0.6722
2003-06-16,0.6415,0.2906
2003-06-19,0.4893,0.2271
2003-06-20,0.3687,0.1769
2003-06-21,0.2853,0.1087
2003-06-24,0.2682,0.2051
2003-06-25,0.2342,0.0885
2003-06-27,0.2023,0.1449
2003-06-29,0.2228,0.0995
2003-06-30,0.1707,0.0672
2003-07-02,0.2338,0.1141
2003-07-03,0.2125,0.1115
2003-07-04,0.216,0.0967
2003-07-06,0.1886,0.0751
2003-07-07,0.3682,0.2775
2003-07-08,0.153,0.0844
2003-07-09,0.4889,0.4023
2003-07-10,0.4426,0.3382
2003-07-12,0.4894,0.3952
2003-07-13,0.4941,0.4157
2003-07-14,0.5422,0.4718
2003-07-15,0.5609,0.4676
2003-07-19,0.4079,0.3752
2003-07-21,0.2971,0.1965
2003-07-22,0.3355,0.2762
2003-07-23,0.371,0.3255
2003-07-27,0.1719,0.1197
2003-07-29,0.0267,0.0159
2003-08-06,0.0588,0.0512
2003-08-17,0.0195,0.0164
2003-08-21,0.0011,-0.0019
2003-08-22,0.002,0.0001
2003-08-23,0.0036,0.0011
2003-08-25,0.0022,0.0004
2003-08-26,0.0047,-0.0016
2003-08-27,0.0032,0.0001
2003-08-28,0.0034,0.0039
2003-08-31,-0.0019,-0.0014
2003-09-02,0.0034,-0.0006
2003-09-05,-0.0011,-0.0012
2003-09-11,0.002,-0.0045
2003-09-12,0.0059,-0.0005
2003-09-14,-0.0015,-0.0035
2003-09-18,-0.0003,-0.0029
2003-09-20,0.0055,0.002
2003-09-23,0.0873,0.0698
2003-09-24,0.006,0.0007
2003-10-04,0.0352,0.0209
2003-10-07,0.0173,0.0086
2003-10-16,0.2472,0.2385
2003-10-25,0.0354,0.0254
2003-11-02,0.4019,0.291
2003-11-05,0.6282,0.5881
2004-02-06,0.8257,0.706
2004-02-08,0.8335,0.7092
2004-02-13,0.3781,0.2352
2004-02-14,0.7885,0.7278
2004-02-15,0.7626,0.6863
2004-02-16,0.6071,0.5365
2004-02-24,0.7912,0.7379
2004-03-06,0.8255,0.7808
2004-03-18,0.8473,0.7861
2004-03-30,0.6845,0.6318
2004-04-05,0.8737,0.8181
2004-04-07,0.9143,0.8572
2004-04-08,0.8897,0.8254
2004-04-09,0.9068,0.8427
2004-04-10,0.9191,0.8604
2004-04-16,0.8576,0.8013
2004-04-17,0.9015,0.8467
2004-04-21,0.8299,0.7611
2004-04-23,0.9217,0.8672
2004-04-25,0.9337,0.8814
2004-04-26,0.9816,0.919
2004-05-02,0.9147,0.8533
2004-05-04,0.9273,0.8533
2004-05-06,0.9744,0.9065
2004-05-07,0.9505,0.8851
2004-05-22,0.9328,0.8548
2004-05-23,0.9124,0.834
2004-05-24,0.6301,0.4471
2004-05-27,0.7307,0.6604
2004-06-06,0.853,0.7208
2004-06-07,0.8609,0.7119
2004-06-08,0.7681,0.6667
2004-06-12,0.6621,0.4223
2004-06-13,0.5352,0.2637
2004-06-15,0.3498,0.2157
2004-06-17,0.3611,0.1502
2004-06-18,0.1621,0.0631
2004-06-19,0.407,0.3153
2004-06-21,0.4526,0.3939
2004-06-23,0.1874,0.0628
2004-06-24,0.2178,0.0759
2004-06-25,0.1374,0.0577
2004-06-26,0.3118,0.1876
2004-06-28,0.1444,0.0499
2004-06-30,0.1619,0.0924
2004-07-04,0.1179,0.0687
2004-07-06,0.2666,0.1882
2004-07-07,0.2406,0.1825
2004-07-11,0.4118,0.3531
2004-07-12,0.2683,0.2111
2004-07-15,0.5616,0.477
2004-07-16,0.5888,0.5399
2004-07-18,0.4717,0.3621
2004-07-21,0.5315,0.4686
2004-07-23,0.5281,0.459
2004-07-24,0.4826,0.3696
2004-07-26,0.463,0.3469
2004-07-28,0.3697,0.242
2004-07-31,0.005,-0.0019
2004-08-01,0.0634,0.0404
2004-08-02,0.1799,0.1508
2004-08-03,0.017,0.0097
2004-08-04,0.0347,0.023
2004-08-06,0.1598,0.1591
2004-08-10,0.0007,0.0005
2004-08-12,0.0017,-0.0019
2004-08-16,-0.01,-0.009
2004-08-23,0.0095,0.0
2004-08-26,0.0471,0.0331
2004-09-02,0.0086,0.0003
2004-09-03,0.0067,0.0004
2004-09-10,0.2372,0.238
2004-09-11,0.0122,0.005
2004-09-12,0.0074,0.0001
2004-09-17,-0.01,-0.01
2004-09-24,0.0151,0.0063
2004-09-28,0.0139,0.0024
2004-10-03,0.0147,0.0071
2004-10-04,0.0143,0.0087
2004-10-09,0.3144,0.3059
2004-10-17,0.2798,0.1862
2004-10-21,0.5884,0.4435
2004-10-27,0.5845,0.5068
2004-11-01,0.4332,0.3444
2004-11-02,0.4876,0.3965
2004-11-03,0.6065,0.4944
2004-11-04,0.175,0.0908
2004-11-05,0.426,0.5616
2005-02-06,0.8162,0.6925
2005-02-07,0.4853,0.3457
2005-02-09,0.8438,0.7759
2005-02-10,0.7878,0.7288
2005-02-11,0.8268,0.7611
2005-02-13,0.5596,0.4544
2005-02-14,0.8315,0.7186
2005-02-24,0.7789,0.7217
2005-03-02,0.438,0.3748
2005-03-05,0.8448,0.7857
2005-03-13,0.9149,0.8498
2005-03-18,0.915,0.8633
2005-03-19,0.8792,0.8219
2005-03-20,0.9763,0.9368
2005-03-22,0.8789,0.8239
2005-03-25,0.7712,0.7022
2005-04-06,0.9349,0.8757
2005-04-12,0.9203,0.861
2005-04-15,0.9133,0.8508
2005-04-17,0.9383,0.8805
2005-04-18,0.9315,0.8831
2005-04-19,0.9406,0.8741
2005-04-26,0.9357,0.8807
2005-04-27,0.9316,0.8607
2005-04-28,0.9148,0.8577
2005-04-29,0.9278,0.8562
2005-05-02,0.9316,0.8524
2005-05-05,0.7881,0.6995
2005-05-06,0.9202,0.8483
2005-05-08,0.9407,0.8769
2005-05-10,0.9405,0.8753
2005-05-12,0.9473,0.8742
2005-05-18,0.9551,0.8611
2005-05-19,0.8678,0.7722
2005-05-22,0.9306,0.8346
2005-05-24,0.9476,0.8618
2005-05-25,0.9423,0.85
2005-05-26,0.923,0.8137
2005-05-27,0.9054,0.7659
2005-05-28,0.5811,0.4549
2005-05-31,0.6689,0.5113
2005-06-01,0.7381,0.5541
2005-06-02,0.7202,0.5694
2005-06-04,0.3177,0.2211
2005-06-07,0.52,0.3768
2005-06-08,0.3993,0.2513
2005-06-10,0.3413,0.1668
2005-06-11,0.3044,0.1724
2005-06-12,0.2455,0.1445
2005-06-16,0.2977,0.1544
2005-06-17,0.2636,0.1432
2005-06-18,0.2212,0.0958
2005-06-19,0.2132,0.1046
2005-06-20,0.2636,0.1365
2005-06-21,0.2713,0.1619
2005-06-25,0.1435,0.076
2005-06-30,0.1799,0.0917
2005-07-04,0.537,0.458
2005-07-07,0.3488,0.2257
2005-07-08,0.347,0.2376
2005-07-10,0.4053,0.3468
2005-07-11,0.3077,0.1879
2005-07-12,0.3451,0.228
2005-07-13,0.3103,0.2008
2005-07-14,0.1809,0.1054
2005-07-17,0.2193,0.1382
2005-07-18,0.3163,0.2279
2005-07-23,0.3705,0.2718
2005-07-28,0.2045,0.1588
2005-07-29,0.245,0.1916
2005-08-01,0.1332,0.0982
2005-08-02,0.1884,0.1378
2005-08-03,0.1277,0.1003
2005-08-04,0.0889,0.0702
2005-08-09,0.0041,0.0013
2005-08-10,0.0616,0.0357
2005-08-11,0.0012,-0.0005
2005-08-14,0.0014,-0.0005
2005-08-15,-0.0002,-0.0006
2005-08-17,0.0867,0.0487
2005-08-19,-0.0006,0.0003
2005-08-24,0.0036,-0.0007
2005-08-26,0.003,-0.0011
2005-09-04,0.0033,0.0151
2005-09-06,0.0008,-0.0009
2005-09-09,0.0036,-0.0021
2005-09-10,0.0116,-0.0007
2005-09-12,0.0133,0.0075
2005-09-20,0.0057,-0.0001
2005-10-04,0.0976,0.0876
2005-10-06,0.015,0.0042
2005-10-11,0.1572,0.1312
2005-10-12,0.2425,0.2199
2005-10-21,0.3984,0.3478
2005-10-26,0.6499,0.5806
2005-10-30,0.2842,0.2106
2005-10-31,0.4139,0.2731
2005-11-01,0.5776,0.4247
2005-11-02,0.6002,0.4578
2005-11-03,0.3511,0.1904
2005-11-08,0.0561,0.0836
2006-02-04,0.5328,0.6857
2006-02-05,0.9189,0.7649
2006-02-07,0.6342,0.4765
2006-02-10,0.8644,0.7692
2006-02-12,0.8597,0.7665
2006-02-14,0.8789,0.7471
2006-02-23,0.5947,0.4829
2006-03-03,0.8665,0.8274
2006-03-04,0.9179,0.8736
2006-03-05,0.8896,0.8253
2006-03-07,0.9336,0.8983
2006-03-08,0.8612,0.7931
2006-03-13,0.7669,0.6994
2006-03-15,0.5909,0.5293
2006-03-19,0.9254,0.8685
2006-03-30,0.768,0.6984
2006-03-31,0.9797,0.9326
2006-04-01,0.8842,0.812
2006-04-02,0.922,0.8719
2006-04-03,0.9033,0.8292
2006-04-04,0.926,0.8652
2006-04-09,0.9297,0.8651
2006-04-10,0.9213,0.8465
2006-04-12,0.9352,0.8763
2006-04-19,0.9302,0.8654
2006-04-20,0.9145,0.8318
2006-04-21,0.9347,0.8727
2006-04-22,0.9402,0.8605
2006-04-23,0.9332,0.8646
2006-04-24,0.9301,0.8708
2006-04-28,0.7618,0.5925
2006-05-03,0.9376,0.8011
2006-05-09,0.8924,0.741
2006-05-10,0.9022,0.7576
2006-05-14,0.9127,0.7418
2006-05-15,0.8842,0.7406
2006-05-20,0.7394,0.6107
2006-05-23,0.8364,0.7202
2006-05-24,0.8361,0.6944
2006-05-25,0.8214,0.7447
2006-05-26,0.5756,0.4984
2006-05-30,0.6863,0.5518
2006-06-01,0.2388,0.1183
2006-06-02,0.3395,0.1591
2006-06-04,0.3159,0.1681
2006-06-08,0.3929,0.2627
2006-06-09,0.1082,0.0421
2006-06-10,0.4532,0.3638
2006-06-12,0.3897,0.3359
2006-06-13,0.3629,0.26
2006-06-14,0.313,0.2055
2006-06-20,0.3734,0.2698
2006-06-21,0.6017,0.548
2006-06-23,0.4591,0.3454
2006-06-26,0.325,0.2346
2006-06-27,0.348,0.2421
2006-06-28,0.3515,0.2445
2006-06-30,0.2255,0.1604
2006-07-01,0.2428,0.1898
2006-07-02,0.277,0.1715
2006-07-03,0.3331,0.2588
2006-07-04,0.2865,0.187
2006-07-05,0.1155,0.0929
2006-07-07,0.3158,0.2364
2006-07-09,0.1079,0.0814
2006-07-12,0.096,0.0838
2006-07-13,0.148,0.1182
2006-07-17,0.0325,0.0269
2006-07-20,0.0015,0.0
2006-07-22,0.0454,0.0416
2006-07-27,0.0297,0.0155
2006-07-29,-0.0007,-0.0017
2006-07-30,-0.0074,-0.01
2006-07-31,-0.0015,-0.0009
2006-08-01,0.0019,-0.0005
2006-08-02,0.0035,-0.0017
2006-08-04,0.0,-0.0011
2006-08-05,0.0018,-0.0019
2006-08-06,0.0743,0.0429
2006-08-07,0.0016,-0.0008
2006-08-08,-0.0024,-0.0013
2006-08-09,0.0501,0.0384
2006-08-13,-0.0013,-0.0013
2006-08-14,-0.01,-0.01
2006-08-15,0.005,0.007
2006-08-16,-0.0022,-0.0086
2006-08-18,0.0031,-0.0026
2006-08-19,0.0002,-0.0035
2006-08-20,0.0036,-0.0004
2006-08-21,-0.0016,0.0029
2006-08-22,0.1563,0.103
2006-08-23,0.0356,0.0328
2006-09-03,0.0031,-0.0005
2006-09-06,0.004,-0.0002
2006-09-07,0.0044,0.0
2006-09-08,0.0222,0.0303
2006-09-16,0.0042,0.0004
2006-09-17,0.0026,0.0003
2006-09-18,0.003,-0.0006
2006-09-19,0.0056,-0.0004
2006-10-04,0.0202,0.0078
2006-10-06,0.0249,0.0103
2006-10-08,0.0373,0.017
2006-10-13,0.0366,0.0171
2006-10-25,0.2643,0.2292
2006-10-28,0.1386,0.1015
2006-10-29,0.3542,0.3232
2006-11-04,0.4716,0.3163
2007-02-05,0.5063,0.6598
2007-02-08,0.4399,0.235
2007-02-10,0.7955,0.6973
2007-02-11,0.8016,0.7179
2007-02-13,0.4896,0.369
2007-02-15,0.6753,0.6341
2007-02-17,0.9267,0.8967
2007-02-18,0.8507,0.8074
2007-02-19,0.787,0.7203
2007-02-20,0.8777,0.8285
2007-03-06,0.8073,0.7504
2007-03-23,0.8227,0.7463
2007-03-24,0.7979,0.7252
2007-03-29,0.9344,0.8734
2007-03-30,0.5774,0.4888
2007-04-05,0.8928,0.8238
2007-04-07,0.9262,0.8523
2007-04-09,0.9196,0.8568
2007-04-12,0.7759,0.715
2007-04-21,0.863,0.79
2007-04-22,0.9285,0.8529
2007-04-23,0.9383,0.8713
2007-04-24,0.9359,0.8557
2007-05-04,0.942,0.8734
2007-05-05,0.9272,0.8539
2007-05-07,0.8622,0.7909
2007-05-08,0.9367,0.8452
2007-05-09,0.9431,0.86
2007-05-10,0.963,0.8756
2007-05-11,0.9483,0.8531
2007-05-18,0.9419,0.8593
2007-05-19,0.9332,0.8566
2007-05-20,0.9388,0.8482
2007-05-21,0.975,0.8773
2007-05-27,0.9366,0.8446
2007-05-28,0.9262,0.8299
2007-05-29,0.627,0.533
2007-05-30,0.9223,0.8297
2007-05-31,0.9361,0.8431
2007-06-02,0.5844,0.4002
2007-06-06,0.7887,0.6772
2007-06-08,0.4561,0.3765
2007-06-12,0.623,0.5382
2007-06-13,0.7674,0.6564
2007-06-14,0.4606,0.2842
2007-06-17,0.3609,0.1356
2007-06-18,0.1888,0.1007
2007-06-22,0.213,0.0916
2007-06-23,0.1866,0.0843
2007-06-24,0.1626,0.0737
2007-06-25,0.1988,0.0665
2007-06-26,0.0541,-0.01
2007-06-27,0.19,0.0607
2007-06-28,0.0346,-0.01
2007-06-29,0.1005,-0.01
2007-06-30,0.1273,0.0509
2007-07-01,-0.01,-0.01
2007-07-05,0.1909,0.0687
2007-07-06,0.2094,0.1092
2007-07-07,0.1581,0.0957
2007-07-08,0.5574,0.5101
2007-07-09,0.479,0.3954
2007-07-10,0.5393,0.4622
2007-07-11,0.5572,0.4957
2007-07-12,0.523,0.4402
2007-07-13,0.501,0.4148
2007-07-14,0.4767,0.3873
2007-07-15,0.46,0.3689
2007-07-16,0.421,0.3213
2007-07-17,0.4117,0.3085
2007-07-18,0.2212,0.1655
2007-07-19,0.3404,0.2382
2007-07-21,0.2171,0.1163
2007-07-26,0.0011,0.0002
2007-07-27,0.0028,0.0064
2007-07-28,-0.0015,-0.0006
2007-07-30,-0.0018,-0.0002
2007-07-31,0.061,0.0377
2007-08-03,0.0003,-0.0012
2007-08-04,0.0585,0.0362
2007-08-06,0.129,0.1121
2007-08-07,0.2046,0.204
2007-08-10,0.089,0.0574
2007-08-26,0.0015,-0.0009
2007-08-30,0.0031,0.0019
2007-08-31,0.0041,0.0001
2007-09-02,0.0149,0.0064
2007-09-03,0.0194,0.0115
2007-09-11,0.0116,0.0066
2007-09-18,0.0076,0.0021
2007-09-19,0.0079,0.002
2007-09-30,0.0454,0.0466
2007-10-11,0.0381,0.0152
2007-10-14,0.275,0.2496
2007-10-25,0.1641,0.1324
2007-10-26,0.1606,0.1446
2007-10-27,0.2355,0.1675
2007-10-30,0.1967,0.1529
2007-11-04,0.3726,0.2917
2007-11-05,0.4025,0.4272
2007-11-07,0.0262,0.022
2008-02-09,0.8635,0.7663
2008-02-10,0.4618,0.355
2008-02-13,0.5618,0.4068
2008-02-16,0.8811,0.803
2008-02-23,0.8882,0.8174
2008-03-06,0.6953,0.6099
2008-03-26,0.8098,0.7398
2008-04-07,0.9443,0.8845
2008-04-08,0.8519,0.7877
2008-04-11,0.8889,0.8359
2008-04-12,0.6493,0.5662
2008-04-13,0.8879,0.8323
2008-04-18,0.918,0.8582
2008-04-19,0.8671,0.8022
2008-04-20,0.9292,0.8567
2008-04-27,0.8893,0.836
2008-04-29,0.8375,0.774
2008-04-30,0.9213,0.8639
2008-05-01,0.527,0.3371
2008-05-02,0.9082,0.8417
2008-05-04,0.931,0.8629
2008-05-05,0.876,0.8248
2008-05-06,0.9305,0.8597
2008-05-07,0.9156,0.8376
2008-05-08,0.9213,0.8464
2008-05-10,0.9341,0.8493
2008-05-11,0.9435,0.8656
2008-05-25,0.8182,0.7502
2008-05-26,0.3363,0.2112
2008-05-29,0.8325,0.6855
2008-06-02,0.3238,0.2548
2008-06-06,0.8942,0.7683
2008-06-08,0.8165,0.6779
2008-06-09,0.8088,0.7126
2008-06-10,0.7665,0.6144
2008-06-17,0.286,0.1975
2008-06-19,0.323,0.0717
2008-06-21,0.1938,0.0946
2008-06-23,0.2241,0.0703
2008-06-24,0.0988,0.0357
2008-06-25,0.1875,0.1213
2008-06-26,0.3046,0.2229
2008-06-27,0.2054,0.0812
2008-06-28,0.2161,0.082
2008-06-29,0.2334,0.1014
2008-06-30,0.145,0.0114
2008-07-01,0.2104,0.1374
2008-07-02,0.0995,0.0225
2008-07-04,0.1295,0.036
2008-07-05,0.1447,0.0558
2008-07-06,0.1491,0.0763
2008-07-07,0.1451,0.0527
2008-07-10,0.4581,0.382
