system:time_start,MO,OW,FO
2000,158,198,303.0
2001,134,183,302.0
2002,155,198,
2003,130,186,300.0
2004,155,205,295.0
2005,139,192,314.0
2006,148,182,319.0
2007,153,199,
2008,141,193,283.0
2009,148,194,316.0
2010,152,198,321.0
2011,148,193,294.0
2012,149,188,310.0
2013,149,193,315.0
2014,135,188,312.0
2015,150,196,
2016,157,190,315.0
2017,139,182,305.0
2018,154,199,
2019,152,209,313.0
2020,153,194,322.0
2021,145,185,322.0
