system:time_start,B1,B1_interpolate,B1_interpolate_phenology
2017-02-05,8053.0,8053.0,
2017-02-06,,7984.0,
2017-02-07,7915.0,7915.0,
2017-02-08,,7992.666666666667,
2017-02-09,,8079.0,
2017-02-10,8079.0,8079.0,
2017-02-11,,,
2017-02-12,,,
2017-02-13,,,
2017-02-14,,7884.13888888889,
2017-02-15,,7827.166666666667,
2017-02-16,,7827.166666666667,
2017-02-17,,8079.0,
2017-02-18,,8079.097222222222,
2017-02-19,,8064.0,
2017-02-20,7412.0,7412.0,
2017-02-21,,7990.5,
2017-02-22,,7990.5,
2017-02-23,,8569.0,
2017-02-24,,8064.0,
2017-02-25,,8569.0,
2017-02-26,8569.0,8569.0,
2017-02-27,8211.0,8211.0,
2017-02-28,,7475.9346153846145,
2017-03-01,,7312.6,
2017-03-02,,7678.55,
2017-03-03,,6604.5,
2017-03-04,,6604.5,
2017-03-05,,6604.5,
2017-03-06,,7312.6,
2017-03-07,,7312.6,
2017-03-08,,7200.361851851852,
2017-03-09,4998.0,4998.0,
2017-03-10,8606.0,8606.0,
2017-03-11,8841.0,8841.0,
2017-03-12,8658.0,8658.0,
2017-03-13,,6017.0,
2017-03-14,6017.0,6017.0,
2017-03-15,,6017.0,
2017-03-16,,7776.11111111111,
2017-03-17,,8059.666666666667,
2017-03-18,,8059.666666666667,
2017-03-19,,7776.11111111111,
2017-03-20,,8311.975308641975,
2017-03-21,9064.0,9064.0,
2017-03-22,,9098.0,
2017-03-23,,8666.0,
2017-03-24,9132.0,9132.0,
2017-03-25,8329.0,8329.0,
2017-03-26,,8666.0,
2017-03-27,9003.0,9003.0,
2017-03-28,9084.0,9084.0,
2017-03-29,9067.0,9067.0,
2017-03-30,7234.0,7234.0,
2017-03-31,,7234.0,
2017-04-01,,7483.0,
2017-04-02,7732.0,7732.0,
2017-04-03,,7489.522727272727,
2017-04-04,,5395.0,
2017-04-05,,7056.75,
2017-04-06,,5395.0,
2017-04-07,,7701.0,
2017-04-08,,5395.0,
2017-04-09,,7856.886363636364,
2017-04-10,5395.0,5395.0,
2017-04-11,,7262.5,
2017-04-12,9130.0,9130.0,
2017-04-13,,9203.5,
2017-04-14,9277.0,9277.0,
2017-04-15,9211.0,9211.0,
2017-04-16,9062.0,9062.0,
2017-04-17,9128.0,9128.0,
2017-04-18,,9062.0,
2017-04-19,,9138.046296296296,
2017-04-20,,9138.046296296296,
2017-04-21,,9086.0,
2017-04-22,,9199.0,
2017-04-23,,9076.916666666666,
2017-04-24,,9035.0,
2017-04-25,,9097.371913580248,
2017-04-26,9068.0,9068.0,
2017-04-27,,9133.5,
2017-04-28,9199.0,9199.0,
2017-04-29,8847.0,8847.0,
2017-04-30,,9199.0,
2017-05-01,,9035.0,
2017-05-02,,9035.0,
2017-05-03,9223.0,9223.0,
2017-05-04,9120.0,9120.0,
2017-05-05,,9120.833333333334,
2017-05-06,,9223.0,
2017-05-07,,8969.0,MO
