system:time_start,MO,OW,FO
2000,158,,282.0
2001,161,223,281.0
2002,156,210,
2003,165,212,299.0
2004,157,218,276.0
2005,143,222,281.0
2006,141,199,284.0
2007,145,210,273.0
2008,159,216,290.0
2009,157,214,292.0
2010,162,210,283.0
2011,160,209,293.0
2012,155,210,298.0
2013,151,204,300.0
2014,160,208,293.0
2015,152,210,289.0
2016,149,202,283.0
2017,,,277.0
2018,156,207,297.0
2019,151,,296.0
2020,160,221,
2021,158,211,297.0
