system:time_start,B1,B1_interpolate
2002-01-27,0.6392666666666666,0.6392666666666666
2002-01-28,,
2002-01-29,,
2002-01-30,,
2002-01-31,,
2002-02-01,,0.6005055555555555
2002-02-02,,0.6005055555555555
2002-02-03,,0.5811249999999999
2002-02-04,,0.5811249999999999
2002-02-05,,0.5811249999999999
2002-02-06,0.5617444444444444,0.5617444444444444
2002-02-07,,0.6195570037026883
2002-02-08,,0.6005055555555555
2002-02-09,,0.6351061485785384
2002-02-10,,0.6046048807007924
2002-02-11,,0.6046048807007924
2002-02-12,,0.5811249999999999
2002-02-13,,0.6359113883018493
2002-02-14,,0.6729948602305518
2002-02-15,,0.6936252771907382
2002-02-16,,0.7402920824527741
2002-02-17,,0.7165099532145041
2002-02-18,,0.7402920824527741
2002-02-19,0.7100783321592543,0.7100783321592543
2002-02-20,,0.7402920824527741
2002-02-21,,0.7705058327462938
2002-02-22,,0.7705058327462938
2002-02-23,,0.7998694440530848
2002-02-24,0.8309333333333333,0.8309333333333333
2002-02-25,,0.7998694440530847
2002-02-26,,0.8007195830398135
2002-02-27,,0.7998694440530848
2002-02-28,,0.8309333333333333
2002-03-01,,0.8292330553598757
2002-03-02,,0.8585966666666667
2002-03-03,,0.8585966666666667
2002-03-04,,0.8448473633548949
2002-03-05,,0.8455211603338335
2002-03-06,,0.8309333333333333
2002-03-07,,0.8255733766822502
2002-03-08,,0.8309333333333333
2002-03-09,0.88626,0.88626
2002-03-10,,0.8292330553598757
2002-03-11,,0.831098060043123
2002-03-12,,0.831098060043123
2002-03-13,,0.807477508583422
2002-03-14,0.775936120086246,0.775936120086246
2002-03-15,,0.807477508583422
2002-03-16,,0.775936120086246
2002-03-17,,0.7838569571237212
2002-03-18,,0.7602364056640201
2002-03-19,,0.7602364056640201
2002-03-20,,0.7746762174871232
2002-03-21,,0.7550031675232781
2002-03-22,,0.7602364056640201
2002-03-23,0.7445366912417941,0.7445366912417941
2002-03-24,,0.7718334790048775
2002-03-25,,0.776399537981564
2002-03-26,,0.7682235260491017
2002-03-27,,0.7689907405226318
2002-03-28,,0.7674563115755717
2002-03-29,,0.7746762174871232
2002-03-30,,0.8192555555555555
2002-03-31,,0.8035174600967947
2002-04-01,,0.8192555555555555
2002-04-02,,0.8016162072021213
2002-04-03,,0.8192555555555555
2002-04-04,,0.7999298244434124
2002-04-05,0.8192555555555555,0.8192555555555555
2002-04-06,,0.8254729629629628
2002-04-07,,0.8035174600967947
2002-04-08,,0.8379077777777777
2002-04-09,,0.8192555555555555
2002-04-10,,0.7669530160025945
2002-04-11,,0.7973977777777779
2002-04-12,0.85656,0.85656
2002-04-13,,0.7230630557823181
2002-04-14,,0.7230630557823181
2002-04-15,0.5895661115646362,0.5895661115646362
2002-04-16,,0.705860833560096
2002-04-17,,0.7973977777777779
2002-04-18,0.8221555555555556,0.8221555555555556
2002-04-19,,0.7973977777777779
2002-04-20,0.77264,0.77264
2002-04-21,,0.77264
2002-04-22,,0.7405621611732907
2002-04-23,,0.7405621611732907
2002-04-24,0.7084843223465813,0.7084843223465813
2002-04-25,,0.77264
2002-04-26,,0.7787921611732906
2002-04-27,,0.8491
2002-04-28,,0.7999034263959006
2002-04-29,0.8491,0.8491
2002-04-30,0.8674888888888889,0.8674888888888889
2002-05-01,0.6961363901403215,0.6961363901403215
2002-05-02,0.8502222222222222,0.8502222222222222
2002-05-03,0.6833544776068794,0.6833544776068794
2002-05-04,0.842475,0.842475
2002-05-05,,0.7403446271918371
2002-05-06,,0.7403446271918371
2002-05-07,,0.7227154787100278
2002-05-08,,0.7633709538926834
2002-05-09,,0.80145
2002-05-10,0.6029559574200557,0.6029559574200557
2002-05-11,0.8319888888888889,0.8319888888888889
2002-05-12,,0.8167194444444444
2002-05-13,0.80145,0.80145
2002-05-14,0.8141777777777778,0.8141777777777778
2002-05-15,,0.8049999999999999
2002-05-16,0.7958222222222222,0.7958222222222222
2002-05-17,,0.8141777777777778
2002-05-18,,0.8182002222222222
2002-05-19,,0.8239411111111111
2002-05-20,,0.7866913333333334
2002-05-21,,0.7958222222222222
2002-05-22,0.85206,0.85206
2002-05-23,0.7344666666666667,0.7344666666666667
2002-05-24,0.7271666666666666,0.7271666666666666
2002-05-25,,0.7605790000000001
2002-05-26,,0.7389384482924484
2002-05-27,,0.7271666666666666
2002-05-28,,0.7040932275132276
2002-05-29,,0.7271666666666666
2002-05-30,,0.5955703703703704
2002-05-31,,0.5631444444444444
2002-06-01,,0.5649522362272982
2002-06-02,,0.4964
2002-06-03,,0.5197810239902096
2002-06-04,0.4964,0.4964
2002-06-05,0.5631444444444444,0.5631444444444444
2002-06-06,,0.4964
2002-06-07,,0.4574699668516715
2002-06-08,,0.444493289135562
2002-06-09,,0.43942552240722704
2002-06-10,,0.4242222222222222
2002-06-11,0.3258421338266796,0.3258421338266796
2002-06-12,0.4242222222222222,0.4242222222222222
2002-06-13,,0.3719870033125397
2002-06-14,,0.34586939385769855
2002-06-15,,0.3658966538887175
2002-06-16,,0.3658966538887175
2002-06-17,,0.3367338697219652
2002-06-18,0.3075710855552128,0.3075710855552128
2002-06-19,,0.3170019733898752
2002-06-20,,0.3075710855552128
2002-06-21,,0.2752355427776063
2002-06-22,,0.3075710855552128
2002-06-23,,0.25978933317574443
2002-06-24,,0.25978933317574443
2002-06-25,0.2428999999999999,0.2428999999999999
2002-06-26,0.32852,0.32852
2002-06-27,0.2069026183421795,0.2069026183421795
2002-06-28,0.1498249999999999,0.1498249999999999
2002-06-29,,0.1955020236684359
