system:time_start,B1,B1_interpolate
2006-02-10,0.4884111111111111,0.4884111111111111
2006-02-11,,0.5000743055555555
2006-02-12,0.5117375000000001,0.5117375000000001
2006-02-13,0.6424,0.6424
2006-02-14,0.4705444444444444,0.4705444444444444
2006-02-15,,
2006-02-16,,
2006-02-17,,0.5396917438271605
2006-02-18,,0.5356972222222222
2006-02-19,,0.5356972222222222
2006-02-20,,0.5718138888888888
2006-02-21,,0.5529582407407406
2006-02-22,,0.5718138888888888
2006-02-23,,0.5674897211199295
2006-02-24,0.60085,0.60085
2006-02-25,,0.5718138888888888
2006-02-26,,0.5718138888888888
2006-02-27,,0.5756158333333333
2006-02-28,0.5427777777777778,0.5427777777777778
2006-03-01,0.5712,0.5712
2006-03-02,,0.5914375000000001
2006-03-03,0.611675,0.611675
2006-03-04,0.723175,0.723175
2006-03-05,,0.70275
2006-03-06,,0.73658
2006-03-07,0.7734,0.7734
2006-03-08,0.73658,0.73658
2006-03-09,0.647525,0.647525
2006-03-10,,0.6312902777777778
2006-03-11,0.6150555555555556,0.6150555555555556
2006-03-12,,0.6312902777777778
2006-03-13,,0.7559611111111111
2006-03-14,0.826,0.826
2006-03-15,,0.8268277777777777
2006-03-16,0.8276555555555556,0.8276555555555556
2006-03-17,0.9028,0.9028
2006-03-18,,0.8276555555555556
2006-03-19,,0.7085074074074074
2006-03-20,0.4957444444444444,0.4957444444444444
2006-03-21,0.7269777777777777,0.7269777777777777
2006-03-22,0.7860875,0.7860875
2006-03-23,,0.75374375
2006-03-24,0.7214,0.7214
2006-03-25,,0.7523975
2006-03-26,,0.7407187500000001
2006-03-27,,0.7615890277777778
2006-03-28,0.7600375,0.7600375
2006-03-29,0.8142555555555555,0.8142555555555555
2006-03-30,0.7715333333333333,0.7715333333333333
2006-03-31,,0.7873333333333333
2006-04-01,0.8031333333333334,0.8031333333333334
2006-04-02,0.6968373912930489,0.6968373912930489
2006-04-03,0.7812,0.7812
2006-04-04,0.7230958467300121,0.7230958467300121
2006-04-05,0.7383777777777778,0.7383777777777778
2006-04-06,,0.7427944444444445
2006-04-07,0.7472111111111112,0.7472111111111112
2006-04-08,0.8296,0.8296
2006-04-09,0.7559059312641621,0.7559059312641621
2006-04-10,0.8028,0.8028
2006-04-11,0.7471448342884288,0.7471448342884288
2006-04-12,,0.7754613060331033
2006-04-13,0.8037777777777778,0.8037777777777778
2006-04-14,0.8046333333333333,0.8046333333333333
2006-04-15,,0.7903555555555555
2006-04-16,0.7760777777777778,0.7760777777777778
2006-04-17,0.7461111111111111,0.7461111111111111
2006-04-18,,0.7561696296296296
2006-04-19,,0.7461111111111111
2006-04-20,0.74632,0.74632
2006-04-21,,0.724035
2006-04-22,0.70175,0.70175
2006-04-23,0.7181444444444445,0.7181444444444445
2006-04-24,0.7043777777777778,0.7043777777777778
2006-04-25,,0.74632
2006-04-26,,0.7476282222222222
2006-04-27,,0.7727488888888889
2006-04-28,,0.7841733451246534
2006-04-29,,0.7824600589566004
2006-04-30,0.84112,0.84112
2006-05-01,,0.82016
2006-05-02,,0.7824600589566004
2006-05-03,0.7992,0.7992
2006-05-04,0.7070601768698012,0.7070601768698012
2006-05-05,,0.6262900884349005
2006-05-06,0.54552,0.54552
2006-05-07,,0.54552
2006-05-08,,0.53757
2006-05-09,,0.52962
2006-05-10,0.52962,0.52962
2006-05-11,0.339542364525795,0.339542364525795
2006-05-12,0.40732,0.40732
2006-05-13,0.3257655458790915,0.3257655458790915
2006-05-14,0.29772,0.29772
2006-05-15,0.2759,0.2759
2006-05-16,,0.30787333333333333
2006-05-17,,0.30334
2006-05-18,0.35,0.35
2006-05-19,0.30334,0.30334
2006-05-20,0.3403,0.3403
2006-05-21,0.3646,0.3646
2006-05-22,0.2845456046717508,0.2845456046717508
2006-05-23,,0.3646
2006-05-24,,0.34304780233587534
2006-05-25,0.4015499999999999,0.4015499999999999
2006-05-26,,0.34509288988458253
2006-05-27,,0.3392722156956791
2006-05-28,,0.3392722156956791
2006-05-29,0.2769944313913584,0.2769944313913584
2006-05-30,,0.31152186258371767
2006-05-31,,0.2992972156956792
2006-06-01,,0.25912406972304536
2006-06-02,,0.25912406972304536
2006-06-03,0.3216,0.3216
2006-06-04,0.1787777777777777,0.1787777777777777
2006-06-05,,0.2504969409977948
2006-06-06,,0.2149454114966922
2006-06-07,0.2511130452156067,0.2511130452156067
2006-06-08,,0.2511130452156067
2006-06-09,,0.25218615223743296
2006-06-10,,0.2511130452156067
2006-06-11,,0.24314428863520346
2006-06-12,0.2905,0.2905
2006-06-13,0.1810777777777777,0.1810777777777777
2006-06-14,0.29252,0.29252
2006-06-15,0.1835,0.1835
2006-06-16,0.2549333333333333,0.2549333333333333
2006-06-17,,0.24040555555555554
2006-06-18,0.2258777777777778,0.2258777777777778
2006-06-19,0.24654,0.24654
2006-06-20,0.23016,0.23016
2006-06-21,0.209964073366589,0.209964073366589
2006-06-22,0.16362,0.16362
2006-06-23,0.0982,0.0982
2006-06-24,0.1314875,0.1314875
2006-06-25,0.1635111111111111,0.1635111111111111
2006-06-26,0.1292444444444444,0.1292444444444444
2006-06-27,0.1386555555555555,0.1386555555555555
2006-06-28,,0.12890277777777776
2006-06-29,0.11915,0.11915
2006-06-30,,0.10547500000000001
2006-07-01,0.0918,0.0918
2006-07-02,,0.10547500000000001
2006-07-03,,0.15627222222222223
2006-07-04,0.1883111111111111,0.1883111111111111
2006-07-05,,0.18870555555555554
2006-07-06,0.1891,0.1891
2006-07-07,0.2324,0.2324
2006-07-08,0.0275,0.0275
