system:time_start,B1
2019-02-05,0.6392333333333333
2019-02-06,0.7349666666666667
2019-02-07,0.645355757575565
2019-02-09,0.5992
2019-02-10,0.8169111111111111
2019-02-11,0.7093777777777778
2019-02-12,0.40315555555555554
2019-02-14,0.4488
2019-02-15,0.79455
2019-02-16,0.5880549994044834
2019-02-18,0.33376666666666666
2019-02-19,0.40426666666666666
2019-02-21,0.7180777777777778
2019-02-22,0.5235555555555556
2019-02-23,0.7308166666666667
2019-02-27,0.7646888888888889
2019-02-28,0.6955888888888889
2019-03-01,0.7009222222222222
2019-03-02,0.6778203204419878
2019-03-03,0.6979888888888889
2019-03-06,0.5916714285714285
2019-03-10,0.7292032838685172
2019-03-11,0.5991104021668434
2019-03-12,0.7077053237611597
2019-03-14,0.7579888888888889
2019-03-15,0.7119
2019-03-16,0.5946333333333333
2019-03-18,0.7247857441478305
2019-03-20,0.648654944366879
2019-03-22,0.8009555555555555
2019-03-24,0.7427333333333334
2019-03-28,0.8101644445828029
2019-03-29,0.6114999999999999
2019-04-04,0.9121962255901761
2019-04-05,0.8640833333333333
2019-04-06,0.8636111111111111
2019-04-13,0.6453977823257446
2019-04-14,0.8677666666666667
2019-04-15,0.8646444444444444
2019-04-16,0.8250714285714286
2019-04-17,0.8564555555555555
2019-04-18,0.7715666666666666
2019-04-19,0.8263104880068037
2019-04-20,0.8294666866726346
2019-04-22,0.8413333333333334
2019-04-23,0.8540333333333333
2019-04-24,0.8356333333333333
2019-04-25,0.7531111111111111
2019-04-27,0.4645589828491211
2019-04-28,0.7439419560962253
2019-05-02,0.8617777777777778
2019-05-03,0.8437444444444444
2019-05-05,0.8035032550493876
2019-05-06,0.8047150721995036
2019-05-07,0.53545
2019-05-08,0.7958333333333334
2019-05-10,0.8254428571428571
2019-05-11,0.8233333333333334
2019-05-12,0.7433571428571428
2019-05-13,0.4904584974884987
2019-05-14,0.7013333333333334
2019-05-15,0.4880893827319145
2019-05-16,0.6186777777777778
2019-05-17,0.5365333333333333
2019-05-18,0.5286
2019-05-20,0.32606666666666667
2019-05-21,0.23958846910529666
2019-05-22,0.23212628878090116
2019-05-23,0.21947353781541187
2019-05-24,0.2273
2019-05-25,0.1731888888888889
2019-05-26,0.4081666666666667
2019-05-30,0.2097938298199858
2019-05-31,0.26613066877776925
2019-06-01,0.25630000000000003
2019-06-02,0.19123333333333334
2019-06-03,0.2064857142857143
2019-06-04,0.2257222222222222
2019-06-05,0.2310222222222222
2019-06-06,0.24318950659632682
2019-06-07,0.22812928584019343
2019-06-08,0.2101320621474584
2019-06-09,0.1521
2019-06-10,0.2264888888888889
2019-06-11,0.2127888888888889
2019-06-16,0.1196127173277048
2019-06-17,0.09718
2019-06-18,0.19163333333333332
2019-06-19,0.19991666666666666
2019-06-20,0.10698333333333333
2019-06-21,0.08605555555555555
2019-06-22,0.08554
2019-06-23,0.0955
2019-06-24,0.09706426409615411
2019-06-27,0.1057111111111111
2019-06-28,0.08563333333333333
2019-07-01,0.1321
2019-07-02,0.06544444444444444
2019-07-04,0.15058
2019-07-05,0.09323333333333333
2019-07-13,0.3602
2019-07-14,0.05657777777777778
2019-07-15,0.129
2019-07-16,0.3218
2019-07-17,0.1231
2019-07-18,0.126525
2019-07-19,0.14656666666666668
2019-07-23,0.5435
2019-07-24,0.08007107391953468
2019-07-25,0.0910063234763486
2019-07-26,0.07669924298425515
2019-07-27,0.08278888888888888
2019-07-28,0.10766666666666666
2019-07-29,0.106
2019-07-31,0.16023333333333334
2019-08-01,0.10789581634998321
2019-08-03,0.10187520350962877
2019-08-17,0.0912493407022953
2019-08-18,0.07278973294463423
2019-08-21,0.10086666666666666
2019-08-26,0.27599254846572874
2019-08-30,0.06773333333333334
2019-09-01,0.04884
2019-09-02,0.07421917967274785
2019-09-03,0.08117323616610633
2019-09-04,0.09084364993018763
2019-09-06,0.0751
2019-09-07,0.07637777777777778
2019-09-08,0.1501
2019-09-09,0.07656
2019-09-10,0.09847222618588379
2019-09-16,0.14273333333333332
2019-09-17,0.08113333333333334
2019-09-18,0.09703462383530356
2019-09-25,0.2813333333333333
2019-09-29,0.08057777777777778
2019-10-01,0.0603
2019-10-04,0.10405731299996376
2019-10-08,0.1837
2019-10-09,0.27449999999999997
2019-10-10,0.1818
2019-10-14,0.4089966262783323
2019-10-15,0.39442
2019-10-16,0.4124555555555555
2019-10-17,0.3829777777777778
2019-10-18,0.4963
2019-10-19,0.40165555555555554
2019-10-20,0.4468
2019-10-21,0.2961324138773812
2019-10-23,0.4017222222222222
2019-10-27,0.482525
2019-11-02,0.486225
2019-11-04,0.44343333333333335
