system:time_start,B1,B1_interpolate,B1_phenology
2015-02-06,0.4642,0.4642,
2015-02-07,0.7376555555555555,0.7376555555555555,
2015-02-08,,0.7290055555555555,
2015-02-09,0.7203555555555555,0.7203555555555555,
2015-02-10,0.7188222222222223,0.7188222222222223,
2015-02-11,0.7843444444444444,0.7843444444444444,
2015-02-12,,0.7188222222222223,
2015-02-13,,0.6840355555555555,
2015-02-14,,0.6603333333333333,
2015-02-15,,0.6730982222222222,
2015-02-16,,0.6730982222222222,
2015-02-17,0.5363222222222223,0.5363222222222223,
2015-02-18,,0.6402711111111111,
2015-02-19,0.74422,0.74422,
2015-02-20,0.6057111111111111,0.6057111111111111,
2015-02-21,,0.6877415555555555,
2015-02-22,,0.6847388888888889,
2015-02-23,,0.6669458333333333,
2015-02-24,0.7637666666666667,0.7637666666666667,
2015-02-25,0.6135666666666667,0.6135666666666667,
2015-02-26,,0.6418816666666667,
2015-02-27,,0.6324433333333334,
2015-02-28,,0.65132,
2015-03-01,0.65132,0.65132,
2015-03-02,0.7058,0.7058,
2015-03-03,,0.7048992592592592,
2015-03-04,,0.7058,
2015-03-05,0.7575777777777778,0.7575777777777778,
2015-03-06,,0.6150722222222222,
2015-03-07,0.4725666666666667,0.4725666666666667,
2015-03-08,,0.6150722222222222,
2015-03-09,,0.6013143055160841,
2015-03-10,,0.7300619443655014,
2015-03-11,0.7300619443655014,0.7300619443655014,
2015-03-12,0.8022111111111111,0.8022111111111111,
2015-03-13,,0.7748465740477597,
2015-03-14,,0.8013555555555556,
2015-03-15,0.7922666666666667,0.7922666666666667,
2015-03-16,0.8013555555555556,0.8013555555555556,
2015-03-17,0.53452,0.53452,
2015-03-18,0.60126131772995,0.60126131772995,
2015-03-19,0.7979333333333333,0.7979333333333333,
2015-03-20,0.7881444444444444,0.7881444444444444,
2015-03-21,0.7859333333333333,0.7859333333333333,
2015-03-22,0.7825888888888889,0.7825888888888889,
2015-03-23,0.7988444444444445,0.7988444444444445,
2015-03-24,,0.8062830318561709,
2015-03-25,0.8137216192678972,0.8137216192678972,
2015-03-26,0.8128777777777778,0.8128777777777778,
2015-03-27,0.6640634655952453,0.6640634655952453,
2015-03-28,,0.7285095105754005,
2015-03-29,0.7929555555555555,0.7929555555555555,
2015-03-30,0.7130555555555556,0.7130555555555556,
2015-03-31,0.7944111111111111,0.7944111111111111,
2015-04-01,0.7796,0.7796,
2015-04-02,0.8235777777777777,0.8235777777777777,
2015-04-03,0.7890111111111111,0.7890111111111111,
2015-04-04,0.7503781949361166,0.7503781949361166,
2015-04-05,0.7758444444444444,0.7758444444444444,
2015-04-06,,0.7882611111111111,
2015-04-07,0.8006777777777777,0.8006777777777777,
2015-04-08,,0.7762580716521147,
2015-04-09,,0.7882611111111111,
2015-04-10,,0.7869052380120313,
2015-04-11,,0.8006777777777777,
2015-04-12,0.7434786241722107,0.7434786241722107,
2015-04-13,,0.8165593120861053,
2015-04-14,0.88964,0.88964,
2015-04-15,,0.8188444444444445,
2015-04-16,,0.8542422222222222,
2015-04-17,,0.8188444444444445,
2015-04-18,0.8188444444444445,0.8188444444444445,
2015-04-19,0.7375387016190423,0.7375387016190423,
2015-04-20,0.7590888888888889,0.7590888888888889,
2015-04-21,0.7623888888888889,0.7623888888888889,
2015-04-22,,0.7048000000000001,
2015-04-23,0.6472111111111112,0.6472111111111112,
2015-04-24,0.6186666666666667,0.6186666666666667,
2015-04-25,0.6356222222222222,0.6356222222222222,
2015-04-26,0.5930755784299638,0.5930755784299638,
2015-04-27,0.5455618459224701,0.5455618459224701,
2015-04-28,,0.5982160544014081,
2015-04-29,,0.5789323353144857,
2015-04-30,,0.5725232532223066,
2015-05-01,,0.5457341737217374,
2015-05-02,,0.559317076490039,
2015-05-03,,0.5574893090830909,
2015-05-04,0.5789323353144857,0.5789323353144857,
2015-05-05,0.5457341737217374,0.5457341737217374,
2015-05-06,,0.5574893090830909,
2015-05-07,0.5692444444444444,0.5692444444444444,
2015-05-08,0.5179888888888888,0.5179888888888888,
2015-05-09,0.4335666666666666,0.4335666666666666,
2015-05-10,0.45446,0.45446,
2015-05-11,,0.3469804319461909,
2015-05-12,0.2395008638923818,0.2395008638923818,
2015-05-13,0.1967024943047099,0.1967024943047099,
2015-05-14,0.5863293647766114,0.5863293647766114,
2015-05-15,0.2873111111111111,0.2873111111111111,
2015-05-16,0.2831444444444445,0.2831444444444445,
2015-05-17,0.3107666666666667,0.3107666666666667,
2015-05-18,0.2987888888888889,0.2987888888888889,
2015-05-19,0.2607555555555556,0.2607555555555556,
2015-05-20,0.2281778322603967,0.2281778322603967,
2015-05-21,0.2159475739598274,0.2159475739598274,
2015-05-22,0.2016884746842086,0.2016884746842086,
2015-05-23,0.1943,0.1943,
2015-05-24,0.1825444444444444,0.1825444444444444,PO
2015-05-25,0.1945,0.1945,
2015-05-26,0.1760666666666666,0.1760666666666666,
