system:time_start,B1,B1_interpolate,B1_phenology
2020-01-01,0.4041555555555555,0.4041555555555555,
2020-01-02,,,
2020-01-03,,,
2020-01-04,,0.5309277777777778,
2020-01-05,,0.6088,
2020-01-06,,0.602997912568781,
2020-01-07,0.6577000000000001,0.6577000000000001,
2020-01-08,0.7340222222222222,0.7340222222222222,
2020-01-09,0.6088,0.6088,
2020-01-10,0.6052888561058044,0.6052888561058044,
2020-01-11,0.6742888888888889,0.6742888888888889,
2020-01-12,0.7004199999999999,0.7004199999999999,
2020-01-13,0.4586111111111111,0.4586111111111111,
2020-01-14,0.6694777777777778,0.6694777777777778,
2020-01-15,0.6832111111111111,0.6832111111111111,
2020-01-16,,0.7025555555555556,
2020-01-17,0.7219,0.7219,
2020-01-18,0.6618666666666667,0.6618666666666667,
2020-01-19,,0.6544722222222222,
2020-01-20,0.6470777777777778,0.6470777777777778,
2020-01-21,,0.6434944444444444,
2020-01-22,0.6399111111111111,0.6399111111111111,
2020-01-23,,0.6399111111111111,
2020-01-24,,0.5241643468115065,
2020-01-25,,0.5241643468115065,
2020-01-26,0.4084175825119018,0.4084175825119018,
2020-01-27,,0.6115914309848973,
2020-01-28,,0.6021693254834831,
2020-01-29,,0.5681569394040991,
2020-01-30,,0.5681569394040991,
2020-01-31,,0.5901532357003954,
2020-02-01,,0.6330296262693993,
2020-02-02,,0.7145833333333333,
2020-02-03,,0.6735261214804092,
2020-02-04,0.7718888888888888,0.7718888888888888,
2020-02-05,,0.6833722725424747,
2020-02-06,,0.7414944444444445,
2020-02-07,,0.7180666666666666,
2020-02-08,,0.7111,
2020-02-09,0.7111,0.7111,
2020-02-10,0.6712111111111111,0.6712111111111111,
2020-02-11,,0.6671791666666667,
2020-02-12,,0.6525388888888889,
2020-02-13,,0.6702766666666667,
2020-02-14,0.6338666666666667,0.6338666666666667,
2020-02-15,,0.6758777777777778,
2020-02-16,0.7178888888888889,0.7178888888888889,
2020-02-17,0.7308666666666667,0.7308666666666667,
2020-02-18,,0.7103426972945531,
2020-02-19,0.6898187279224396,0.6898187279224396,
2020-02-20,,0.6898187279224396,
2020-02-21,,0.605931586183442,
2020-02-22,,0.6898187279224396,
2020-02-23,0.5220444444444444,0.5220444444444444,
2020-02-24,0.7662,0.7662,
2020-02-25,,0.7278554569346565,
2020-02-26,0.6895109138693128,0.6895109138693128,
2020-02-27,0.76405,0.76405,
2020-02-28,,0.76405,
2020-02-29,,0.7442758601786599,
2020-03-01,,0.7735000000000001,
2020-03-02,,0.7692632181207609,
2020-03-03,0.7792666666666667,0.7792666666666667,
2020-03-04,0.7735000000000001,0.7735000000000001,
2020-03-05,,0.77545,
2020-03-06,,0.7748,
2020-03-07,,0.7735000000000001,
2020-03-08,0.7761,0.7761,
2020-03-09,,0.7256875,
2020-03-10,,0.7115922127665896,
2020-03-11,0.675275,0.675275,
2020-03-12,,0.6834016382997685,
2020-03-13,0.6915282765995372,0.6915282765995372,
2020-03-14,,0.7096408389350942,
2020-03-15,,0.6915282765995372,
2020-03-16,,0.7240141382997687,
2020-03-17,,0.727240507850647,
2020-03-18,,0.726688821063122,
2020-03-19,0.7565000000000001,0.7565000000000001,
2020-03-20,,0.727240507850647,
2020-03-21,,0.7565000000000001,
2020-03-22,0.6979810157012939,0.6979810157012939,
2020-03-23,0.7676666666666667,0.7676666666666667,
2020-03-24,0.7805500000000001,0.7805500000000001,
2020-03-25,,0.798425,
2020-03-26,0.8163,0.8163,
2020-03-27,,0.798425,
2020-03-28,,0.741261955609145,
2020-03-29,0.7054578638235728,0.7054578638235728,
2020-03-30,0.7020280030038621,0.7020280030038621,
2020-03-31,0.8380555555555556,0.8380555555555556,
2020-04-01,,0.7678805066988204,
2020-04-02,,0.8106388888888889,
2020-04-03,,0.7703070862664118,
2020-04-04,0.7832222222222223,0.7832222222222223,
2020-04-05,0.7463333333333333,0.7463333333333333,
2020-04-06,0.6732854313320584,0.6732854313320584,
2020-04-07,,0.7541764119425779,
2020-04-08,,0.7463333333333333,
2020-04-09,,0.7250034771106861,
2020-04-10,,0.7250034771106861,
2020-04-11,0.83475,0.83475,
2020-04-12,0.666975,0.666975,
2020-04-13,,0.7028041666666667,
2020-04-14,0.7386333333333334,0.7386333333333334,
2020-04-15,0.6842,0.6842,
2020-04-16,0.7287166666666667,0.7287166666666667,
2020-04-17,,0.7225083333333333,
2020-04-18,0.7162999999999999,0.7162999999999999,
2020-04-19,0.73695,0.73695,
2020-04-20,0.72115,0.72115,
2020-04-21,,0.7259599999999999,
2020-04-22,,0.7255166666666666,
2020-04-23,,0.7341541666666667,
2020-04-24,0.7298833333333333,0.7298833333333333,
2020-04-25,,0.7514291666666667,
2020-04-26,,0.7600666666666667,
2020-04-27,,0.725520888171196,
2020-04-28,0.79025,0.79025,
2020-04-29,,0.6817544408559799,
2020-04-30,,0.6656500000000001,
2020-05-01,0.5732588817119598,0.5732588817119598,
2020-05-02,0.6656500000000001,0.6656500000000001,
2020-05-03,0.6475500000000001,0.6475500000000001,
2020-05-04,,0.654425,
2020-05-05,,0.6509875,
2020-05-06,0.654425,0.654425,
2020-05-07,,0.5528580380249024,
2020-05-08,,0.5646830380249024,
2020-05-09,0.4512910760498047,0.4512910760498047,
2020-05-10,,0.5646830380249024,
2020-05-11,0.678075,0.678075,
2020-05-12,,0.5855708333333333,
2020-05-13,0.4930666666666666,0.4930666666666666,
2020-05-14,,0.6457888888888889,
2020-05-15,0.7985111111111112,0.7985111111111112,
2020-05-16,0.7491166666666667,0.7491166666666667,
