Year,MO,OW,FO
2000,155,198.0,
2001,,211.0,
2002,153,214.0,
2003,147,212.0,270.0
2004,151,,
2005,146,216.0,
2006,148,204.0,274.0
2007,150,204.0,
2008,148,218.0,
2009,156,206.0,
2010,,199.0,
2011,,197.0,
2012,146,202.0,
2013,141,205.0,274.0
2014,150,225.0,
2015,153,200.0,
2016,149,199.0,277.0
2017,145,213.0,271.0
2018,147,,274.0
2019,140,,
2020,150,202.0,
2021,147,202.0,
