Year,MO,OW,FO
2000,148,226.0,248
2001,,241.0,
2002,141,202.0,
2003,147,205.0,252
2004,144,236.0,257
2005,139,199.0,257
2006,146,218.0,241
2007,147,204.0,249
2008,150,205.0,
2009,,231.0,249
2010,147,225.0,257
2011,145,194.0,244
2012,140,221.0,256
2013,150,,
2014,151,,
2015,144,215.0,252
2016,145,,
2017,,,
2018,143,,256
2019,139,,247
2020,140,,
2021,146,212.0,
