Year,MO,OW,FO
2000,152.0,,
2001,,,281
2002,131.0,,
2003,127.0,,
2004,148.0,,285
2006,135.0,,283
2007,140.0,,
2008,128.0,,273
2009,125.0,,287
2010,140.0,,
2011,123.0,,287
2012,135.0,,
2014,,,287
2015,129.0,,
2016,,,284
2017,121.0,,280
2018,148.0,,282
2019,135.0,,280
2020,147.0,,279
