Year,MO,OW,FO
2000,,193.0,302
2001,117.0,185.0,309
2002,,190.0,304
2003,121.0,174.0,310
2004,142.0,197.0,308
2005,130.0,183.0,305
2006,,177.0,305
2007,134.0,187.0,301
2008,128.0,186.0,308
2009,139.0,,
2010,154.0,194.0,
2011,138.0,193.0,316
2012,,185.0,308
2013,,182.0,
2014,126.0,186.0,303
2015,127.0,188.0,
2016,120.0,180.0,
2017,124.0,179.0,315
2018,,183.0,303
2019,,205.0,307
2020,142.0,200.0,304
2021,,184.0,316
