Year,MO,OW,FO
2000,148,232.0,
2001,,208.0,
2002,151,215.0,
2003,136,188.0,
2004,,223.0,
2005,,203.0,
2006,,193.0,
2007,147,201.0,
2008,143,192.0,
2009,144,204.0,
2010,138,208.0,
2011,143,204.0,
2012,148,196.0,
2013,146,,290.0
2014,142,220.0,
2015,157,,284.0
2016,148,213.0,
2017,143,213.0,
2018,153,217.0,
2019,138,215.0,
2020,147,230.0,
2021,,,
