Year,MO,OW,FO
2000,149.0,224,287
2001,,219,278
2002,,209,
2003,152.0,226,288
2004,149.0,220,272
2005,136.0,222,280
2006,132.0,199,285
2007,145.0,209,
2008,137.0,218,288
2009,149.0,213,287
2010,147.0,208,
2011,147.0,210,290
2012,144.0,207,
2013,134.0,204,
2014,153.0,206,287
2015,141.0,217,276
2016,138.0,202,
2017,126.0,193,288
2018,146.0,207,287
2019,144.0,,289
2020,151.0,216,
2021,149.0,212,
