Year,MO,OW,FO
2000,147.0,,
2001,140.0,198,
2002,136.0,190,287
2003,132.0,191,
2004,141.0,203,274
2005,128.0,205,
2006,116.0,,286
2007,,189,269
2008,125.0,182,
2009,128.0,,288
2010,,181,
2011,128.0,189,289
2012,131.0,181,
2013,132.0,189,
2014,124.0,183,273
2015,119.0,179,
2016,121.0,181,
2017,121.0,182,287
2018,139.0,186,279
2019,125.0,188,
2020,141.0,192,
2021,140.0,189,
