Year,MO,OW,FO
2000,157,197,294
2001,125,183,296
2002,145,197,307
2003,123,182,293
2004,144,202,288
2005,129,189,304
2006,138,181,309
2007,144,197,303
2008,128,186,306
2009,139,193,306
2010,144,195,314
2011,139,192,295
2012,144,190,305
2013,143,191,304
2014,127,187,304
2015,139,194,301
2016,140,187,308
2017,128,181,295
2018,141,206,299
2019,142,204,303
2020,145,193,311
2021,138,186,317
