Year,MO,OW,FO
2000,,217.0,
2001,163.0,236.0,262
2002,,,267
2004,154.0,242.0,
2005,,218.0,263
2006,,210.0,266
2007,,217.0,263
2008,146.0,222.0,263
2009,160.0,202.0,
2010,,203.0,
2011,140.0,195.0,
2012,,214.0,
2013,,222.0,
2014,,223.0,
2015,149.0,206.0,
2016,154.0,204.0,
2017,154.0,224.0,267
2018,151.0,225.0,265
2019,161.0,,264
2020,,206.0,
2021,,213.0,
