Year,MO,OW,FO
2000,132,183.0,298.0
2001,134,182.0,
2002,138,187.0,
2003,,186.0,
2004,112,176.0,
2005,127,185.0,
2006,118,182.0,
2007,144,191.0,
2008,116,181.0,299.0
2009,130,183.0,
2010,119,166.0,
2011,139,177.0,
2012,108,173.0,
2013,,,
2014,133,183.0,
2015,127,198.0,287.0
2016,115,196.0,
2017,128,193.0,
2018,,192.0,
2019,110,172.0,
2020,116,,
2021,,190.0,
