Year,MO,OW,FO
2000,,173,325
2001,108.0,160,353
2002,,191,320
2003,119.0,187,322
2004,145.0,197,306
2005,99.0,164,335
2006,101.0,159,332
2007,136.0,196,329
2008,121.0,173,321
2009,131.0,195,
2010,94.0,172,353
2011,121.0,170,329
2012,116.0,194,342
2013,102.0,168,325
2014,124.0,182,321
2015,108.0,175,
2016,125.0,189,335
2017,129.0,177,342
2018,142.0,207,335
2019,123.0,,327
2020,128.0,180,333
2021,122.0,191,
