Year,MO,OW,FO
2000,153.0,196,301.0
2001,129.0,184,295.0
2002,135.0,194,297.0
2003,132.0,186,307.0
2004,144.0,199,292.0
2005,136.0,186,305.0
2006,133.0,183,306.0
2007,147.0,206,293.0
2008,121.0,187,296.0
2009,142.0,195,289.0
2010,134.0,187,307.0
2011,141.0,191,301.0
2012,147.0,193,294.0
2013,145.0,194,299.0
2014,129.0,191,306.0
2015,147.0,,288.0
2016,147.0,198,304.0
2017,128.0,182,294.0
2018,149.0,199,298.0
2019,138.0,194,
2020,148.0,195,306.0
2021,,195,303.0
