system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2000_interpolate,2001_interpolate,2002_interpolate,2003_interpolate,2004_interpolate,2005_interpolate,2006_interpolate,2007_interpolate,2008_interpolate,2009_interpolate,2010_interpolate,2011_interpolate,2012_interpolate,2013_interpolate,2014_interpolate,2015_interpolate,2016_interpolate,2017_interpolate,2018_interpolate,2019_interpolate,2020_interpolate,2021_interpolate,2022_interpolate
01-01,,,,0.8464555555555555,,0.80136,,,0.7430222222222223,0.8066722222222222,0.6783,0.4654833333333333,,0.8923,0.8076,0.747,0.2671,,,0.6111,,,,,,,0.8464555555555555,,0.80136,,,0.7430222222222223,0.8066722222222222,0.6783,0.4654833333333333,,0.8923,0.8076,0.747,0.2671,,,0.6111,,,
01-02,,,0.8129333333333334,0.7973111111111111,,0.5954777777777778,,,,0.5259666666666667,0.6220555555555556,,,0.5770166666666666,,,0.7768888888888889,0.7183545454545455,,0.8810277777777777,0.7337499999999999,,0.5653222222222222,,,0.8129333333333334,0.7973111111111111,,0.5954777777777778,,,0.8077000000000001,0.5259666666666667,0.6220555555555556,0.5127138888888889,,0.5770166666666666,0.7262,0.7650916666666667,0.7768888888888889,0.7183545454545455,,0.8810277777777777,0.7337499999999999,,0.5653222222222222
01-03,,,,,0.7896,0.5870411764705883,,,0.8723777777777778,0.6215222222222222,,0.5599444444444445,0.52904,,0.6448,0.7831833333333333,,,0.82645,,0.5443,,,,,,0.8164,0.7896,0.5870411764705883,,,0.8723777777777778,0.6215222222222222,,0.5599444444444445,0.52904,0.6009083333333334,0.6448,0.7831833333333333,0.5337333333333333,,0.82645,0.8280777777777778,0.5443,,
01-04,,,,,0.8303333333333334,0.8325666666666667,,,,,,0.4402888888888889,0.8255055555555556,0.6248,,0.7694,0.2905777777777777,,0.73329,,,0.823,,,,,0.8391722222222223,0.8303333333333334,0.8325666666666667,,,,,0.5529388888888889,0.4402888888888889,0.8255055555555556,0.6248,0.6873033333333334,0.7694,0.2905777777777777,0.7099106060606061,0.73329,0.8649018518518519,0.7337499999999999,0.823,0.7145253968253968
01-05,,,,0.8164,0.76785,,0.8141125,,,,,,0.3346333333333333,0.87144375,,,,,0.8417235294117648,0.8280777777777778,,,,,,,0.8164,0.76785,0.7352333333333333,0.8141125,,0.8077000000000001,,0.6220555555555556,0.5475675213675214,0.3346333333333333,0.87144375,0.6342388888888889,0.7656346153846154,0.5326833333333333,0.7323423636363637,0.8417235294117648,0.8280777777777778,0.7292291666666667,,0.660614761904762
01-06,,0.7970555555555555,,0.9038055555555556,,,0.5840571428571428,,,,0.4838222222222222,,,,,0.7618692307692307,0.7747888888888889,0.7014666666666667,0.835025,0.8856,0.74995,,0.8637285714285714,,0.7970555555555555,,0.9038055555555556,0.772875,0.7720823529411766,0.5840571428571428,,0.745081746031746,0.6526757834757834,0.4838222222222222,0.5475675213675214,0.5852444444444445,0.7462514583333333,0.7068233333333334,0.7618692307692307,0.7747888888888889,0.7014666666666667,0.835025,0.8856,0.74995,,0.8637285714285714
01-07,,0.7486666666666667,,,0.7779,0.7352333333333333,,,,,0.8570733333333334,,0.8358555555555556,,0.6236777777777778,,,0.7844,,,0.8934375,,,,0.7486666666666667,,0.8209402777777779,0.7779,0.7352333333333333,,,0.6177857142857143,0.8105384615384615,0.8570733333333334,0.6197230769230769,0.8358555555555556,0.8351829861111111,0.6236777777777778,0.7618692307692307,0.5326833333333333,0.7844,0.8515180555555555,0.84654,0.8934375,0.8561888888888889,0.6744087301587302
01-08,,,,0.738075,0.7352277777777778,0.7484470588235295,,0.8254888888888888,0.6177857142857143,,,0.6548461538461539,0.7359249999999999,,0.8756,,,0.74758,0.8680111111111111,,0.6065277777777778,,0.4850888888888889,,0.7680555555555555,,0.738075,0.7352277777777778,0.7484470588235295,0.621974025974026,0.8254888888888888,0.6177857142857143,0.7646556573056573,0.7170257912457912,0.6548461538461539,0.7359249999999999,0.8166236805555555,0.8756,0.6734864102564102,0.5314998371998371,0.74758,0.8680111111111111,0.752905925925926,0.6065277777777778,0.8395944444444444,0.4850888888888889
01-09,,,,0.6134666666666667,0.7738,,,0.49782,,,,,0.5627777777777778,0.7989222222222222,,0.57426,,0.5917222222222223,0.8254,0.84654,,0.8893777777777777,0.7563222222222222,,0.758361111111111,0.8222666666666667,0.6134666666666667,0.7738,0.7352333333333333,0.6058049999999999,0.49782,0.5820095238095238,0.8094099002849002,0.8101818181818182,0.6197230769230769,0.5627777777777778,0.7989222222222222,0.7558,0.57426,0.5326833333333333,0.5917222222222223,0.8254,0.84654,0.6317194444444445,0.8893777777777777,0.7563222222222222
01-10,,0.7680555555555555,,,0.6687888888888889,,0.6598909090909091,0.8235625,,0.8105384615384615,0.8101818181818182,,0.8569333333333333,,,,,,0.8534058823529411,0.5265777777777778,0.6569111111111111,,,,0.7680555555555555,0.8222666666666667,0.7353672222222224,0.6687888888888889,0.6556901960784314,0.6598909090909091,0.8235625,0.5820095238095238,0.8105384615384615,0.8101818181818182,0.6197230769230769,0.8569333333333333,0.7921638888888889,0.7535518518518519,0.68433,0.6377571937321938,0.5917222222222223,0.8534058823529411,0.5265777777777778,0.6569111111111111,0.8561888888888889,0.7563222222222222
