system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2000_interpolate,2001_interpolate,2002_interpolate,2003_interpolate,2004_interpolate,2005_interpolate,2006_interpolate,2007_interpolate,2008_interpolate,2009_interpolate,2010_interpolate,2011_interpolate,2012_interpolate,2013_interpolate,2014_interpolate,2015_interpolate,2016_interpolate,2017_interpolate,2018_interpolate,2019_interpolate,2020_interpolate,2021_interpolate,2022_interpolate
01-01,,,,,,,,0.5305333333333333,0.5166888888888889,,,0.5106555555555555,0.4830222222222222,0.5150666666666667,0.5114333333333333,,0.5557444444444445,0.5875888888888889,0.4911,,,,,,,,,,,,0.5305333333333333,0.5166888888888889,,,0.5106555555555555,0.4830222222222222,0.5150666666666667,0.5114333333333333,,0.5557444444444445,0.5875888888888889,0.4911,,,,
01-02,,0.5395,,0.5188,0.4257666666666667,0.7310666666666666,0.4094555555555556,,0.5288,0.0382166666666666,,0.4059333333333333,,,0.5551666666666667,0.5338666666666667,0.4414833333333333,0.5309,,,0.5789333333333333,0.54745,,,0.5395,,0.5188,0.4257666666666667,0.7310666666666666,0.4094555555555556,,0.5288,0.0382166666666666,,0.4059333333333333,0.4642944444444444,,0.5551666666666667,0.5338666666666667,0.4414833333333333,0.5309,0.48866666666666664,,0.5789333333333333,0.54745,
01-03,,,,,,,,,,0.4593444444444444,,0.4807,0.4455666666666666,,,,,,0.4862333333333333,,,,0.3586222222222222,,,,0.42129444444444447,,0.5172,,0.4543222222222222,,0.4593444444444444,,0.4807,0.4455666666666666,0.5216166666666666,0.5114333333333333,0.5352666666666667,0.4619111111111111,0.4857722222222222,0.4862333333333333,,,,0.3586222222222222
01-04,,,,0.3237888888888889,,0.3033333333333333,,0.039,,,,0.30935,0.5244666666666666,,,0.5366666666666666,,0.4406444444444444,0.5371444444444444,0.4001555555555555,,,0.0242333333333333,,,,0.3237888888888889,0.4811888888888889,0.3033333333333333,0.42318333333333336,0.039,0.45253333333333334,,,0.30935,0.5244666666666666,0.5664933333333334,0.5551666666666667,0.5366666666666666,0.4414833333333333,0.4406444444444444,0.5371444444444444,0.4001555555555555,,0.5261083333333333,0.0242333333333333
01-05,,,,,,,,0.4543222222222222,,,,0.6972,0.5110428571428571,0.5281666666666667,0.0325333333333333,0.5054,0.4619111111111111,0.5104777777777778,0.6305428571428572,0.595,,0.4299166666666666,,,0.5384555555555556,,0.42129444444444447,0.49396444444444443,0.4251555555555555,0.4437133333333333,0.4543222222222222,0.4335416666666667,0.46292222222222223,,0.6972,0.5110428571428571,0.5281666666666667,0.0325333333333333,0.5054,0.4619111111111111,0.5104777777777778,0.6305428571428572,0.595,0.5605555555555556,0.4299166666666666,0.34141666666666665
01-06,,,,,0.5366111111111111,0.5469777777777778,0.4369111111111111,,0.3762666666666667,,0.5502444444444444,,0.6413,0.5711333333333334,0.7209333333333333,,,0.4239555555555555,0.4029222222222222,0.3024,,,0.6586,,0.5395,,0.43632444444444446,0.5366111111111111,0.5469777777777778,0.4369111111111111,0.37041777777777773,0.3762666666666667,0.46292222222222223,0.5502444444444444,0.56855,0.6413,0.5711333333333334,0.7209333333333333,0.5054,0.4288638888888888,0.4239555555555555,0.4029222222222222,0.3024,0.6246833333333333,0.5261083333333333,0.6586
01-07,,,,0.54886,0.5182777777777778,0.5277111111111111,0.4748,,,0.4665,0.6241444444444445,0.4398999999999999,0.4393,,0.5427333333333333,,0.3958166666666666,0.5015222222222222,,,0.4323,0.6223,0.7789666666666667,,0.5534013888888889,,0.54886,0.5182777777777778,0.5277111111111111,0.4748,0.4529222222222222,0.39555833333333335,0.4665,0.6241444444444445,0.4398999999999999,0.4393,0.6964833333333333,0.5427333333333333,0.47605555555555557,0.3958166666666666,0.5015222222222222,0.5422166666666667,0.41805,0.4323,0.6223,0.7789666666666667
01-08,,0.5374111111111112,0.15695,,0.5079777777777778,0.4537555555555555,0.4742166666666667,,,,0.6691666666666667,0.4844111111111111,0.5354,0.8218333333333333,0.7608111111111111,0.4467111111111111,0.3727444444444444,0.4824222222222222,,0.5337,0.6704333333333333,0.5474222222222223,,,0.5374111111111112,0.15695,0.54886,0.5079777777777778,0.4537555555555555,0.4742166666666667,0.4529222222222222,0.3765666666666667,0.45514305555555556,0.6691666666666667,0.4844111111111111,0.5354,0.8218333333333333,0.7608111111111111,0.4467111111111111,0.3727444444444444,0.4824222222222222,0.47256944444444443,0.5337,0.6704333333333333,0.5474222222222223,0.7789666666666667
01-09,,,,,,0.7647222222222223,0.8946388888888889,0.4515222222222222,,,,0.3079733333333333,0.5973333333333334,0.6428722222222222,,,0.2930222222222222,0.8144888888888889,0.5422166666666667,,0.7178611111111111,0.9393,,,0.5512722222222222,,0.5498218903318903,0.49161581196581194,0.7647222222222223,0.8946388888888889,0.4515222222222222,0.5179538888888888,0.46292222222222223,0.6154,0.3079733333333333,0.5973333333333334,0.6428722222222222,0.8113333333333332,0.6470555555555556,0.2930222222222222,0.8144888888888889,0.5422166666666667,,0.7178611111111111,0.9393,0.8146555555555556
01-10,,,,,0.4752538461538462,,0.8982444444444445,,0.3768666666666667,,0.5616333333333333,,0.9061333333333332,0.8705333333333334,0.8618555555555555,,,0.7921555555555555,,,0.7988444444444445,0.4310888888888889,0.8503444444444445,,0.5512722222222222,0.3322027777777778,0.54886,0.4752538461538462,0.7647222222222223,0.8982444444444445,0.4529222222222222,0.3768666666666667,0.4421777777777778,0.5616333333333333,0.36238666666666663,0.9061333333333332,0.8705333333333334,0.8618555555555555,0.7606375000000001,0.4288638888888888,0.7921555555555555,0.5422166666666667,,0.7988444444444445,0.4310888888888889,0.8503444444444445
