system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2000_interpolate,2001_interpolate,2002_interpolate,2003_interpolate,2004_interpolate,2005_interpolate,2006_interpolate,2007_interpolate,2008_interpolate,2009_interpolate,2010_interpolate,2011_interpolate,2012_interpolate,2013_interpolate,2014_interpolate,2015_interpolate,2016_interpolate,2017_interpolate,2018_interpolate,2019_interpolate,2020_interpolate,2021_interpolate,2022_interpolate
10-17,,0.29445,,,,,,,0.0030777777777777,0.0672333333333333,0.02002,0.0569125,,,,,,,,,,,,0.16959259259259254,0.29445,0.14691888888888882,0.027065158730158675,0.03013088235294115,0.0020266666666666497,0.0054142857142857,0.008475555555555481,0.0030777777777777,0.0672333333333333,0.02002,0.0569125,,0.1664368055555555,0.0055305555555555,,,,0.1470194444444444,-0.0004699768518518505,0.443097335600907,0.0216954545454545,0.002506481481481456
10-18,,,,,,,,,,,,,,0.3286624999999999,0.0034166666666666,,,,0.26635,-0.00395,,,-0.0093833333333333,0.16959259259259254,0.00125,0.14691888888888882,0.03233976190476185,0.020021323529411723,0.0044,0.009047231040564369,0.011408333333333251,0.0027888888888888503,,0.02201699999999995,0.12268177083333333,,0.3286624999999999,0.0034166666666666,,,,0.26635,-0.00395,0.443097335600907,0.0408,-0.0093833333333333
10-19,,,0.1742399999999999,,,,,,,,,,,,,,,,,,0.9310857142857144,,,0.10824953703703699,0.29445,0.1742399999999999,0.03410999999999995,0.0099117647058823,0.004019290123456769,0.014666596119929445,0.011408333333333251,0.00213333333333325,,0.0325433333333333,0.02988680555555555,,0.1664368055555555,0.0036172222222221597,,,,0.14582166666666663,-0.003652777777777775,0.9310857142857144,0.0536280976430976,0.007214898989898963
10-20,,-0.0004857142857142,,,0.0099117647058823,,,,0.0011888888888888,,,,,,,,,0.0096,0.0252933333333333,,,0.0408,,0.10953921957671954,-0.0004857142857142,0.1742399999999999,0.03411777777777774,0.0099117647058823,0.003983873456790102,0.02057714285714285,0.015193055555555477,0.0011888888888888,,0.04322711111111109,0.02988680555555555,,0.1975701388888888,0.0023416666666666,,,0.0096,0.0252933333333333,-0.003652777777777775,0.7032837301587302,0.0408,-0.0023138888888889005
10-21,,0.2962,,,0.0083944444444444,,,,,,0.0450666666666666,0.0028611111111111,,0.0664777777777777,,,,0.0041944444444444,0.0349166666666666,,,,,0.1111201719576719,0.2962,0.1742399999999999,0.03410999999999995,0.0083944444444444,0.0038894290123456608,0.02057714285714285,0.015193055555555477,0.00389944444444437,,0.0450666666666666,0.0028611111111111,,0.0664777777777777,0.0023416666666666,,,0.0041944444444444,0.0349166666666666,-0.0033555555555555504,0.47548174603174603,0.09351666666666665,0.007924999999999982
10-22,,,,,,-0.00148,,,,,0.0769,,,,0.0012666666666666,,,,,,,0.1462333333333333,,0.11648333805744515,,0.16266805555555547,0.030736309523809482,0.016631871822803155,-0.00148,0.05675420634920634,0.015193055555555477,0.00485833333333325,,0.0769,0.07715754945286195,,0.1975701388888888,0.0012666666666666,,,0.0051444444444443994,0.03598774509803915,-0.00335555555555555,0.47548174603174603,0.1462333333333333,0.0047555555555555
10-23,0.0026444444444444,,,,,0.0053444444444444,,,,,,,,,,,,0.0060944444444444,0.0370588235294117,,,,0.0047555555555555,0.0026444444444444,,0.21826999999999994,0.03114125661375657,0.016631871822803155,0.0053444444444444,0.07731849206349206,0.015193055555555477,0.009498263888888813,,0.04160555555555555,0.06228466435185183,,0.2516836489898989,0.0036172222222221597,,,0.0060944444444444,0.0370588235294117,0.023225555555555562,0.0337430555555555,0.06592407407407402,0.0047555555555555
10-24,0.5025,,,0.0506666666666666,,,,0.0189777777777777,0.0085277777777777,,0.0063111111111111,,,,,,,,0.0285428571428571,,,,,0.5025,,0.14691888888888882,0.0506666666666666,0.01199792120551921,0.0044,0.0670363492063492,0.0189777777777777,0.0085277777777777,,0.0063111111111111,0.012551157407407384,,0.1975701388888888,0.00909696969696965,,,0.009566666666666635,0.0285428571428571,-0.0027611111111111,0.30600535714285715,0.08132962962962959,0.02840277777777775
10-25,,,,,,,,,,,,,,,,,,,,,0.0198777777777777,,,0.1917069444444444,,0.14691888888888882,0.0341333333333333,0.0083944444444444,0.0027548148148148002,0.06697499999999999,,0.018778124999999937,0.0863833333333333,0.00466666666666665,0.012551157407407384,,0.2764681818181818,0.008386868686868634,0.04283333333333332,,0.009566666666666635,0.0336880952380952,0.0035555555555555,0.0198777777777777,0.05051851851851846,0.0047555555555555
10-26,,,,,,,0.03574,,,,0.0030222222222222,,,,,,,,0.0388333333333333,-0.0027611111111111,,,0.05205,0.2547277777777777,,0.12780798611111105,0.0335666666666666,0.0070722222222222,0.0048722222222222,0.03574,,0.023418055555555498,0.21071666666666666,0.0030222222222222,0.0069222222222222,,0.2041219967532467,0.00909696969696965,0.0549,,0.011103472222222192,0.0388333333333333,-0.0027611111111111,0.0337430555555555,0.05051851851851846,0.05205
10-27,,,,0.0176,,,,,,,,,,,0.0169272727272727,,,,,,,0.0042388888888888,0.0003222222222222,0.19646805555555547,,0.12161252314814808,0.0176,0.0083944444444444,0.0051083333333333,0.06186460317460317,,0.0240868055555555,0.21071666666666666,0.016026631393298033,0.0049055555555555,,0.1975701388888888,0.0169272727272727,,,0.0060944444444444,0.024511111111111053,0.04114444444444445,0.0337430555555555,0.0042388888888888,0.0003222222222222
10-28,0.0069555555555555,,0.2623,0.0335666666666666,,0.0044,,,0.0383083333333333,,,,,0.5286,0.0069666666666666,,,,0.0101888888888888,0.08505,0.0476083333333333,0.0010833333333333,,0.0069555555555555,,0.2623,0.0335666666666666,0.02138950617283949,0.0044,0.12917,,0.0383083333333333,,0.0030222222222222,0.004822558922558903,,0.5286,0.0069666666666666,,,0.013977777777777749,0.0101888888888888,0.08505,0.0476083333333333,0.0010833333333333,0.0010444444444444
10-29,0.0216888888888888,,0.0042166666666666,,,,,,,,,,,,,,,,,,,,0.0017666666666666,0.0216888888888888,,0.0042166666666666,0.020006349206349194,0.024684567901234557,0.011874999999999976,0.12904666666666667,,0.0254243055555555,,0.0029039682539682,0.005018703703703684,,0.2764681818181818,0.0207833333333333,,,0.0218611111111111,0.0075055555555555,0.04114444444444445,0.038639274691357986,0.026734876543209822,0.0017666666666666
