system:time_start,B1
2010-01-06,0.5277222222222222
2010-01-10,0.5024333333333333
2010-01-15,0.7834888888888889
2010-01-19,0.7207444444444444
2010-01-21,0.5462
2010-01-25,0.4867
2010-01-26,0.7501333333333333
2010-01-31,0.7704888888888889
2010-02-02,0.7432333333333333
2010-02-04,0.8734222222222222
2010-02-08,0.4430222222222222
2010-02-10,0.7894222222222222
2010-02-11,0.7389
2010-02-12,0.8230000000000001
2010-02-14,0.28673333333333334
2010-02-15,0.7663777777777778
2010-02-16,0.7467555555555555
2010-02-17,0.7478111111111111
2010-02-20,0.8507
2010-02-25,0.8400222222222222
2010-02-27,0.8256666666666667
2010-03-02,0.8326
2010-03-07,0.8464
2010-03-08,0.7291
2010-03-10,0.8845
2010-03-11,0.6206888888888888
2010-03-13,0.8516333333333334
2010-03-15,0.8611888888888889
2010-03-17,0.8902222222222222
2010-03-18,0.8881555555555556
2010-03-19,0.8467
2010-03-24,0.8666111111111111
2010-03-25,0.8750777777777778
2010-03-27,0.6463929159300668
2010-03-29,0.8754444444444445
2010-04-02,0.8727111111111111
2010-04-06,0.8691888888888889
2010-04-08,0.8394111111111111
2010-04-11,0.8219444444444445
2010-04-14,0.6078555555555556
2010-04-19,0.8227666666666666
2010-04-20,0.8738444444444444
2010-04-24,0.8305222222222222
2010-04-25,0.8065444444444444
2010-04-28,0.48980429768562317
2010-05-02,0.7739555555555555
2010-05-07,0.627367233215438
2010-05-09,0.7490666666666667
2010-05-10,0.7702333333333333
2010-05-14,0.8509333333333333
2010-05-15,0.7866444444444445
2010-05-16,0.7623142857142857
2010-05-17,0.772
2010-05-18,0.7421333333333333
2010-05-20,0.7400333333333333
2010-05-21,0.7189111111111111
2010-05-22,0.7441444444444445
2010-05-25,0.6785777777777778
2010-05-29,0.7521111111111112
2010-05-30,0.607700499817729
2010-05-31,0.7218333333333333
2010-06-01,0.7424888888888889
2010-06-03,0.5429
2010-06-05,0.4409666666666667
2010-06-07,0.3126285714285714
2010-06-12,0.15907142857142856
2010-06-15,0.1260406870897611
2010-06-16,0.1361888888888889
2010-06-26,0.10442222222222222
2010-06-27,0.0893111111111111
2010-06-28,0.12137777777777778
2010-07-01,0.03877777777777778
2010-07-03,0.09872222222222221
2010-07-10,0.18392857142857144
2010-07-11,0.06998888888888889
2010-07-12,0.0932
2010-07-13,0.09464444444444445
2010-07-14,0.09725555555555555
2010-07-15,0.08638888888888889
2010-07-16,0.09079999999999999
2010-07-17,0.09498282196985351
2010-07-18,0.07037777777777778
2010-07-19,0.08804444444444444
2010-07-20,0.07822222222222222
2010-07-21,0.0927
2010-07-23,0.0416
2010-07-24,0.09052222222222223
2010-07-25,0.08645555555555555
2010-07-27,0.0724111111111111
2010-07-28,0.08843333333333334
2010-07-29,0.07886666666666667
2010-07-30,0.09444444444444444
2010-08-01,0.09424444444444445
2010-08-06,0.08312222222222222
2010-08-07,0.07953333333333333
2010-08-08,0.17142222222222223
2010-08-09,0.07983333333333334
2010-08-10,0.09162222222222222
2010-08-23,0.06982222222222222
2010-08-24,0.1191
2010-08-29,0.08374444444444444
2010-08-30,0.07808888888888889
2010-08-31,0.08896666666666667
2010-09-01,0.14035555555555554
2010-09-02,0.09648888888888889
2010-09-03,0.08743175424893697
2010-09-04,0.08008888888888889
2010-09-05,0.08351111111111112
2010-09-06,0.07808888888888889
2010-09-07,0.09984444444444444
2010-09-08,0.10464444444444444
2010-09-09,0.11953333333333332
2010-09-13,0.07444444444444444
2010-09-14,0.08853333333333334
2010-09-23,0.07953333333333333
2010-09-24,0.040188888888888885
2010-09-26,0.09678571428571428
2010-10-01,0.07657777777777777
2010-10-02,0.0855888888888889
2010-10-03,0.10452222222222222
2010-10-04,0.10490000000000001
2010-10-05,0.16277713277339936
2010-10-08,0.07775555555555555
2010-10-10,0.4436555555555556
2010-10-25,0.2384888888888889
2010-10-29,0.3211
2010-10-31,0.5278444444444444
2010-11-01,0.3076
2010-11-06,0.42495555555555553
2010-11-08,0.6906444444444444
2010-11-13,0.27694444444444444
2010-11-19,0.7123555555555555
2010-11-20,0.6991444444444445
2010-11-21,0.3639777777777778
2010-11-22,0.3143888888888889
2010-11-29,0.6009222222222222
2010-12-01,0.48162222222222223
