Year,MO,OW,FO
2000,154,196.0,293.0
2001,125,,
2002,145,198.0,306.0
2003,123,182.0,
2004,144,202.0,
2005,130,189.0,307.0
2006,139,180.0,311.0
2007,147,197.0,302.0
2008,130,189.0,306.0
2009,140,196.0,305.0
2010,142,196.0,321.0
2011,140,192.0,299.0
2012,138,187.0,306.0
2013,140,191.0,311.0
2014,128,187.0,314.0
2015,136,194.0,299.0
2016,132,187.0,311.0
2017,127,183.0,290.0
2018,143,195.0,300.0
2019,138,204.0,303.0
2020,145,194.0,299.0
2021,139,187.0,318.0
2022,132,184.0,309.0
