Year,MO,OW,FO
2000,146.0,197.0,
2001,140.0,,
2002,148.0,,308.0
2003,126.0,,
2004,145.0,,
2005,137.0,188.0,
2006,124.0,184.0,
2007,151.0,,
2008,117.0,,313.0
2009,147.0,,
2010,137.0,184.0,
2011,152.0,187.0,
2012,129.0,191.0,
2013,145.0,201.0,306.0
2014,142.0,,
2015,152.0,,317.0
2016,147.0,,312.0
2017,140.0,,
2018,,196.0,308.0
2019,120.0,,
2020,,189.0,
2021,,186.0,
2022,142.0,185.0,
