Year,MO,OW,FO
2000,,196.0,264.0
2001,,,264.0
2002,146.0,193.0,
2003,135.0,196.0,
2004,146.0,194.0,280.0
2005,132.0,174.0,271.0
2006,119.0,186.0,
2007,143.0,177.0,
2008,137.0,189.0,
2009,144.0,192.0,266.0
2010,133.0,177.0,
2011,135.0,173.0,
2012,133.0,183.0,
2013,139.0,162.0,
2014,149.0,185.0,
2015,124.0,,
2016,145.0,172.0,
2017,123.0,170.0,
2018,144.0,191.0,275.0
2019,154.0,192.0,
2020,153.0,182.0,
2021,148.0,179.0,268.0
2022,124.0,176.0,
