Year,MO,OW,FO
2000,151.0,197.0,275.0
2002,152.0,214.0,
2003,145.0,,262.0
2004,152.0,218.0,
2005,141.0,209.0,
2006,,200.0,
2007,145.0,203.0,
2008,137.0,212.0,276.0
2009,145.0,210.0,
2010,145.0,196.0,
2011,141.0,192.0,
2012,139.0,205.0,
2013,139.0,203.0,
2014,151.0,218.0,
2015,149.0,210.0,
2016,145.0,195.0,
2017,147.0,205.0,
2018,146.0,209.0,278.0
2019,,207.0,252.0
2020,146.0,195.0,270.0
2021,144.0,203.0,
2022,149.0,203.0,
