Year,MO,OW,FO
2000,123.0,167.0,
2001,109.0,,
2002,,190.0,321.0
2003,119.0,184.0,
2004,144.0,197.0,
2005,100.0,165.0,
2006,102.0,161.0,340.0
2007,139.0,197.0,
2008,118.0,169.0,316.0
2009,,197.0,
2010,87.0,173.0,329.0
2011,122.0,169.0,
2012,,198.0,
2013,103.0,172.0,324.0
2014,125.0,179.0,339.0
2015,107.0,178.0,
2016,126.0,185.0,342.0
2017,121.0,173.0,
2018,135.0,203.0,339.0
2019,135.0,231.0,
2020,125.0,178.0,
2021,117.0,189.0,
2022,116.0,159.0,
