Year,MO,OW,FO
2000,,,300.0
2001,109.0,,305.0
2002,,171.0,278.0
2003,120.0,157.0,312.0
2004,142.0,191.0,
2005,122.0,171.0,303.0
2006,93.0,164.0,
2007,104.0,176.0,297.0
2008,131.0,176.0,295.0
2009,146.0,,
2010,,167.0,306.0
2011,133.0,174.0,304.0
2012,119.0,181.0,300.0
2013,130.0,165.0,
2014,122.0,169.0,293.0
2015,115.0,178.0,
2016,106.0,172.0,
2017,,178.0,297.0
2018,,168.0,
2019,,173.0,292.0
2020,122.0,187.0,291.0
2021,134.0,184.0,302.0
2022,111.0,176.0,293.0
