Year,MO,OW,FO
2000,118.0,165.0,
2001,122.0,,
2002,109.0,160.0,
2003,100.0,,
2004,87.0,159.0,
2005,93.0,160.0,
2006,81.0,,
2007,82.0,,
2008,122.0,188.0,
2009,120.0,148.0,
2010,114.0,165.0,
2011,,134.0,
2012,80.0,,
2013,110.0,157.0,
2014,121.0,177.0,
2015,123.0,160.0,
2016,98.0,124.0,
2017,111.0,174.0,
2018,,179.0,
2019,110.0,173.0,
2020,,158.0,
2021,135.0,161.0,
2022,115.0,148.0,301.0
