Year,MO,OW,FO
2000,145.0,191.0,
2001,126.0,,300.0
2002,,,292.0
2003,119.0,188.0,300.0
2004,139.0,206.0,
2005,127.0,191.0,301.0
2006,147.0,,297.0
2007,,192.0,
2008,126.0,184.0,
2009,147.0,198.0,
2010,153.0,194.0,302.0
2011,,189.0,304.0
2012,153.0,,292.0
2013,,182.0,
2014,127.0,197.0,
2015,,194.0,290.0
2016,157.0,185.0,293.0
2017,125.0,182.0,
2018,157.0,202.0,280.0
2019,143.0,204.0,303.0
2020,159.0,195.0,291.0
2021,156.0,185.0,
2022,,185.0,289.0
