Year,MO,OW,FO
2000,123.0,,
2001,106.0,,
2002,126.0,178.0,
2003,116.0,160.0,
2004,110.0,171.0,
2005,118.0,157.0,
2006,100.0,151.0,344.0
2007,,173.0,337.0
2008,,163.0,
2009,119.0,,
2011,126.0,170.0,342.0
2012,120.0,161.0,
2013,124.0,,340.0
2014,123.0,176.0,
2015,,166.0,338.0
2016,127.0,,
2017,125.0,170.0,
2018,134.0,,341.0
2019,115.0,,
2020,113.0,167.0,
2021,,160.0,
2022,119.0,170.0,
