Year,MO,OW,FO
2000,151.0,196,297.0
2001,124.0,181,
2002,141.0,198,308.0
2003,121.0,183,
2004,,201,
2005,132.0,189,305.0
2006,133.0,180,309.0
2007,143.0,196,
2008,128.0,186,311.0
2009,,193,312.0
2010,143.0,195,
2011,138.0,191,297.0
2012,137.0,188,
2013,143.0,190,311.0
2014,126.0,186,309.0
2015,139.0,194,302.0
2016,127.0,187,
2017,127.0,178,295.0
2018,143.0,199,297.0
2019,138.0,206,302.0
2020,146.0,193,
2021,137.0,185,319.0
