Year,MO,OW,FO
2000,,,266.0
2001,,236.0,
2002,156,,267.0
2004,154,,
2005,,218.0,263.0
2006,,210.0,266.0
2007,155,217.0,
2008,147,219.0,263.0
2009,160,208.0,
2010,,204.0,
2011,,195.0,
2012,,212.0,
2013,161,221.0,
2014,,222.0,
2015,149,206.0,
2016,154,205.0,
2017,153,224.0,267.0
2018,151,225.0,265.0
2019,161,222.0,264.0
2020,140,206.0,
2021,150,213.0,
