Year,MO,OW,FO
2000,153.0,,
2002,136.0,197.0,
2003,135.0,180.0,264.0
2004,150.0,207.0,
2005,143.0,197.0,
2006,124.0,194.0,
2007,146.0,187.0,
2008,,186.0,
2009,,193.0,
2010,,183.0,
2011,,196.0,
2012,138.0,191.0,
2013,149.0,200.0,
2015,,193.0,
2016,153.0,191.0,
2017,157.0,203.0,
2018,,198.0,
2019,136.0,,
2020,,203.0,
2021,,185.0,
