Year,MO,OW,FO
2000,,193.0,
2001,124,,300.0
2002,141,,
2003,,189.0,
2004,160,206.0,279.0
2005,141,193.0,
2006,143,182.0,300.0
2007,152,194.0,
2008,125,185.0,
2009,148,202.0,
2010,151,,
2011,141,,297.0
2012,153,,292.0
2013,154,183.0,
2014,131,193.0,
2015,144,198.0,290.0
2016,155,182.0,293.0
2017,125,182.0,279.0
2018,147,,278.0
2019,,,295.0
2020,158,191.0,292.0
2021,,186.0,311.0
