Year,MO,OW,FO
2000,154.0,214.0,276.0
2001,149.0,205.0,281.0
2002,,214.0,276.0
2003,153.0,223.0,289.0
2004,155.0,226.0,277.0
2005,151.0,219.0,268.0
2006,140.0,200.0,
2007,151.0,,
2008,,209.0,284.0
2009,157.0,223.0,
2010,153.0,208.0,
2011,145.0,202.0,283.0
2012,144.0,212.0,289.0
2013,141.0,205.0,
2014,140.0,216.0,
2015,148.0,220.0,275.0
2016,147.0,203.0,290.0
2017,132.0,204.0,276.0
2018,146.0,210.0,274.0
2019,140.0,,291.0
2020,155.0,208.0,
2021,153.0,,
