Year,MO,OW,FO
2000,146,,
2001,,241.0,
2002,141,209.0,236.0
2003,148,205.0,252.0
2004,144,237.0,257.0
2005,140,199.0,257.0
2006,146,218.0,241.0
2007,147,204.0,251.0
2008,,205.0,
2009,144,233.0,
2010,146,227.0,257.0
2011,144,194.0,244.0
2012,140,221.0,256.0
2013,150,,
2014,149,239.0,
2015,144,214.0,252.0
2016,145,213.0,
2017,,,
2018,143,,256.0
2019,139,,247.0
2020,140,,240.0
2021,146,212.0,
