system:time_start,B1,B1_interpolate
2005-02-07,0.8325666666666667,0.8325666666666667
2005-02-08,,
2005-02-09,,
2005-02-10,,
2005-02-11,,
2005-02-12,,0.819288888888889
2005-02-13,,0.8067611111111112
2005-02-14,,0.7781376543209876
2005-02-15,,0.773304938271605
2005-02-16,0.8310666666666666,0.8310666666666666
2005-02-17,,0.7942333333333333
2005-02-18,,0.7684722222222223
2005-02-19,0.7574,0.7574
2005-02-20,,0.71695
2005-02-21,0.6765,0.6765
2005-02-22,,0.7499666666666666
2005-02-23,,0.7584944444444444
2005-02-24,,0.7811680555555556
2005-02-25,0.8404888888888888,0.8404888888888888
2005-02-26,0.8491888888888889,0.8491888888888889
2005-02-27,,0.8448388888888889
2005-02-28,,0.8274619907407408
2005-03-01,,0.8491888888888889
2005-03-02,,0.8571888888888889
2005-03-03,,0.8571888888888889
2005-03-04,,0.8665574074074073
2005-03-05,,0.8611888888888889
2005-03-06,0.8651888888888889,0.8651888888888889
2005-03-07,,0.8611888888888889
2005-03-08,,0.8591064477817477
2005-03-09,,0.8772944444444444
2005-03-10,,0.8516142676025175
2005-03-11,,0.8651888888888889
2005-03-12,,0.8647581439022688
2005-03-13,0.8894,0.8894
2005-03-14,0.8002539139186635,0.8002539139186635
2005-03-15,,0.8886444444444445
2005-03-16,,0.844449179181554
2005-03-17,0.8886444444444445,0.8886444444444445
2005-03-18,,0.8804722222222222
2005-03-19,,0.8804722222222222
2005-03-20,0.8723,0.8723
2005-03-21,,0.8770571428571429
2005-03-22,,0.8763021541950113
2005-03-23,,0.8770571428571429
2005-03-24,,0.8581119047619047
2005-03-25,,0.8581119047619047
2005-03-26,,0.8469131395588541
2005-03-27,0.8770571428571429,0.8770571428571429
2005-03-28,,0.8249785714285714
2005-03-29,,0.8249785714285714
2005-03-30,,0.8405971428571428
2005-03-31,0.7729,0.7729
2005-04-01,,0.83365
2005-04-02,0.8944,0.8944
2005-04-03,0.884,0.884
2005-04-04,,0.8876388888888889
2005-04-05,,0.8876388888888889
2005-04-06,,0.8876388888888889
2005-04-07,0.8912777777777777,0.8912777777777777
2005-04-08,0.8407115827696664,0.8407115827696664
2005-04-09,0.9009,0.9009
2005-04-10,,0.8995555555555557
2005-04-11,0.8982111111111112,0.8982111111111112
2005-04-12,0.8925666666666666,0.8925666666666666
2005-04-13,0.8926666666666666,0.8926666666666666
2005-04-14,,0.8717666666666666
2005-04-15,0.8508666666666667,0.8508666666666667
2005-04-16,0.8916888888888889,0.8916888888888889
2005-04-17,0.6176377534866333,0.6176377534866333
2005-04-18,,0.7614799878544278
2005-04-19,0.9053222222222224,0.9053222222222224
2005-04-20,,0.8309776901527689
2005-04-21,,0.8309776901527689
2005-04-22,,0.9053222222222224
2005-04-23,,0.8749651470253077
2005-04-24,0.8261308603816562,0.8261308603816562
2005-04-25,0.9170666666666668,0.9170666666666668
2005-04-26,0.8594030341982841,0.8594030341982841
2005-04-27,0.8805333333333334,0.8805333333333334
2005-04-28,0.8833666666666666,0.8833666666666666
2005-04-29,0.8858888888888888,0.8858888888888888
2005-04-30,0.8361,0.8361
2005-05-01,,0.8960277777777778
2005-05-02,0.9559555555555556,0.9559555555555556
2005-05-03,0.7194,0.7194
2005-05-04,,0.8078928571428572
2005-05-05,0.8963857142857142,0.8963857142857142
2005-05-06,0.9000111111111111,0.9000111111111111
2005-05-07,,0.8842990476190475
2005-05-08,,0.9057388888888889
2005-05-09,,0.8536988888888889
2005-05-10,0.9114666666666666,0.9114666666666666
2005-05-11,,0.7756388888888889
2005-05-12,,0.7756388888888889
2005-05-13,0.6398111111111111,0.6398111111111111
2005-05-14,,0.833818178382464
2005-05-15,,0.8267003731189444
2005-05-16,,0.7865129629629628
2005-05-17,,0.7865129629629628
2005-05-18,,0.8807777777777778
2005-05-19,,0.833818178382464
2005-05-20,,0.8258444444444444
2005-05-21,,0.8149077670173235
2005-05-22,0.9440888888888888,0.9440888888888888
2005-05-23,0.8807777777777778,0.8807777777777778
2005-05-24,0.8789142857142858,0.8789142857142858
2005-05-25,0.8258444444444444,0.8258444444444444
2005-05-26,0.6344492693901062,0.6344492693901062
2005-05-27,0.7603666666666667,0.7603666666666667
2005-05-28,0.7519222222222222,0.7519222222222222
2005-05-29,,0.7614592592592593
2005-05-30,,0.7519222222222222
2005-05-31,0.7720888888888889,0.7720888888888889
2005-06-01,0.5272333333333333,0.5272333333333333
2005-06-02,0.6309954449772834,0.6309954449772834
2005-06-03,0.6683,0.6683
2005-06-04,0.6005555555555555,0.6005555555555555
2005-06-05,,0.5849992063492063
2005-06-06,0.5694428571428571,0.5694428571428571
2005-06-07,0.5007888888888888,0.5007888888888888
2005-06-08,0.5581333333333334,0.5581333333333334
2005-06-09,,0.5396666666666667
2005-06-10,0.5212,0.5212
2005-06-11,0.4644111111111111,0.4644111111111111
2005-06-12,0.3116222222222222,0.3116222222222222
2005-06-13,,0.4644111111111111
2005-06-14,,0.39576996495567923
2005-06-15,,0.3467396825396825
2005-06-16,,0.3467396825396825
2005-06-17,,0.2641857142857143
2005-06-18,,0.23579659863945576
2005-06-19,,0.23579659863945576
2005-06-20,,0.20802487116058543
2005-06-21,0.2641857142857143,0.2641857142857143
2005-06-22,,0.19844285714285714
2005-06-23,,0.1327
2005-06-24,0.1327,0.1327
2005-06-25,,0.1205722222222222
2005-06-26,0.1084444444444444,0.1084444444444444
2005-06-27,,0.13776666666666665
2005-06-28,0.1670888888888889,0.1670888888888889
2005-06-29,0.1550444444444444,0.1550444444444444
