system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
01-01,,,,,,,,,,,,,,,,,,,,,,,
01-02,,,,,,,,,,,,,,,,,,,,,,,
01-03,,,,,,,,,,,,,,,,,,,,,,,
01-04,,,,,,,,,,,,,,,,,,,,,,,
01-05,,,,,,,,,,,,,,,,,,,,,,,
01-06,,,,,,,,,,,,,,,,,,,,,,,
01-07,,,,,,,,,,,,,,,,,,,,,,,
01-08,,,,,,,,,,,,,,,,,,,,,,,
01-09,,,,,,,,,,,,,,,,,,,,,,,
01-10,,,,,,0.5636888888888889,,,,,,,,,0.5565888888888889,,,,,0.09906666666666666,,,
01-11,,,0.7305777777777778,,,,0.5209333333333334,,,,,0.5086666666666667,,0.4838777777777778,,0.5209666666666667,,,,,0.4225,0.5186111111111111,
01-12,,,,0.5650111111111111,,0.48981111111111114,,0.5193888888888889,0.5573111111111111,,,,0.3894666666666667,0.5153555555555556,0.4769666666666667,,,,0.5203444444444445,0.5887666666666667,,,
01-13,,,,,0.5103777777777778,,0.5125111111111111,,,,,,0.5442444444444444,,,,0.4736,,,0.43695555555555554,0.2893222222222222,0.5647333333333333,
01-14,,,,0.5313333333333333,,,,0.5417888888888889,0.4928,,0.4209555555555556,,0.5202666666666667,0.4503333333333333,0.5677555555555556,,,0.605775,0.5722444444444444,,,0.5164333333333334,
01-15,,,,,0.4933666666666667,,,0.5302749999999999,,,,,,0.52455,,,0.6042777777777778,,0.6712777777777778,0.5383,0.5513333333333333,,
01-16,,,,,0.4905,0.5494555555555556,0.47136666666666666,0.8237181818181818,,0.5560888888888889,0.5564611111111111,0.4947666666666667,0.55855,0.5988818181818182,0.6743777777777779,,0.7163,0.8796444444444445,0.43959444444444445,0.50876875,,0.6241555555555556,
01-17,,0.8080777777777778,,,0.6520666666666667,0.3405444444444444,,0.54235,,0.8264333333333334,,,0.5392666666666667,0.5373666666666667,0.7308666666666667,0.5256222222222222,0.6164222222222222,0.28202,,,,0.6706,0.7081375
01-18,,,,,,0.7863333333333333,,0.8649722222222223,0.530725,,0.33353333333333335,0.8260111111111111,,,,0.9366333333333333,,0.9382666666666667,0.6062888888888889,,,0.7467250000000001,0.8956277777777778
01-19,,0.9504,,0.62245,,,,0.8494444444444444,,,,,,,0.6655545454545454,0.84095,0.8918,,0.4681777777777778,0.6357,0.7410666666666667,,0.7519111111111111
01-20,,,0.8193777777777778,0.5311666666666667,,0.8046222222222222,0.8050071428571428,0.8755071428571428,0.8943444444444444,,0.8002111111111111,,,,,,0.6119111111111111,0.8981611111111111,0.8619888888888889,0.8284444444444444,0.5979388888888889,,
