system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
01-01,,,,0.5684222222222222,,0.6662111111111111,,0.5658333333333333,0.4975,0.5198,,0.522,0.38227777777777777,0.5465888888888889,0.47909999999999997,,0.5305333333333333,0.5083222222222222,0.3624428571428571,,,,0.5153666666666666
01-02,,0.5414666666666667,0.511,0.4343666666666667,,0.32903333333333334,0.3842555555555556,,,0.5034333333333334,,0.40173333333333333,0.5281,0.5255277777777778,0.5854555555555556,0.5874666666666667,0.5938777777777777,0.5292333333333333,,,0.3702833333333333,0.5711888888888889,0.5756
01-03,,0.5306666666666666,,,0.5275,0.440025,0.26287777777777777,0.5097058823529412,,0.6404444444444445,0.5085333333333334,,,,0.58489,0.5889,,,0.5937,0.5390777777777778,0.45495555555555556,0.554,
01-04,,,0.3983888888888889,0.4512333333333333,,0.4216666666666667,0.46705555555555556,,,,,0.4873,0.5313444444444445,0.29396666666666665,0.5112066666666667,0.7193555555555555,0.5842055555555555,0.46125,0.5384666666666666,,0.5822875,,
01-05,,,,0.5532,0.41864444444444443,0.5481555555555555,,,0.4231333333333333,0.4333666666666667,0.5861999999999999,0.8266833333333333,1.0161,0.88925,0.44825454545454546,0.6907444444444444,0.4913666666666667,,0.6411333333333333,0.73,,,0.7710722222222223
01-06,,0.854825,,,,,0.4335055555555556,,,,0.9127666666666666,0.4546,0.9240888888888888,0.8669888888888889,,0.5483,0.37137777777777775,0.4869,,0.6245,,0.5848888888888889,
01-07,,,,0.54174,0.8422833333333334,0.8217444444444444,0.4611,,,,0.5086,,,0.8568666666666667,,0.6132125,0.9274666666666667,0.7879444444444444,,0.57035,0.8591555555555556,,
01-08,,0.8016,,,0.8237,,,,,0.5809333333333333,0.7314222222222222,,,0.8397444444444444,,,,,,0.8384444444444444,0.8472333333333333,,
01-09,,,,,,0.7447,0.8771888888888889,,,,,0.29741666666666666,1.0128374999999998,0.8525111111111111,,,,0.7794777777777778,,,0.86696,0.9617444444444444,0.7649666666666667
01-10,,,,0.5150666666666667,0.6743,0.8458666666666667,0.858688888888889,0.8898722222222222,,,0.8377,,0.9190722222222222,0.8620888888888889,0.8905833333333333,,0.7769,0.7727111111111111,,0.9106,0.7187666666666667,,0.8375777777777778
01-11,,,,0.6853666666666667,,,0.4950333333333333,0.8470222222222222,,,,,,0.8419666666666666,,0.8166,0.6617444444444445,,,0.5913555555555555,0.8287444444444445,,0.5433
01-12,,,0.9181333333333334,,,0.7599444444444444,,,0.90366,,0.8730571428571429,,0.8475444444444444,0.8638111111111111,0.70605,0.7924555555555556,,,,,0.8524,,
01-13,,,,,0.8674333333333333,,0.7859,,0.9012333333333333,,,,0.8531666666666666,0.5432444444444444,,0.8454333333333334,,0.8307444444444444,0.6578222222222222,,0.42591111111111113,,0.8344555555555556
01-14,,,0.3319111111111111,,0.8502333333333334,,0.8678333333333333,0.5728555555555556,,,0.7940857142857143,,,0.7537111111111111,0.5930666666666667,0.77055,0.8473833333333334,0.8337125,0.846535294117647,,0.8477722222222223,,
01-15,,,,,0.8352857142857143,,0.6933333333333334,0.8323666666666667,,0.8239375,0.8443333333333334,,0.7383375,,0.6986888888888889,1.1016833333333333,,0.70915,,,0.8631277777777777,0.7324333333333334,
01-16,,,,,0.8404666666666667,0.8628,0.6174,0.7729777777777778,,,,0.5744470588235294,0.7538,0.8130666666666667,,0.8393277777777778,,,0.39968888888888887,0.6288,0.55825,0.8935944444444445,0.4786222222222222
01-17,,,,,0.45322222222222225,0.8259444444444445,0.5674533333333334,0.6555111111111112,,,0.5638388888888889,0.81155,,,0.7454000000000001,0.7864916666666667,,,,0.8114,0.8007777777777778,0.711,
01-18,,0.8678222222222223,,,,0.8119666666666666,,0.81935,,,,0.8310944444444445,,,0.4777,0.83376,0.8090882352941177,0.6375,,0.8311888888888889,0.6951714285714286,,0.8082
01-19,,,,,0.3309,,,0.8430666666666666,0.8162166666666666,,0.38875,,0.7264888888888889,,0.7869,0.7988555555555555,0.8409833333333333,,0.4821875,,0.40835,0.8551222222222222,
01-20,,,0.7810888888888889,0.3685833333333333,,,,0.82996,,0.7581,0.8767833333333334,0.75335,0.4952111111111111,0.6216285714285714,,,,,0.8617055555555556,,0.853,,
