system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
03-21,,0.5781666666666666,,0.8944222222222222,,,,0.8446125,,0.8914222222222222,0.8294111111111111,0.8044,,0.92093125,0.9053642857142857,,0.89998,0.9200222222222223,0.9112,,,,0.8304444444444444
03-22,,0.920188888888889,,0.8800428571428571,,,,,,,,0.8933857142857143,,0.9208333333333334,0.90088,,0.9299111111111111,0.948225,0.9001,0.72384,,,
03-23,0.8947,0.89148,,0.8909111111111111,,,0.6688846153846154,0.88255,,,0.6859999999999999,0.9078277777777778,,,,0.9014444444444444,,,0.718,,,,0.9086
03-24,,,,0.9006285714285714,,0.8495125,0.8917,,,0.8717111111111111,0.8854222222222222,,,,,,,0.8973769230769231,0.8886411764705883,,,0.9112222222222223,0.8957888888888889
03-25,,0.8887,,,,0.8503222222222222,,0.8976214285714286,0.8930176470588235,,0.8866777777777778,0.8712666666666666,0.8833666666666666,,0.8693,0.90696,0.80864,,,0.65467,0.8707076923076923,0.9016444444444445,
03-26,,,,0.9043722222222222,,0.9013333333333333,,,0.8257666666666666,,0.8887785714285714,0.9040111111111111,,0.9014624999999999,0.8190411764705883,0.7887888888888889,0.9013,0.9085384615384615,,,,0.6379,0.89208
03-27,0.9219666666666667,,,0.7664384615384615,,,,,,0.8935611111111111,0.8978,0.9071666666666667,,,,,0.7734,0.9353333333333333,,,,0.8990222222222222,0.9162470588235294
03-28,,,,,,,0.9001055555555556,0.9009714285714285,,,,0.92915,,,,0.9482,0.8934888888888889,0.8882333333333333,0.870625,,,,0.8942111111111111
03-29,,,,0.8467277777777777,,,,0.8062333333333334,,0.900775,0.9200333333333333,,,0.8256444444444445,0.88356,,0.8826357142857143,0.90698,,0.9027375,,,0.8987333333333334
03-30,,,,0.8854444444444445,,,,0.9052055555555556,,,,,0.757,0.9046222222222222,0.9035555555555556,0.9031,0.67802,0.8901846153846154,,,,,0.9621333333333333
03-31,0.9245555555555556,,,,,,,,,,0.919561111111111,,0.78975,0.9093055555555556,,0.7386,,0.8143333333333334,0.9627,,,,0.9055
04-01,,0.8816666666666667,,0.9048,0.9085444444444444,0.8076428571428571,,,,0.8481888888888889,0.9453777777777778,0.90645,0.9314944444444444,,,0.88628,0.90395,,0.8312058823529412,,,,0.90794
04-02,,,,,,0.9118785714285714,,,,,0.9218055555555555,,0.9325111111111111,0.9127222222222222,0.900675,0.9084,,,,,0.9191785714285714,,0.9139777777777778
04-03,0.8669333333333333,0.849075,,0.8986666666666666,0.9005444444444445,0.8492333333333334,0.8982,0.8443555555555555,,,0.9189444444444445,0.8990277777777778,0.9114444444444445,0.9045333333333333,,0.902675,0.9117375,0.9146555555555556,,,0.8619307692307693,,0.9281444444444444
04-04,0.921675,,,,0.9010166666666667,,0.8932722222222222,,,0.8823588235294118,,0.87685,0.85775,0.9106055555555556,0.9390666666666666,,,0.89896,,0.8913555555555556,0.91272,,0.9000222222222223
04-05,0.8647222222222222,,,0.8926611111111111,0.91825,0.9365055555555556,0.91,0.8882,0.911,0.9142166666666667,0.9322166666666667,0.89802,,,,,0.8890777777777777,,,0.9024888888888889,0.9246333333333333,0.8907888888888889,
04-06,,0.8083444444444444,,0.9145,,0.9296166666666666,0.8915142857142857,0.8599833333333333,0.87469,0.8780888888888889,0.8954888888888889,0.9386777777777777,0.9097888888888889,0.8701833333333333,0.8930055555555555,0.941175,0.94885,,0.9167384615384615,0.8954,0.9279777777777778,0.8824375,
04-07,,,,0.8330375,,,0.7012777777777778,0.89815,,0.9052555555555556,0.7067666666666667,0.8876777777777778,,0.9150777777777778,0.9124,0.8472,,0.9471555555555555,,0.9128937500000001,0.9355055555555556,0.9276,
04-08,,0.9030777777777778,,0.9023111111111111,0.9209222222222222,0.9197944444444445,,0.8975888888888889,0.8984166666666666,,0.9279111111111111,,0.9179388888888889,0.9196,0.9200388888888889,0.9080666666666667,0.92562,,,,0.9246055555555556,0.91006,
04-09,0.92708,0.9509,,0.9022944444444444,0.9285388888888889,0.8717555555555556,0.9048055555555555,,0.9164,0.9108777777777778,,,0.9124,0.9492666666666667,0.9299,0.9103888888888889,0.9259000000000001,0.9009333333333334,0.9527,,,0.9062833333333333,0.9055333333333333
04-10,0.91462,0.91034,0.8335,0.9090666666666667,,0.7980111111111111,0.87865,,0.9098555555555555,,0.9179611111111111,0.9050166666666667,0.8684444444444445,0.92176,0.7899444444444444,0.9033714285714286,0.916725,0.8410615384615385,0.7471888888888889,,0.8867333333333334,,0.9139111111111111
04-11,0.907225,0.923225,0.95942,,0.90546,0.9236777777777777,,0.8762888888888889,0.8463923076923077,0.8938888888888888,0.9200722222222222,,0.9385333333333333,0.7495125,,,,,0.6661875,0.9713888888888889,,,
04-12,,0.9016444444444445,,0.8695333333333334,,0.9076277777777778,0.9067277777777778,,0.8736888888888888,,0.92155,,0.9081833333333333,,,0.9116444444444445,,0.9372,0.9153222222222223,,,0.9399000000000001,0.9100222222222223
04-13,,0.9000777777777778,,,0.9176249999999999,0.9293833333333333,0.9254,,0.9054833333333333,0.8884388888888889,0.9216,,0.9309000000000001,0.9024333333333333,0.9162111111111111,0.8976,0.9316111111111112,,0.9764,0.90369,0.9256333333333333,0.9226888888888889,0.92415
04-14,0.9101111111111111,0.9236111111111112,,,,0.9086,0.8895611111111111,,,,,,0.9032277777777777,0.9217785714285714,0.8708214285714286,0.8877944444444444,,0.9301388888888888,0.9205833333333333,0.9098444444444445,0.713375,0.8694722222222222,0.9206444444444445
04-15,0.9219333333333333,,,,0.8655055555555555,,0.9073769230769231,0.9023777777777777,,,,0.92035,0.9080111111111111,,,0.9127,0.915,0.9208666666666667,,0.9185769230769231,0.58682,0.88375,0.917088888888889
04-16,0.9331,,0.937125,0.820023076923077,0.8073388888888889,,0.82355,0.9314222222222222,,,,0.8448307692307693,,0.9076833333333333,0.8973235294117647,0.91965,,,0.8929722222222223,0.9114,,0.9348333333333333,0.91704
04-17,,,0.7759555555555555,,,0.92655,,0.8654555555555555,0.7762888888888889,,0.9060444444444444,0.8962777777777778,0.9009055555555555,0.9149555555555555,0.9281214285714285,0.9093444444444444,0.9081555555555555,0.9116555555555556,,0.9472444444444444,,0.929238888888889,0.9171785714285714
04-18,0.9002555555555556,,0.91436,,,0.9228388888888889,0.9204,0.9137166666666667,0.9067923076923077,0.9003333333333333,0.9151722222222222,,0.92691,,0.9096714285714286,,0.9208111111111111,,0.7885555555555556,0.8510611111111112,0.9130875,0.9407823529411765,0.8967611111111111
04-19,0.9422666666666667,0.858,0.9330111111111111,0.9195,,0.9331611111111111,,,0.8916611111111111,0.9176235294117647,0.8985222222222222,0.9054444444444444,0.9174222222222223,,0.8312999999999999,,0.9155166666666666,0.9110166666666667,,0.8993055555555556,0.8599642857142857,0.8670333333333333,0.9072142857142858
04-20,0.929611111111111,,0.8269333333333333,,,0.9322307692307692,0.6109,0.9167722222222222,0.922611111111111,0.9344,0.9170888888888888,0.9087277777777778,0.8582777777777778,0.9032,,0.8499125,0.9319222222222222,0.9248,,0.9163846153846154,0.896035294117647,,0.9058555555555555
04-21,0.9330222222222222,,0.9161555555555555,,0.986425,0.8871166666666667,,0.9372611111111111,0.8916352941176471,,0.9298944444444445,,0.9006611111111111,0.8290083333333333,0.8885888888888889,,,0.9387214285714286,0.9081555555555556,0.84248,,,0.9083666666666667
04-22,0.8929444444444444,0.9301777777777778,0.9016222222222222,0.735125,,,,0.9180384615384616,0.7583764705882353,0.9148055555555555,0.9263944444444444,0.8938888888888888,0.9312222222222222,0.9621,0.9119611111111111,,,,0.91214,0.9144833333333333,,0.9201222222222222,
04-23,,,0.9235777777777777,,0.9278666666666666,,,0.8812,,,,0.9291375,0.9192166666666667,0.9017333333333333,,0.9145611111111112,0.9386142857142857,0.93105,0.92669,0.8768444444444444,0.9220076923076923,,0.908325
04-24,,,,1.0057111111111112,0.9197642857142857,,,0.9187777777777778,,0.9188444444444445,0.9221777777777778,0.9218666666666666,,0.9183666666666667,0.9078666666666667,,,,0.8940555555555556,0.9611611111111111,0.9193722222222223,,0.9293111111111111
04-25,,,,0.7638,0.8070999999999999,0.8142777777777778,,0.9542888888888889,,0.8993611111111111,,,,0.9345777777777778,0.9399076923076923,0.9526111111111111,0.97,0.9279944444444445,0.8851111111111111,0.900025,0.907988888888889,0.9327692307692308,0.9315785714285714
04-26,,,,,0.9258307692307692,0.8924888888888889,0.8992428571428571,0.7903611111111111,0.9318,0.9548307692307693,0.8369666666666666,0.8150555555555555,,0.9324277777777777,,0.8104722222222223,,0.9423,0.9379444444444445,0.9364750000000001,0.9350777777777778,0.8969555555555555,0.9129444444444444
04-27,,0.8685,,0.94847,,0.9340666666666666,0.8274199999999999,,0.8931,0.9276777777777778,0.9456222222222223,,0.9177888888888889,0.9114888888888889,0.89622,0.90906,,,0.98604,0.8456785714285715,0.9047944444444445,,0.9095055555555556
04-28,,0.8683555555555555,,0.9252111111111111,0.89832,0.9081777777777778,0.9426333333333333,0.9395125,,,,,,0.9310111111111111,,,,0.9311611111111111,1.0091555555555556,0.9095071428571428,,,
04-29,,,0.8807888888888888,0.9265888888888889,,0.9327555555555556,,0.9095222222222222,,,,0.9059222222222222,,,,,,,0.9036444444444445,,,0.9195444444444445,0.9283923076923077
04-30,0.9076,,,0.878525,0.9292666666666667,1.0214692307692308,0.84508,,,,0.9345555555555556,0.89705,,0.883875,,,0.8918666666666667,0.9238055555555555,0.9334055555555556,0.9168444444444445,0.9272888888888888,0.8623888888888889,0.9294222222222223
05-01,,,,0.9264777777777777,0.9431666666666667,0.9449111111111111,,,0.9262666666666667,,,,0.90625,0.9325666666666667,0.7267250000000001,0.8376777777777777,,0.9251611111111111,,0.9243117647058824,0.9348166666666666,0.8709222222222222,0.8834222222222222
05-02,,,,0.8587333333333333,0.9407285714285715,,,,0.9251352941176471,0.9423,0.9448666666666666,0.7973,0.9352833333333334,,0.9074388888888889,,0.9292666666666667,0.9809444444444444,,,,0.9547,0.9074111111111112
05-03,,,0.9173888888888889,,0.9421444444444445,0.9453777777777778,,,0.9253,,0.9175,0.9264888888888889,0.9170111111111111,,0.9050166666666667,0.769425,0.9141692307692307,0.9782888888888889,0.9407333333333333,0.8837285714285714,0.9358055555555556,,0.9357277777777777
05-04,,,,0.8583500000000001,,0.8879692307692307,,0.9216,,,,0.8657250000000001,0.9409388888888889,0.9247055555555556,0.924138888888889,0.9637444444444444,0.9388388888888889,,,,0.8145666666666667,,0.9224555555555556
05-05,0.920175,,,0.5268444444444444,,,,0.9322222222222222,0.4454666666666667,,,,0.95812,0.9449055555555556,0.9030055555555556,0.9141,0.9206333333333333,,0.9306,,0.81005,,0.8723428571428572
05-06,,,,,0.9357307692307693,0.82115,,0.9209833333333334,0.9211166666666667,,0.9383333333333334,,0.94135,0.9335166666666667,,0.91705,0.9181166666666667,0.9195611111111112,0.62185,,0.9401277777777778,,
05-07,,0.9261888888888888,,,,0.9316555555555556,,0.77982,0.8760888888888889,,,,,0.9402388888888888,0.9108166666666667,0.9450555555555555,0.9216055555555556,0.9381333333333334,0.9399357142857143,,,,0.9177666666666666
05-08,,,,,,,,0.92945,,,,,,0.9439666666666666,0.9258277777777778,0.9298176470588235,,,,,0.9340222222222222,,0.9259352941176471
05-09,,0.7196222222222223,,,,,0.8410555555555556,0.9408055555555556,,,,,,0.8019555555555555,0.8991777777777777,0.9326388888888889,,0.9320833333333334,0.9384,,,0.9594,0.9302
05-10,,0.9368444444444445,,,,,,,,,0.9346333333333333,0.8916222222222222,,,,0.9141555555555555,0.49317777777777777,,,0.9051470588235294,0.9347833333333333,,0.86554
05-11,,,,0.9409529411764707,0.9450166666666666,0.839425,0.8342375,,0.94389,0.96426,0.9561125,,,,,0.77735,,,0.47688888888888886,0.9383111111111111,,0.9021777777777777,0.9201777777777778
05-12,,,,0.9429,,0.7043400000000001,,,,,0.9266888888888889,,,,,,0.974,0.8751,,,,,0.9286055555555556
05-13,,0.9400888888888889,,0.9025714285714286,,,,0.9181666666666667,0.9379,,0.8504888888888888,0.9416944444444444,,,,,0.9406833333333333,,,0.94472,,0.8831055555555556,0.9239555555555555
05-14,0.9182,,,,,,0.8910388888888889,0.9586705882352942,,,,0.7107,,0.9356599999999999,0.6802666666666667,0.881,0.7211,0.9066,,,,0.8611625,0.9331444444444444
05-15,,0.999,,0.45566666666666666,,,,0.9403888888888889,,,,0.7338888888888888,0.9056928571428572,0.94145,,,0.36777777777777776,0.90285,0.87022,0.8652444444444445,,,
