system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
01-01,,,,0.58295,,,,0.3146777777777778,,,0.19494166666666668,0.1921625,0.21381666666666665,,0.47109999999999996,0.62802,,0.8101307692307692,,0.4992714285714286,,,0.2361
01-02,,,,,,0.46923333333333334,,,,,,,,,,,,,,,,,
01-03,,,0.36904444444444445,,,,,,,,0.3292277777777778,,,,,0.6489857142857143,0.3424,,0.43732,0.657,,,
01-04,,0.4870888888888889,0.4704375,,0.5149153846153847,,,0.3278888888888889,0.5320714285714285,,0.22711666666666666,,,0.7158277777777777,,,,0.7060666666666666,,0.7231777777777778,,0.5037666666666667,
01-05,,0.8182375000000001,,0.4889,,0.4552,,,0.595825,,,,,,0.6464,,0.8038692307692308,,,,,,
01-06,,0.89695,,,,,,,0.83088,,,,0.4761,,,,0.29185,,,0.6634266666666667,0.6056111111111111,,
01-07,,0.8111,,,,0.6718,,,0.3586214285714286,,,,0.5709555555555555,,,,,,,,,,0.5263222222222222
01-08,,0.7265888888888888,0.4670888888888889,0.8536,,,0.5132888888888889,,0.8299833333333333,,,,0.663,0.7862777777777777,,0.47907777777777777,,,,0.8337055555555555,0.3352222222222222,0.7086333333333333,0.4274
01-09,,,,,,,0.5303777777777777,,0.7948722222222222,,0.5016142857142857,0.09156,,0.7107111111111111,,,,,0.7082666666666666,0.43346666666666667,,,0.23552777777777778
01-10,,0.4020111111111111,,0.6412666666666667,,0.7576,,,,0.448125,0.6258555555555555,0.06804,,,0.308425,,,0.5481666666666667,0.6930055555555555,,0.5947333333333333,,
01-11,,,,,0.7604,,,,,0.7862777777777777,,0.09190555555555555,0.7326666666666667,0.56354,0.8224888888888888,0.7453944444444445,,,0.4788,,,,
01-12,,,,,0.47092222222222224,0.7669777777777778,0.8089999999999999,,,0.8272666666666667,0.4532111111111111,,0.79146,,0.9455571428571429,0.6968933333333334,,,0.2664,,,0.5215611111111111,
01-13,,,,,0.8104055555555556,,0.7850222222222222,0.5845333333333333,,,,,,0.3056,0.3041,,0.7862307692307693,0.38364166666666666,,0.7427111111111111,,,0.7626
01-14,,,,,,0.4306888888888889,,,0.7643111111111112,0.5984888888888888,,,,0.35788,,0.72012,,,0.39163333333333333,,,,0.71594
01-15,,,,0.8448777777777777,,,,0.480525,0.83465,,,,,0.39583999999999997,,,,,,,,,0.7916777777777778
01-16,,,,,0.7862777777777777,,,,0.75351,,,,,0.3491333333333333,,,0.7678111111111111,0.831975,,0.5230222222222223,,,0.8483666666666667
01-17,,0.6703444444444444,,0.803825,,0.720825,,0.4349,,,0.4964,,,,0.9643200000000001,0.7696388888888889,0.2805888888888889,,,,,,0.5720666666666666
01-18,,,0.3539888888888889,0.6218166666666667,,,,0.7294777777777778,,,0.8115666666666667,0.5031230769230769,0.7551722222222222,0.5768352941176471,,,,,,0.7742125,,,
01-19,,0.7711333333333333,,0.8241999999999999,0.6852,0.54626,,,,,0.80365,,,,0.5610222222222222,0.7862,,,,,0.6021,,
01-20,,0.5562333333333334,,,,,,,,,,,0.55916,,,0.481725,,,,,,,0.6860555555555555
01-21,,,,,,,0.6877944444444445,,,0.8287777777777777,,,0.4756666666666667,,,,,0.7399769230769231,,0.7849555555555555,,0.5206333333333333,
01-22,,0.7261,0.6782777777777778,0.8019,0.81255,,,,,,,,,,,,,,,0.4359,,,
01-23,,,0.67624,,0.7821428571428571,0.7829111111111111,,,0.8022916666666666,,,,,0.81865,,0.7738444444444444,,0.8600055555555556,0.64644,,,0.7874,
01-24,,,0.7415444444444445,,,0.8183444444444444,0.5689333333333333,0.8144055555555555,0.80341,0.5656125,0.8337125,,,,,,,,,,,0.8423611111111111,0.8300333333333333
01-25,,,0.6876555555555556,,0.7556555555555555,,,,0.6536117647058823,,,,,,,,0.7406888888888888,0.6655777777777778,,,0.5064555555555555,,
01-26,,0.8790666666666667,,,0.7445166666666666,,0.7229625,,0.709,,,0.5362823529411764,,,,0.69672,,,,,,,
01-27,,,,0.8179555555555555,,,0.8152388888888888,,,,,0.29562222222222223,0.8113,0.7338222222222223,,,,,0.5434444444444444,0.433825,,,
01-28,,,,0.7069333333333333,,0.7929166666666667,,,0.6169444444444444,0.8578777777777777,0.7758666666666667,0.42612666666666665,,0.832825,,,0.61023,,,0.39039999999999997,,,
01-29,,,,0.1925888888888889,,,,,,,,0.5298125,,0.6945444444444444,,,0.7602,,,,,0.7384722222222222,
01-30,,0.7450333333333333,,0.79265,0.8242666666666667,0.8010666666666667,,0.79384,,0.7844055555555556,,0.6905444444444444,,,,,0.8299388888888889,,,,0.4984,,0.6063888888888889
01-31,,,,0.6800888888888889,0.7402777777777778,,0.8144166666666667,0.8162,,,0.8594666666666667,,,0.8169888888888889,,0.8188454545454545,0.8416666666666667,,,,,,
02-01,,,,0.8228333333333333,,0.7679,0.8566333333333334,0.8593055555555555,,0.8014461538461538,,,,,,,,,,,,,0.8355866666666667
02-02,,,,0.86535,,0.28484,0.8141277777777778,0.7182000000000001,0.8153444444444444,,0.7633666666666666,,,,,0.717011111111111,,0.5608222222222222,0.6559666666666667,0.5475166666666667,0.7554928571428572,0.9337625,0.59178
02-03,,,,0.6794,0.7488076923076923,,,,,,,0.76526,,0.7958266666666667,0.8728,0.8408777777777777,0.7057666666666667,0.6628833333333334,,,0.7798555555555555,,
02-04,,,,,,,,,0.7651444444444444,,,0.8319555555555556,,,0.7725,0.7623333333333334,0.7323111111111111,0.8767777777777778,,,,,
02-05,,,,,,0.5230666666666667,,0.5194222222222222,,,,,,,,,0.7146,0.8121166666666666,0.8074749999999999,,,0.9027444444444445,
02-06,,,,,,,,,0.8113,,,0.64074,,,,,,0.8892111111111111,,0.8660444444444444,,0.50685,
02-07,,,,,,,,0.682725,,0.8023333333333333,,,0.9212555555555556,0.6043,,,0.661225,0.7784333333333333,,0.8888666666666667,,,
02-08,,,,,,0.8451,,,,0.8606,0.56355,,0.75858,,,,,,,0.7274416666666667,,0.43216666666666664,
02-09,,,,0.90498,,0.8493166666666667,0.6020888888888889,0.782676923076923,,0.8623666666666666,,0.8154533333333334,0.7943,0.6604777777777778,0.8624444444444445,,0.7036,,,,,,0.4293222222222222
02-10,,,,,,0.8593444444444445,0.4812,0.8588,,,0.8774533333333333,,0.7393090909090909,,,,,,,,,,
02-11,,,,,,0.8585111111111111,,,,0.8745444444444445,0.8772666666666666,,0.8594,,,,,,,,0.8702888888888889,0.742,
02-12,,,,,,,,,0.84528,0.500975,0.9095722222222222,,,0.8573111111111111,,,,0.8708333333333333,,,0.6658666666666666,,0.8858888888888888
02-13,,,,0.8480444444444444,0.5633333333333334,0.934175,,,0.8816888888888889,0.8306111111111111,,,,0.8687538461538462,,,,0.7716777777777778,,,,,
02-14,,,,,,,,0.9053333333333333,,,0.854975,,,0.67692,0.6157666666666667,,,0.8634444444444445,,,,,0.8150111111111111
02-15,,,,,,,,,,,0.8211071428571428,0.845,,0.6146866666666667,,,,0.8819705882352942,0.7898000000000001,0.8297083333333334,,,
02-16,,,,,,,,,0.8922,0.90079,,0.7066777777777777,1.0391,0.7479666666666667,,,0.7004,0.8915777777777778,,0.5858749999999999,,,
02-17,,,,0.8802666666666666,,,,0.9017888888888889,,0.9267777777777778,0.89554,,0.8583555555555555,,0.8573444444444445,,,,,,,,
02-18,,0.8191777777777778,,,,,,,0.8853266666666666,0.8973384615384615,0.7961454545454545,0.8516222222222223,,,0.8615111111111111,0.8429666666666666,,,,,0.7583777777777778,,
02-19,,,,,0.7357777777777778,,,,,0.88775,,,,,,0.8532,0.8665,0.9041666666666667,,,,,0.8638444444444444
02-20,,,,,0.8529,0.8635777777777778,0.87691,,,0.6618,,,,,0.8209214285714286,,,0.9053055555555556,,0.74302,,0.8585214285714285,
02-21,,,,,,0.8956733333333333,0.8749214285714286,,,,,,,,,,,0.9296500000000001,0.830725,,,0.6550944444444444,
02-22,,,,,0.7515357142857143,0.8831833333333333,,,,0.8643944444444445,0.8349777777777778,,,,,0.8547666666666667,0.8943333333333333,0.5423,,,,,
02-23,,0.8028,,0.9277,0.7915000000000001,,0.9072866666666667,,,0.8956076923076923,0.9114222222222222,0.8455944444444444,0.8892,,0.6943733333333333,,0.8606,,,,0.8769222222222223,0.7065,0.8703888888888889
02-24,0.92854,,,0.7060777777777778,0.8662333333333333,0.8799666666666667,,,0.6023166666666666,,,,0.732,,,,0.9044555555555556,0.5275111111111112,,0.7843411764705882,0.8924,0.7658499999999999,
02-25,,0.8580555555555556,,,,0.7656,0.8166222222222222,,,0.9246777777777778,,,0.8500888888888889,0.8798888888888888,,0.8677833333333334,0.8732888888888889,0.8735444444444445,,,,0.6442555555555556,
02-26,,,,0.85595,,,,,,0.8288800000000001,,,,0.6562666666666667,,,0.8294,,0.8538333333333333,,,0.8818833333333334,
02-27,,,,,0.8866066666666667,0.9255888888888889,0.9509333333333333,,,,,,,,,0.8673444444444445,0.8832222222222222,,,0.7939777777777778,0.8805,0.78804,
02-28,,,,0.8965777777777778,,,,,,,,,0.8431,,0.8782666666666666,0.873625,0.7684333333333333,,0.8492642857142857,,0.89406,0.8190222222222222,
02-29,0.8962666666666667,,,,0.87837,,,,,,,,0.89454,,,,0.9303555555555556,,,,0.9255357142857144,,
03-01,,,,,,0.8993222222222222,,,,0.8854,0.905,,,,,0.7446,,0.53484,,,0.9250944444444444,,
03-02,,0.9223333333333333,,0.9112,0.8861222222222223,0.6480444444444444,0.9423666666666667,,0.8578611111111111,0.8894222222222222,,0.8653214285714286,,0.8232333333333334,,,,0.9357,,,,,0.8857833333333334
03-03,,,,,,,0.9217222222222222,0.8799923076923077,,0.7846166666666666,,,,0.8877833333333334,,,,,,,0.9382571428571429,,
03-04,,0.8847,,,,,0.47499444444444444,,,,0.9017083333333333,0.8528076923076923,,0.7218944444444444,,,,,,0.884888888888889,0.7273888888888889,,0.8983111111111111
03-05,0.8850666666666667,,,,0.7824555555555556,,0.9335166666666667,0.94118,,,,,,,,,,,0.7403722222222222,,,0.7674833333333333,
03-06,,,,,,,,,0.8594235294117647,0.8831055555555556,,,0.8059333333333334,,,0.8209,,,0.8781555555555556,,,0.7582166666666666,
03-07,,,,0.9012600000000001,0.8831611111111111,,,,0.7719692307692307,0.7865444444444445,,0.87885,0.8731111111111111,,,,,0.887,0.88735,,,,0.7958333333333334
03-08,,0.810811111111111,,,0.9005,0.9366,0.9038111111111111,,,,,,0.9460999999999999,,,0.8692,,,0.8761888888888889,,,0.8803333333333334,
03-09,,,,0.9010571428571429,0.92683,,0.9058277777777778,0.6099333333333333,,,,,0.9106,0.8208777777777778,,,,,0.8904611111111111,,,,0.884888888888889
