system:time_start,B1
2022-02-10,0.4129
2022-02-16,0.21562222222222222
2022-02-18,0.6097555555555556
2022-02-19,0.3039
2022-02-21,0.9218999999999999
2022-02-24,0.4255333333333333
2022-02-27,0.34931073563992976
2022-02-28,0.3596111111111111
2022-03-01,0.4600404665576087
2022-03-03,0.3353888888888889
2022-03-04,0.4606
2022-03-05,0.3895375
2022-03-07,0.5427222222222222
2022-03-08,0.3559909352640311
2022-03-10,0.3375093139653206
2022-03-14,0.582
2022-03-15,0.621694717142317
2022-03-17,0.6059081061625481
2022-03-20,0.743
2022-03-21,0.7831444444444444
2022-03-23,0.7442666666666666
2022-03-26,0.5412885579797957
2022-03-27,0.6704777777777777
2022-03-28,0.5541333333333334
2022-03-29,0.47984444444444446
2022-03-30,0.49532857142857145
2022-03-31,0.3680204815334744
2022-04-01,0.2391
2022-04-02,0.4292522688759698
2022-04-03,0.47483333333333333
2022-04-04,0.47213333333333335
2022-04-05,0.387
2022-04-09,0.7024547051811219
2022-04-11,0.7002112997902764
2022-04-12,0.608
2022-04-15,0.61525
2022-04-16,0.5438215841419557
2022-04-17,0.6137666666666667
2022-04-30,0.5593428571428571
2022-05-01,0.46123333333333333
2022-05-02,0.4131951209517086
2022-05-03,0.5596
2022-05-05,0.5025000000000001
2022-05-06,0.4075
2022-05-07,0.3976777777777778
2022-05-08,0.4026857142857143
2022-05-10,0.5027
2022-05-11,0.4220695145924886
2022-05-12,0.41407777777777777
2022-05-14,0.3889300611284044
2022-05-15,0.3529
2022-05-16,0.50265
2022-05-17,0.3836
2022-05-19,0.409825
2022-05-20,0.3323302359600862
2022-05-25,0.3117
2022-05-26,0.3494
2022-05-27,0.37076277285814285
2022-05-28,0.2416
2022-05-29,0.35292248548177574
2022-05-30,0.1925111111111111
2022-05-31,0.19357777777777777
2022-06-01,0.21865714285714286
2022-06-02,0.12562222222222222
2022-06-03,0.21672273557747113
2022-06-04,0.058088888888888884
2022-06-05,0.1585379908323288
2022-06-06,0.17124444444444445
2022-06-07,0.11772652741453865
2022-06-08,0.1711875
2022-06-12,0.19600430958800846
2022-06-14,0.1554585159981952
2022-06-15,0.1283956764558951
2022-06-16,0.12763333333333332
2022-06-18,0.0859875
2022-06-19,0.13680106523633004
2022-06-20,0.08966666666666667
2022-06-21,0.11229956150054932
2022-06-23,0.4152666666666667
2022-06-26,0.10035
2022-06-27,0.07483333333333334
2022-06-28,0.08949670135345723
2022-06-29,0.10246666666666666
2022-06-30,0.051875
2022-07-01,0.07870164638687582
2022-07-02,0.11482222222222221
2022-07-03,0.09772222222222222
2022-07-05,0.10856151479959487
2022-07-06,0.0757625
2022-07-07,0.16994679112416858
2022-07-08,0.13756666666666667
2022-07-09,0.17499695829417972
2022-07-11,0.08514444444444444
2022-07-14,0.11034528325710978
2022-07-15,0.10016666666666667
2022-07-16,0.10429855753426198
2022-07-17,0.09858888888888889
2022-07-18,0.06949999999999999
2022-07-20,0.08375555555555556
2022-07-22,0.056799999999999996
2022-07-25,0.09908923672305213
2022-07-28,0.10452222222222222
2022-07-31,0.071275
2022-08-01,0.11350280612748245
2022-08-02,0.11850000000000001
2022-08-03,0.04341111111111111
2022-08-05,0.07022222222222221
2022-08-06,0.0736
2022-08-12,0.08465555555555555
2022-08-13,0.0742875
2022-08-16,0.09626666666666667
2022-08-19,0.3202875
2022-08-20,0.089275
2022-08-28,0.0907111111111111
2022-09-03,0.11988571428571429
2022-09-06,0.16865000000000002
2022-09-08,0.08235
2022-09-15,0.10467142857142857
2022-09-17,0.22377142857142857
2022-09-24,0.36693749999999997
2022-09-25,0.12385287456115086
2022-09-29,0.17855714285714286
2022-10-01,0.060922222222222225
2022-10-02,0.031766666666666665
2022-10-03,0.07903333333333333
2022-10-04,0.09429077387732618
2022-10-05,0.13042499999999999
2022-10-07,0.28355
2022-10-09,0.18475493788719177
2022-10-11,0.19998855971627766
2022-10-24,0.25705
2022-10-27,0.2090375
2022-10-30,0.8451125
2022-10-31,0.44068888888888885
2022-11-03,0.25483862890137565
2022-11-19,-0.5540430115328895
