system:time_start,B1,B1_interpolate
2013-01-05,0.5031,0.5031
2013-01-06,,0.5764222222222222
2013-01-07,0.6497444444444445,0.6497444444444445
2013-01-08,,0.5857722222222222
2013-01-09,0.5218,0.5218
2013-01-10,,0.4974277777777778
2013-01-11,0.4730555555555555,0.4730555555555555
2013-01-12,0.8040666666666667,0.8040666666666667
2013-01-13,,0.7593611111111112
2013-01-14,0.7146555555555555,0.7146555555555555
2013-01-15,,0.664624074074074
2013-01-16,,0.664624074074074
2013-01-17,,0.6172555555555554
2013-01-18,,0.6305903703703702
2013-01-19,0.5198555555555555,0.5198555555555555
2013-01-20,,0.6420848353909464
2013-01-21,,0.6269083333333333
2013-01-22,,0.6365611111111111
2013-01-23,,0.6650777777777778
2013-01-24,,0.6886760288065843
2013-01-25,0.7532666666666666,0.7532666666666666
2013-01-26,0.6650777777777778,0.6650777777777778
2013-01-27,0.8100888888888889,0.8100888888888889
2013-01-28,,0.7491037037037036
2013-01-29,,0.7721444444444444
2013-01-30,0.7721444444444444,0.7721444444444444
2013-01-31,,0.7657507936507937
2013-02-01,0.7593571428571428,0.7593571428571428
2013-02-02,,0.771984126984127
2013-02-03,0.7846111111111111,0.7846111111111111
2013-02-04,,0.770257671957672
2013-02-05,,0.770257671957672
2013-02-06,,0.7846111111111111
2013-02-07,,0.7796860922146636
2013-02-08,0.7541777777777778,0.7541777777777778
2013-02-09,0.7999142857142857,0.7999142857142857
2013-02-10,0.7676555555555555,0.7676555555555555
2013-02-11,,0.7965751322751323
2013-02-12,,0.7970888888888888
2013-02-13,0.8221555555555555,0.8221555555555555
2013-02-14,0.7970888888888888,0.7970888888888888
2013-02-15,0.7868333333333333,0.7868333333333333
2013-02-16,,0.7931444444444444
2013-02-17,,0.7899888888888889
2013-02-18,,0.7899888888888889
2013-02-19,0.7931444444444444,0.7931444444444444
2013-02-20,0.8084444444444444,0.8084444444444444
2013-02-21,0.7325,0.7325
2013-02-22,,0.65685
2013-02-23,0.5812,0.5812
2013-02-24,,0.65685
2013-02-25,,0.7734296296296296
2013-02-26,0.8381888888888889,0.8381888888888889
2013-02-27,0.9009,0.9009
2013-02-28,0.8333,0.8333
2013-03-01,,0.8114944444444445
2013-03-02,0.7896888888888889,0.7896888888888889
2013-03-03,,0.8235444444444444
2013-03-04,0.8573999999999999,0.8573999999999999
2013-03-05,,0.8312815192743763
2013-03-06,,0.8432571428571428
2013-03-07,,0.8503285714285713
2013-03-08,,0.8467928571428571
2013-03-09,0.8432571428571428,0.8432571428571428
2013-03-10,,0.8538642857142856
2013-03-11,,0.8640744260204081
2013-03-12,,0.8670035714285713
2013-03-13,,0.8836785714285714
2013-03-14,,0.8696888888888888
2013-03-15,,0.8514555996472662
2013-03-16,,0.8683462301587301
2013-03-17,0.9241,0.9241
2013-03-18,0.8696888888888888,0.8696888888888888
2013-03-19,0.8614333333333333,0.8614333333333333
2013-03-20,,0.8018944444444445
2013-03-21,0.7423555555555555,0.7423555555555555
2013-03-22,,0.8514555996472662
2013-03-23,,0.8372097045855379
2013-03-24,,0.8410433333333334
2013-03-25,,0.8176755555555555
2013-03-26,,0.80835
2013-03-27,,0.8410433333333334
2013-03-28,,0.8599555555555556
2013-03-29,,0.858582962962963
2013-03-30,,0.8599555555555556
2013-03-31,0.8743444444444445,0.8743444444444445
2013-04-01,0.8936555555555555,0.8936555555555555
2013-04-02,,0.886511111111111
2013-04-03,0.8793666666666666,0.8793666666666666
2013-04-04,0.8599555555555556,0.8599555555555556
2013-04-05,,0.8663444444444445
2013-04-06,,0.8663444444444445
2013-04-07,,0.8597111111111111
2013-04-08,,0.8594932098765432
2013-04-09,0.8597111111111111,0.8597111111111111
2013-04-10,0.8560222222222222,0.8560222222222222
2013-04-11,,0.8556185185185186
2013-04-12,,0.8552148148148149
2013-04-13,,0.8543333333333334
2013-04-14,,0.8552746787603932
2013-04-15,0.8499111111111111,0.8499111111111111
2013-04-16,0.8543333333333334,0.8543333333333334
2013-04-17,0.8557571428571429,0.8557571428571429
2013-04-18,,0.8613507936507936
2013-04-19,0.8669444444444444,0.8669444444444444
2013-04-20,,0.8672888888888889
2013-04-21,0.8676333333333334,0.8676333333333334
2013-04-22,0.8649,0.8649
2013-04-23,,0.8627166666666667
2013-04-24,0.8605333333333334,0.8605333333333334
2013-04-25,,0.8824666666666667
2013-04-26,0.9044,0.9044
2013-04-27,,0.9044
2013-04-28,,0.9044888888888889
2013-04-29,,0.9155
2013-04-30,,0.9101987654320988
2013-05-01,0.9266,0.9266
2013-05-02,,0.9075172839506173
2013-05-03,,0.9074555555555556
2013-05-04,,0.9027481481481482
2013-05-05,,0.8983555555555556
2013-05-06,0.8883111111111112,0.8883111111111112
2013-05-07,,0.8933333333333333
2013-05-08,0.8983555555555556,0.8983555555555556
2013-05-09,0.8733,0.8733
2013-05-10,0.9117,0.9117
2013-05-11,,0.8883111111111112
2013-05-12,,0.8563700366793967
2013-05-13,,0.8733
2013-05-14,,0.8535703703703703
2013-05-15,,0.7757111111111111
2013-05-16,,0.7784222553252166
2013-05-17,,0.7757111111111111
2013-05-18,,0.76725153922642
2013-05-19,0.7757111111111111,0.7757111111111111
2013-05-20,,0.7600611111111111
2013-05-21,0.744411111111111,0.744411111111111
2013-05-22,0.6277909724617005,0.6277909724617005
2013-05-23,0.7654444444444445,0.7654444444444445
2013-05-24,0.7496111111111111,0.7496111111111111
2013-05-25,0.7357333333333334,0.7357333333333334
2013-05-26,,0.7197946759525347
2013-05-27,,0.7269377777777778
2013-05-28,,0.7269377777777778
